Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Fairness as adequacy: a sociotechnical view on model evaluation in machine learning","AI and Ethics","","","","10.1007/s43681-023-00280-x","Thomas Grote","2023","http://link.springer.com/article/10.1007/s43681-023-00280-x","Article"
"Advancements and challenges in the application of artificial intelligence in civil engineering: a comprehensive review","Asian Journal of Civil Engineering","","","","10.1007/s42107-023-00760-9","Shrikant M. Harle","2023","http://link.springer.com/article/10.1007/s42107-023-00760-9","Article"
"A mental models approach for defining explainable artificial intelligence","BMC Medical Informatics and Decision Making","","21","1","10.1186/s12911-021-01703-7","Michael MerryPat RiddleJim Warren","2021","http://link.springer.com/article/10.1186/s12911-021-01703-7","Article"
"Automation, organizational ambidexterity and the stability of employee relations: new tensions arising between corporate entrepreneurship, innovation management and stakeholder management","The Journal of Technology Transfer","","48","6","10.1007/s10961-022-09987-1","Martin R. W. HieblDavid I. Pielsticker","2023","http://link.springer.com/article/10.1007/s10961-022-09987-1","Article"
"A systematic review of teaching and learning machine learning in K-12 education","Education and Information Technologies","","28","5","10.1007/s10639-022-11416-7","Ismaila Temitayo SanusiSolomon Sunday OyelereHenriikka VartiainenJarkko SuhonenMarkku Tukiainen","2023","http://link.springer.com/article/10.1007/s10639-022-11416-7","Article"
"ECR 2021 Book of Abstracts","Insights into Imaging","","12","2","10.1186/s13244-021-01014-5","","2021","http://link.springer.com/article/10.1186/s13244-021-01014-5","Article"
"Assessing the ethical and social concerns of artificial intelligence in neuroinformatics research: an empirical test of the European Union Assessment List for Trustworthy AI (ALTAI)","AI and Ethics","","3","3","10.1007/s43681-022-00201-4","Bernd Carsten StahlTonii Leach","2023","http://link.springer.com/article/10.1007/s43681-022-00201-4","Article"
"AI and the quest for diversity and inclusion: a systematic literature review","AI and Ethics","","","","10.1007/s43681-023-00362-w","Rifat Ara ShamsDidar ZowghiMuneera Bano","2023","http://link.springer.com/article/10.1007/s43681-023-00362-w","Article"
"The Irish bTB eradication programme: combining stakeholder engagement and research-driven policy to tackle bovine tuberculosis","Irish Veterinary Journal","","76","1","10.1186/s13620-023-00255-8","Eoin RyanPhilip BreslinJames O’KeeffeAndrew W. ByrneKarina WrigleyDamien Barrett","2023","http://link.springer.com/article/10.1186/s13620-023-00255-8","Article"
"Global dematerialization, the renaissance of Artificial Intelligence, and the global stakeholder capitalism model of digital platforms: current challenges and future directions","Journal of Evolutionary Economics","","33","3","10.1007/s00191-023-00825-7","Harold Paredes-FrigolettAndreas Pyka","2023","http://link.springer.com/article/10.1007/s00191-023-00825-7","Article"
"Artificial intelligence ethics has a black box problem","AI & SOCIETY","","38","4","10.1007/s00146-021-01380-0","Jean-Christophe Bélisle-PiponErica MonteferranteMarie-Christine RoyVincent Couture","2023","http://link.springer.com/article/10.1007/s00146-021-01380-0","Article"
"Robots beyond Science Fiction: mutual learning in human–robot interaction on the way to participatory approaches","AI & SOCIETY","","37","2","10.1007/s00146-021-01209-w","Astrid WeissKatta Spiel","2022","http://link.springer.com/article/10.1007/s00146-021-01209-w","Article"
"Predictive insights: leveraging Twitter sentiments and machine learning for environmental, social and governance controversy prediction","Journal of Computational Social Science","","","","10.1007/s42001-023-00228-5","Yasemin Lheureux","2023","http://link.springer.com/article/10.1007/s42001-023-00228-5","Article"
"Application of machine learning-based BIM in green public building design","Soft Computing","","27","13","10.1007/s00500-023-08162-4","Dan WangFuhua Chang","2023","http://link.springer.com/article/10.1007/s00500-023-08162-4","Article"
"Sustainable development of materials: Broadening stakeholder engagement","MRS Bulletin","","48","4","10.1557/s43577-023-00521-8","Julie M. SchoenungElsa A. Olivetti","2023","http://link.springer.com/article/10.1557/s43577-023-00521-8","Article"
"Machine learning in landscape ecological analysis: a review of recent approaches","Landscape Ecology","","37","5","10.1007/s10980-021-01366-9","Mihai-Sorin StupariuSamuel A. CushmanAlin-Ionuţ PleşoianuIleana Pătru-StupariuChristine Fürst","2022","http://link.springer.com/article/10.1007/s10980-021-01366-9","Article"
"Ethical assurance: a practical approach to the responsible design, development, and deployment of data-driven technologies","AI and Ethics","","3","1","10.1007/s43681-022-00178-0","Christopher BurrDavid Leslie","2023","http://link.springer.com/article/10.1007/s43681-022-00178-0","Article"
"Cognitive architectures for artificial intelligence ethics","AI & SOCIETY","","38","2","10.1007/s00146-022-01452-9","Steve J. BickleyBenno Torgler","2023","http://link.springer.com/article/10.1007/s00146-022-01452-9","Article"
"Towards an Equitable Digital Society: Artificial Intelligence (AI) and Corporate Digital Responsibility (CDR)","Society","","58","3","10.1007/s12115-021-00594-8","Karen ElliottRob PricePatricia ShawTasos SpiliotopoulosMagdalene NgKovila CoopamootooAad van Moorsel","2021","http://link.springer.com/article/10.1007/s12115-021-00594-8","Article"
"Semantic web-based collaborative design system in cloud computing environment","Soft Computing","","27","14","10.1007/s00500-023-08197-7","Jing Di","2023","http://link.springer.com/article/10.1007/s00500-023-08197-7","Article"
"Operationalising ethics in artificial intelligence for healthcare: a framework for AI developers","AI and Ethics","","3","1","10.1007/s43681-022-00195-z","Pravik SolankiJohn GrundyWaqar Hussain","2023","http://link.springer.com/article/10.1007/s43681-022-00195-z","Article"
"Democratizing AI from a Sociotechnical Perspective","Minds and Machines","","","","10.1007/s11023-023-09651-z","Merel NoormanTsjalling Swierstra","2023","http://link.springer.com/article/10.1007/s11023-023-09651-z","Article"
"Leveraging mathematical models of disease dynamics and machine learning to improve development of novel malaria interventions","Infectious Diseases of Poverty","","11","1","10.1186/s40249-022-00981-1","Monica GolumbeanuGuo-Jing YangFlavia CamponovoErin M. StuckeyNicholas HamonMathias MondySarah ReesNakul ChitnisEwan CameronMelissa A. Penny","2022","http://link.springer.com/article/10.1186/s40249-022-00981-1","Article"
"Predicting unplanned medical visits among patients with diabetes: translation from machine learning to clinical implementation","BMC Medical Informatics and Decision Making","","21","1","10.1186/s12911-021-01474-1","Arielle SelyaDrake AnshutzEmily GrieseTess L. WeberBenson HsuCheryl Ward","2021","http://link.springer.com/article/10.1186/s12911-021-01474-1","Article"
"ML4STEM Professional Development Program: Enriching K-12 STEM Teaching with Machine Learning","International Journal of Artificial Intelligence in Education","","33","1","10.1007/s40593-022-00292-4","Jingwan TangXiaofei ZhouXiaoyu WanMichael DaleyZhen Bai","2023","http://link.springer.com/article/10.1007/s40593-022-00292-4","Article"
"Trends in the Dynamic Evolution of Corporate Social Responsibility and Leadership: A Literature Review and Bibliometric Analysis","Journal of Business Ethics","","182","1","10.1007/s10551-022-05035-y","Liming ZhaoMiles M. YangZhenyuan WangGrant Michelson","2023","http://link.springer.com/article/10.1007/s10551-022-05035-y","Article"
"28th Annual Conference of the International Society for Quality of Life Research","Quality of Life Research","","30","1","10.1007/s11136-021-02976-1","","2021","http://link.springer.com/article/10.1007/s11136-021-02976-1","Article"
"Ethical funding for trustworthy AI: proposals to address the responsibilities of funders to ensure that projects adhere to trustworthy AI practice","AI and Ethics","","2","2","10.1007/s43681-021-00069-w","Allison GardnerAdam Leon SmithAdam SteventonEllen CoughlanMarie Oldfield","2022","http://link.springer.com/article/10.1007/s43681-021-00069-w","Article"
"Investigating socially assistive systems from system design and evaluation: a systematic review","Universal Access in the Information Society","","22","2","10.1007/s10209-021-00852-w","Shi QiuPengcheng AnKai KangJun HuTing HanMatthias Rauterberg","2023","http://link.springer.com/article/10.1007/s10209-021-00852-w","Article"
"Participatory design and evaluation of virtual reality physical rehabilitation for people living with dementia","Virtual Reality","","27","1","10.1007/s10055-022-00639-1","Maria MatsangidouFotos FrangoudesEirini SchizaKleanthis C. NeokleousErsi PapayianniKaterian XenariMarios AvraamidesConstantinos S. Pattichis","2023","http://link.springer.com/article/10.1007/s10055-022-00639-1","Article"
"Design of a future scenarios toolkit for an ethical implementation of artificial intelligence in education","Education and Information Technologies","","","","10.1007/s10639-023-12229-y","Ana MoutaEva María Torrecilla-SánchezAna María Pinto-Llorente","2023","http://link.springer.com/article/10.1007/s10639-023-12229-y","Article"
"Abstracts","Hepatology International","","17","1","10.1007/s12072-023-10501-4","","2023","http://link.springer.com/article/10.1007/s12072-023-10501-4","Article"
"Towards transparent and trustworthy prediction of student learning achievement by including instructors as co-designers: a case study","Education and Information Technologies","","","","10.1007/s10639-023-11954-8","Xiaojing DuanBo PeiG. Alex AmbroseArnon HershkovitzYing ChengChaoli Wang","2023","http://link.springer.com/article/10.1007/s10639-023-11954-8","Article"
"An equitable and sustainable community of practice framework to address the use of artificial intelligence for global health workforce training","Human Resources for Health","","21","1","10.1186/s12960-023-00833-5","Seble FrehywotYianna Vovides","2023","http://link.springer.com/article/10.1186/s12960-023-00833-5","Article"
"Competencies for the artificial intelligence age: visualisation of the state of the art and future perspectives","Review of Managerial Science","","17","6","10.1007/s11846-022-00613-w","Mónica SantanaMirta Díaz-Fernández","2023","http://link.springer.com/article/10.1007/s11846-022-00613-w","Article"
"Explainable Methods for Image-Based Deep Learning: A Review","Archives of Computational Methods in Engineering","","30","4","10.1007/s11831-023-09881-5","Lav Kumar GuptaDeepika KoundalShweta Mongia","2023","http://link.springer.com/article/10.1007/s11831-023-09881-5","Article"
"Transitioning Responsibly Toward a Circular Bioeconomy: Using Stakeholder Workshops to Reveal Market Dependencies","Journal of Agricultural and Environmental Ethics","","34","4","10.1007/s10806-021-09862-3","Anne-Charlotte HoesSimone van der BurgGreet Overbeek","2021","http://link.springer.com/article/10.1007/s10806-021-09862-3","Article"
"No such thing as one-size-fits-all in AI ethics frameworks: a comparative case study","AI & SOCIETY","","","","10.1007/s00146-023-01653-w","Vivian QiangJimin RhimAJung Moon","2023","http://link.springer.com/article/10.1007/s00146-023-01653-w","Article"
"ACNP 62nd Annual Meeting: Poster Abstracts P251 – P500","Neuropsychopharmacology","","48","1","10.1038/s41386-023-01756-4","","2023","http://link.springer.com/article/10.1038/s41386-023-01756-4","Article"
"The value of standards for health datasets in artificial intelligence-based applications","Nature Medicine","","29","11","10.1038/s41591-023-02608-w","Anmol AroraJoseph E. AldermanJoanne PalmerShaswath GanapathiElinor LawsMelissa D. McCraddenLauren Oakden-RaynerStephen R. PfohlMarzyeh GhassemiFrancis McKayDarren TreanorNegar RostamzadehBilal MateenJacqui GathAdewole O. AdebajoStephanie Kuku","2023","http://link.springer.com/article/10.1038/s41591-023-02608-w","Article"
"Machine learning and power relations","AI & SOCIETY","","38","4","10.1007/s00146-022-01400-7","Jonne Maas","2023","http://link.springer.com/article/10.1007/s00146-022-01400-7","Article"
"Actionable Principles for Artificial Intelligence Policy: Three Pathways","Science and Engineering Ethics","","27","1","10.1007/s11948-020-00277-3","Charlotte Stix","2021","http://link.springer.com/article/10.1007/s11948-020-00277-3","Article"
"Organisational responses to the ethical issues of artificial intelligence","AI & SOCIETY","","37","1","10.1007/s00146-021-01148-6","Bernd Carsten StahlJosephina AntoniouMark RyanKevin MacnishTilimbe Jiya","2022","http://link.springer.com/article/10.1007/s00146-021-01148-6","Article"
"Design of Customized Garments Towards Sustainable Fashion Using 3D Digital Simulation and Machine Learning-Supported Human–Product Interactions","International Journal of Computational Intelligence Systems","","16","1","10.1007/s44196-023-00189-7","Zhujun WangXuyuan TaoXianyi ZengYingmei XingZhenzhen XuPascal Bruniaux","2023","http://link.springer.com/article/10.1007/s44196-023-00189-7","Article"
"DOSP: an optimal synchronization of parameter server for distributed machine learning","The Journal of Supercomputing","","78","12","10.1007/s11227-022-04422-6","Meiguang ZhengDongbang MaoLiu YangYeming WeiZhigang Hu","2022","http://link.springer.com/article/10.1007/s11227-022-04422-6","Article"
"Editorial for EAIT issue 1, 2023","Education and Information Technologies","","28","1","10.1007/s10639-023-11596-w","Arthur Tatnall","2023","http://link.springer.com/article/10.1007/s10639-023-11596-w","Article"
"Abstracts of the 52nd Annual Conference of the Italian Society of Neurology","Neurological Sciences","","43","1","10.1007/s10072-022-06531-9","","2022","http://link.springer.com/article/10.1007/s10072-022-06531-9","Article"
"Soft multimedia assisted new energy productive landscape design based on environmental analysis and edge-driven artificial intelligence","Soft Computing","","26","23","10.1007/s00500-021-06155-9","Bin MaYu DongHongxiu LiuZixu Cao","2022","http://link.springer.com/article/10.1007/s00500-021-06155-9","Article"
"A Systematic Review of Sophisticated Predictive and Prescriptive Analytics in Child Welfare: Accuracy, Equity, and Bias","Child and Adolescent Social Work Journal","","","","10.1007/s10560-023-00931-2","Seventy F. HallMelanie SageCarol F. ScottKenneth Joseph","2023","http://link.springer.com/article/10.1007/s10560-023-00931-2","Article"
"26th IFSO World Congress","Obesity Surgery","","33","2","10.1007/s11695-023-06727-8","","2023","http://link.springer.com/article/10.1007/s11695-023-06727-8","Article"
"Abstracts of the 18th Congress of the European Geriatric Medicine Society","European Geriatric Medicine","","13","1","10.1007/s41999-022-00711-8","","2022","http://link.springer.com/article/10.1007/s41999-022-00711-8","Article"
"Machine learning, misinformation, and citizen science","European Journal for Philosophy of Science","","13","4","10.1007/s13194-023-00558-1","Adrian K. Yee","2023","http://link.springer.com/article/10.1007/s13194-023-00558-1","Article"
"The participatory value-sensitive design (VSD) of a mHealth app targeting citizens with dementia in a Danish municipality","AI and Ethics","","","","10.1007/s43681-023-00274-9","Alessandra CenciSusanne Jakobsen IlskovNicklas Sindlev AndersenMarco Chiarandini","2023","http://link.springer.com/article/10.1007/s43681-023-00274-9","Article"
"ESICM LIVES 2022: part 1","Intensive Care Medicine Experimental","","10","2","10.1186/s40635-022-00468-1","","2022","http://link.springer.com/article/10.1186/s40635-022-00468-1","Article"
"Artificial Intelligence in Education (AIEd): a high-level academic and industry note 2021","AI and Ethics","","2","1","10.1007/s43681-021-00074-z","Muhammad Ali ChaudhryEmre Kazim","2022","http://link.springer.com/article/10.1007/s43681-021-00074-z","Article"
"Challenges of human—machine collaboration in risky decision-making","Frontiers of Engineering Management","","9","1","10.1007/s42524-021-0182-0","Wei XiongHongmiao FanLiang MaChen Wang","2022","http://link.springer.com/article/10.1007/s42524-021-0182-0","Article"
"17th International Congress of Behavioral Medicine","International Journal of Behavioral Medicine","","30","1","10.1007/s12529-023-10200-2","","2023","http://link.springer.com/article/10.1007/s12529-023-10200-2","Article"
"Long-term Trends in Construction Engineering and Management Research in Korea","KSCE Journal of Civil Engineering","","27","5","10.1007/s12205-023-1249-8","Sanghyeok KangYoungcheol KangSeok Kim","2023","http://link.springer.com/article/10.1007/s12205-023-1249-8","Article"
"Artificial Intelligence in K-12 Education: eliciting and reflecting on Swedish teachers' understanding of AI and its implications for teaching & learning","Education and Information Technologies","","","","10.1007/s10639-023-11990-4","Johanna VelanderMohammed Ahmed TaiyeNuno OteroMarcelo Milrad","2023","http://link.springer.com/article/10.1007/s10639-023-11990-4","Article"
"30th Annual Conference of the International Society for Quality of Life Research","Quality of Life Research","","32","2","10.1007/s11136-023-03530-x","","2023","http://link.springer.com/article/10.1007/s11136-023-03530-x","Article"
"Supporting Remote Social Robot Design Collaboration with Online Canvases: Lessons Learned from Facilitators’ and Participants’ Experiences","International Journal of Social Robotics","","15","2","10.1007/s12369-023-00966-6","Aino AhtinenKirsikka KaipainenSalla JarskeKaisa Väänänen","2023","http://link.springer.com/article/10.1007/s12369-023-00966-6","Article"
"A Mobile-Based System for Preventing Online Abuse and Cyberbullying","International Journal of Bullying Prevention","","4","1","10.1007/s42380-021-00115-5","Semiu SalawuJo LumsdenYulan He","2022","http://link.springer.com/article/10.1007/s42380-021-00115-5","Article"
"Artificial intelligence in local governments: perceptions of city managers on prospects, constraints and choices","AI & SOCIETY","","38","3","10.1007/s00146-022-01450-x","Tan YigitcanlarDuzgun AgdasKenan Degirmenci","2023","http://link.springer.com/article/10.1007/s00146-022-01450-x","Article"
"Artificial Intelligence-Based Pharmacovigilance in the Setting of Limited Resources","Drug Safety","","45","5","10.1007/s40264-022-01170-7","Likeng LiangJifa HuGang SunNa HongGe WuYuejun HeYong LiTianyong HaoLi LiuMengchun Gong","2022","http://link.springer.com/article/10.1007/s40264-022-01170-7","Article"
"Community-in-the-loop: towards pluralistic value creation in AI, or—why AI needs business ethics","AI and Ethics","","2","2","10.1007/s43681-021-00047-2","Johann Jakob HäußermannChristoph Lütge","2022","http://link.springer.com/article/10.1007/s43681-021-00047-2","Article"
"Integrating BIM and AI for Smart Construction Management: Current Status and Future Directions","Archives of Computational Methods in Engineering","","30","2","10.1007/s11831-022-09830-8","Yue PanLimao Zhang","2023","http://link.springer.com/article/10.1007/s11831-022-09830-8","Article"
"Trans-AI/DS: transformative, transdisciplinary and translational artificial intelligence and data science","International Journal of Data Science and Analytics","","","","10.1007/s41060-023-00384-x","Longbing Cao","2023","http://link.springer.com/article/10.1007/s41060-023-00384-x","Article"
"Trans-AI/DS: transformative, transdisciplinary and translational artificial intelligence and data science","International Journal of Data Science and Analytics","","15","2","10.1007/s41060-023-00383-y","Longbing Cao","2023","http://link.springer.com/article/10.1007/s41060-023-00383-y","Article"
"Digital twins, big data governance, and sustainable tourism","Ethics and Information Technology","","25","4","10.1007/s10676-023-09730-w","Eko RahmadianDaniel FeitosaYulia Virantina","2023","http://link.springer.com/article/10.1007/s10676-023-09730-w","Article"
"Designing value-sensitive AI: a critical review and recommendations for socio-technical design processes","AI and Ethics","","","","10.1007/s43681-023-00373-7","Malak SadekRafael A. CalvoCéline Mougenot","2023","http://link.springer.com/article/10.1007/s43681-023-00373-7","Article"
"Research Buddy partnership in a MD–PhD program: lessons learned","Research Involvement and Engagement","","9","1","10.1186/s40900-023-00414-9","Daniel J. GouldMarion Glanville-HearstSamantha BunzliPeter F. M. ChoongMichelle M. Dowsey","2023","http://link.springer.com/article/10.1186/s40900-023-00414-9","Article"
"Achieving a Data-Driven Risk Assessment Methodology for Ethical AI","Digital Society","","1","2","10.1007/s44206-022-00016-0","Anna FelländerJonathan RebaneStefan LarssonMattias WiggbergFredrik Heintz","2022","http://link.springer.com/article/10.1007/s44206-022-00016-0","Article"
"The ethics of algorithms: key problems and solutions","AI & SOCIETY","","37","1","10.1007/s00146-021-01154-8","Andreas TsamadosNikita AggarwalJosh CowlsJessica MorleyHuw RobertsMariarosaria TaddeoLuciano Floridi","2022","http://link.springer.com/article/10.1007/s00146-021-01154-8","Article"
"Applying a principle of explicability to AI research in Africa: should we do it?","Ethics and Information Technology","","23","2","10.1007/s10676-020-09534-2","Mary CarmanBenjamin Rosman","2021","http://link.springer.com/article/10.1007/s10676-020-09534-2","Article"
"Reducing Kidney Discard With Artificial Intelligence Decision Support: the Need for a Transdisciplinary Systems Approach","Current Transplantation Reports","","8","4","10.1007/s40472-021-00351-0","Richard ThrelkeldLirim AshikuCasey CanfieldDaniel B. ShankMark A. SchnitzlerKrista L. LentineDavid A. AxelrodAnil Choudary Reddy BattineniHenry RandallCihan Dagli","2021","http://link.springer.com/article/10.1007/s40472-021-00351-0","Article"
"Values and Value Conflicts in the Context of OSINT Technologies for Cybersecurity Incident Response: A Value Sensitive Design Perspective","Computer Supported Cooperative Work (CSCW)","","","","10.1007/s10606-022-09453-4","Thea RiebeJulian BäumlerMarc-André KaufholdChristian Reuter","2023","http://link.springer.com/article/10.1007/s10606-022-09453-4","Article"
"Patterns and Pitfalls of Short-cuts Used in Environmental Management Rapid Reviews","Environmental Management","","","","10.1007/s00267-023-01901-1","Meagan HarperTrina RytwinskiSteven J. Cooke","2023","http://link.springer.com/article/10.1007/s00267-023-01901-1","Article"
"Abstracts for MASCC/ISOO Annual Meeting 2022","Supportive Care in Cancer","","30","1","10.1007/s00520-022-07099-y","","2022","http://link.springer.com/article/10.1007/s00520-022-07099-y","Article"
"A Smart system in Manufacturing with Mass Personalization (S-MMP) for blueprint and scenario driven by industrial model transformation","Journal of Intelligent Manufacturing","","34","4","10.1007/s10845-021-01883-z","Xianyu ZhangXinguo Ming","2023","http://link.springer.com/article/10.1007/s10845-021-01883-z","Article"
"On the risk of confusing interpretability with explicability","AI and Ethics","","2","1","10.1007/s43681-021-00121-9","Christian Herzog","2022","http://link.springer.com/article/10.1007/s43681-021-00121-9","Article"
"A Hybrid Approach of Machine Learning and Lexicons to Sentiment Analysis: Enhanced Insights from Twitter Data of Natural Disasters","Information Systems Frontiers","","23","5","10.1007/s10796-021-10107-x","Shalak MendonPankaj DuttaAbhishek BehlStefan Lessmann","2021","http://link.springer.com/article/10.1007/s10796-021-10107-x","Article"
"The Systematic Review Toolbox: keeping up to date with tools to support evidence synthesis","Systematic Reviews","","11","1","10.1186/s13643-022-02122-z","Eugenie Evelynne JohnsonHannah O’KeefeAnthea SuttonChristopher Marshall","2022","http://link.springer.com/article/10.1186/s13643-022-02122-z","Article"
"A correlation among industry 4.0, additive manufacturing, and topology optimization: a state-of-the-art review","The International Journal of Advanced Manufacturing Technology","","129","9 - 10","10.1007/s00170-023-12515-6","Kashif IshfaqMuhammad Dawar Azhar KhanMuhammad Atyab Azhar KhanMuhammad Arif MahmoodMuhammad Asad Maqsood","2023","http://link.springer.com/article/10.1007/s00170-023-12515-6","Article"
"Machine invention systems: a (r)evolution of the invention process?","AI & SOCIETY","","36","3","10.1007/s00146-020-01080-1","Dragos-Cristian VasilescuMichael Filzmoser","2021","http://link.springer.com/article/10.1007/s00146-020-01080-1","Article"
"Towards Artificial Intelligence Augmenting Facilitation: AI Affordances in Macro-Task Crowdsourcing","Group Decision and Negotiation","","32","1","10.1007/s10726-022-09801-1","Henner GimpelVanessa Graf-SeyfriedRobert LaubacherOliver Meindl","2023","http://link.springer.com/article/10.1007/s10726-022-09801-1","Article"
"Design and optimization of prefabricated building system based on BIM technology","International Journal of System Assurance Engineering and Management","","13","1","10.1007/s13198-021-01288-4","Yanwu XiaoJyoti Bhola","2022","http://link.springer.com/article/10.1007/s13198-021-01288-4","Article"
"The paradox of the artificial intelligence system development process: the use case of corporate wellness programs using smart wearables","AI & SOCIETY","","","","10.1007/s00146-022-01562-4","Alessandra AngelucciZiyue LiNiya StoimenovaStefano Canali","2022","http://link.springer.com/article/10.1007/s00146-022-01562-4","Article"
"Human-centred design in industry 4.0: case study review and opportunities for future research","Journal of Intelligent Manufacturing","","33","1","10.1007/s10845-021-01796-x","Hien Nguyen NgocGanix LasaIon Iriarte","2022","http://link.springer.com/article/10.1007/s10845-021-01796-x","Article"
"Artificial Interdisciplinarity: Artificial Intelligence for Research on Complex Societal Problems","Philosophy & Technology","","34","1","10.1007/s13347-020-00416-5","Seth D. Baum","2021","http://link.springer.com/article/10.1007/s13347-020-00416-5","Article"
"Envisioning the future: a multi-disciplinary approach to human-centered intelligent environments","Quality and User Experience","","8","1","10.1007/s41233-023-00064-5","Kaja Fjørtoft YstgaardKatrien De Moor","2023","http://link.springer.com/article/10.1007/s41233-023-00064-5","Article"
"Artificial intelligence in product lifecycle management","The International Journal of Advanced Manufacturing Technology","","114","3 - 4","10.1007/s00170-021-06882-1","Lei WangZhengchao LiuAng LiuFei Tao","2021","http://link.springer.com/article/10.1007/s00170-021-06882-1","Article"
"Abstracts for MASCC/JASCC/ISOO Annual Meeting 2023","Supportive Care in Cancer","","31","1","10.1007/s00520-023-07786-4","","2023","http://link.springer.com/article/10.1007/s00520-023-07786-4","Article"
"Co-designing sustainable practices for emerging technologies education","International Journal of Technology and Design Education","","","","10.1007/s10798-023-09857-3","Marie-Monique SchaperRachel Charlotte SmithMaarten van MechelenMariana Aki TamashiroOle Sejer Iversen","2023","http://link.springer.com/article/10.1007/s10798-023-09857-3","Article"
"22nd ISoP Annual Meeting “Putting Patients First in Pharmacovigilance: International Perspectives from Global South” 6–9 November 2023 Bali, Indonesia","Drug Safety","","46","11","10.1007/s40264-023-01350-z","","2023","http://link.springer.com/article/10.1007/s40264-023-01350-z","Article"
"Aligning artificial intelligence with climate change mitigation","Nature Climate Change","","12","6","10.1038/s41558-022-01377-7","Lynn H. KaackPriya L. DontiEmma StrubellGeorge KamiyaFelix CreutzigDavid Rolnick","2022","http://link.springer.com/article/10.1038/s41558-022-01377-7","Article"
"Adoption of industry 4.0 in different sectors: a structural review using natural language processing","International Journal on Interactive Design and Manufacturing (IJIDeM)","","","","10.1007/s12008-023-01550-y","Shamneesh SharmaArun MalikChetan SharmaIsha BatraMahender Singh KaswanJose Arturo Garza-Reyes","2023","http://link.springer.com/article/10.1007/s12008-023-01550-y","Article"
"Patient apprehensions about the use of artificial intelligence in healthcare","npj Digital Medicine","","4","1","10.1038/s41746-021-00509-1","Jordan P. RichardsonCambray SmithSusan CurtisSara WatsonXuan ZhuBarbara BarryRichard R. Sharp","2021","http://link.springer.com/article/10.1038/s41746-021-00509-1","Article"
"Sustainable artificial intelligence: A corporate culture perspective","Sustainability Management Forum | NachhaltigkeitsManagementForum","","29","3 - 4","10.1007/s00550-021-00524-6","Carmen IsenseeKai-Michael GrieseFrank Teuteberg","2021","http://link.springer.com/article/10.1007/s00550-021-00524-6","Article"
"Balancing national economic policy outcomes for sustainable development","Nature Communications","","13","1","10.1038/s41467-022-32415-9","Mohammed BasheerVictor NechiforAlvaro CalzadillaClaudia RinglerDavid HulmeJulien J. Harou","2022","http://link.springer.com/article/10.1038/s41467-022-32415-9","Article"
