Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Human-Centered Explainable AI: Towards a Reflective Sociotechnical Approach","HCI International 2020 - Late Breaking Papers: Multimodality and Intelligence","","","","10.1007/978-3-030-60117-1_33","Upol EhsanMark O. Riedl","2020","http://link.springer.com/chapter/10.1007/978-3-030-60117-1_33","Chapter"
"The Development of an Artificial Intelligence Assistant for Participatory Design in the Engineering Design Educational Environment","The Impact of the 4th Industrial Revolution on Engineering Education","","","","10.1007/978-3-030-40274-7_36","Yu-Hung ChienHsien-Sheng HsiaoYu-Shan ChangChun-Kai Yao","2020","http://link.springer.com/chapter/10.1007/978-3-030-40274-7_36","Chapter"
"Designing IoT Solutions for Elderly Home Care: A Systematic Study of Participatory Design, Personas and Semiotics","Universal Access in Human-Computer Interaction. Virtual, Augmented, and Intelligent Environments","","","","10.1007/978-3-319-92052-8_18","Renata de Podestá GasparRodrigo BonacinVinícius P. Gonçalves","2018","http://link.springer.com/chapter/10.1007/978-3-319-92052-8_18","Chapter"
"Applications for Persuasive Technologies in Participatory Design Processes","Persuasive Technology: Development of Persuasive and Behavior Change Support Systems","","","","10.1007/978-3-030-17287-9_7","Max JalowskiAlbrecht FritzscheKathrin M. Möslein","2019","http://link.springer.com/chapter/10.1007/978-3-030-17287-9_7","Chapter"
"The Use of Working Prototypes for Participatory Design with People with Disabilities","Computers Helping People with Special Needs","","","","10.1007/978-3-319-41264-1_19","Brandon HaworthMuhammad UsmanMelanie BaljkoFoad Hamidi","2016","http://link.springer.com/chapter/10.1007/978-3-319-41264-1_19","Chapter"
"Using Participatory Design to Create a User Interface for Analyzing Pivotal Response Treatment Video Probes","Smart Multimedia","","","","10.1007/978-3-030-54407-2_16","Corey D. C. HeathTracey HeathTroy McDanielHemanth VenkateswaraSethuraman Panchanathan","2020","http://link.springer.com/chapter/10.1007/978-3-030-54407-2_16","Chapter"
"Participatory Design to Lower the Threshold for Intelligent Support Authoring","Artificial Intelligence in Education","","","","10.1007/978-3-030-23207-8_35","Manolis MavrikisSokratis KarkalasMutlu CukurovaEmmanouela Papapesiou","2019","http://link.springer.com/chapter/10.1007/978-3-030-23207-8_35","Chapter"
"Computer-Aided Selection of Participatory Design Methods","Advances in Production Management Systems. Towards Smart Production Management Systems","","","","10.1007/978-3-030-29996-5_54","Michael BojkoRalph RiedelMandy Tawalbeh","2019","http://link.springer.com/chapter/10.1007/978-3-030-29996-5_54","Chapter"
"POP: An Instrument to Decide on the Adoption of Participatory Design","Human-Computer Interaction. Theory, Design, Development and Practice","","","","10.1007/978-3-319-39510-4_14","Helder Cognaco de OliveiraMarcelo da Silva HounsellIsabela Gasparini","2016","http://link.springer.com/chapter/10.1007/978-3-319-39510-4_14","Chapter"
"Maritime Spatial Planning – A Board Game for Stakeholder Involvement","Simulation Gaming. Applications for Sustainable Cities and Smart Infrastructures","","","","10.1007/978-3-319-91902-7_6","Xander KeijserMalena RipkenHarald WarmelinkLodewijk AbspoelRhona FairgrieveIgor Mayer","2018","http://link.springer.com/chapter/10.1007/978-3-319-91902-7_6","Chapter"
"Participatory Design with On-line Focus Groups and Normative Systems","Advances in Artificial Intelligence","","","","10.1007/978-3-030-00374-6_7","Marlon CárdenasNoelia García CastilloJorge Gómez-SanzJuan Pavón","2018","http://link.springer.com/chapter/10.1007/978-3-030-00374-6_7","Chapter"
"Explainable Artificial Intelligence: What Do You Need to Know?","Augmented Cognition. Theoretical and Technological Approaches","","","","10.1007/978-3-030-50353-6_20","Sam HepenstalDavid McNeish","2020","http://link.springer.com/chapter/10.1007/978-3-030-50353-6_20","Chapter"
"A Meta-Language Approach for Machine Learning","Advances in Artificial Intelligence, Software and Systems Engineering","","","","10.1007/978-3-030-20454-9_19","Nicholas CaporussoTrent HelmsPeng Zhang","2020","http://link.springer.com/chapter/10.1007/978-3-030-20454-9_19","Chapter"
"Integrated Simulation Modeling Method for Complex Products Collaborative Design Using Engineering-APP","Cooperative Design, Visualization, and Engineering","","","","10.1007/978-3-030-00560-3_27","Jun YuZhenjun MingGuoxin WangYan YanHaiyan Xi","2018","http://link.springer.com/chapter/10.1007/978-3-030-00560-3_27","Chapter"
"Building Shared Design Rationale Knowledge Model for Collaborative Design","Cooperative Design, Visualization, and Engineering","","","","10.1007/978-3-030-00560-3_46","Jianhui ZhouJihong LiuYongzhu Hou","2018","http://link.springer.com/chapter/10.1007/978-3-030-00560-3_46","Chapter"
"A Machine Learning Approach to the Early Diagnosis of Alzheimer’s Disease Based on an Ensemble of Classifiers","Computational Science and Its Applications – ICCSA 2019","","","","10.1007/978-3-030-24289-3_28","Sonia Valladares-RodríguezLuis Anido-RifónManuel J. Fernández-IglesiasDavid Facal-Mayo","2019","http://link.springer.com/chapter/10.1007/978-3-030-24289-3_28","Chapter"
"Closed-Loop Product Lifecycle Management Based on a Multi-agent System for Decision Making in Collaborative Design","Knowledge Science, Engineering and Management","","","","10.1007/978-3-319-47650-6_43","Fatima Zahra BerricheBesma ZeddiniHubert KadimaAlain Riviere","2016","http://link.springer.com/chapter/10.1007/978-3-319-47650-6_43","Chapter"
"Research on Cross-cultural Participatory Design by Design Teams Based on Chinese Cultural Background","HCI in Business, Government and Organizations","","","","10.1007/978-3-030-50341-3_18","Rui XiXin-Li WeiDe-Chuan WangXian-Gang QinTorkil ClemmensenWen-Jun Hou","2020","http://link.springer.com/chapter/10.1007/978-3-030-50341-3_18","Chapter"
"Knowledge Management as an Important Tool in Participatory Design","Advances in Production Management Systems. Production Management for Data-Driven, Intelligent, Collaborative, and Sustainable Manufacturing","","","","10.1007/978-3-319-99704-9_66","Xiaoli ChenRalph RiedelMichael BojkoMandy TawalbehEgon Müller","2018","http://link.springer.com/chapter/10.1007/978-3-319-99704-9_66","Chapter"
"Participatory Design with Dyslectics: Design and Evaluation of an Enhancing Reading Skills Tool","Interactive Mobile Communication Technologies and Learning","","","","10.1007/978-3-319-75175-7_33","Panagiota VangeliJan Stage","2018","http://link.springer.com/chapter/10.1007/978-3-319-75175-7_33","Chapter"
"Cloud Computing-Based Marketplace for Collaborative Design and Manufacturing","Internet of Things. IoT Infrastructures","","","","10.1007/978-3-319-47063-4_42","Ashis Gopal BanerjeeBenjamin BeckmannJohn CarboneLynn DeRoseAnnarita GianiPeter KoudalPatricia MackenzieJoseph SalvoDan YangWalter Yund","2016","http://link.springer.com/chapter/10.1007/978-3-319-47063-4_42","Chapter"
"Towards Cloud Based Collaborative Design – Analysis in Digital PLM Environment","Product Lifecycle Management to Support Industry 4.0","","","","10.1007/978-3-030-01614-2_24","Siddharth SharmaFrédéric SegondsNicolas MaranzanaDamien ChassetVincent Frerebeau","2018","http://link.springer.com/chapter/10.1007/978-3-030-01614-2_24","Chapter"
"3-D Design Review System in Collaborative Design of Process Plant","Collaborate Computing: Networking, Applications and Worksharing","","","","10.1007/978-3-319-59288-6_40","Jian ZhouLinfeng LiuYunyun WangFu XiaoWeiqing Tang","2017","http://link.springer.com/chapter/10.1007/978-3-319-59288-6_40","Chapter"
"Knowledge Management Environment for Collaborative Design in Product Development","Advances in Production Management Systems. Towards Smart Production Management Systems","","","","10.1007/978-3-030-29996-5_55","Shuai Zhang","2019","http://link.springer.com/chapter/10.1007/978-3-030-29996-5_55","Chapter"
"Multi-tabletop System to Support Collaborative Design Assessment","Trends and Applications in Software Engineering","","","","10.1007/978-3-319-26285-7_23","Gonzalo LuzardoVanessa EcheverríaYadira QuiñonezRoger Granda","2016","http://link.springer.com/chapter/10.1007/978-3-319-26285-7_23","Chapter"
"Using CBR Approach to Enhance Collaborative Design Ability","Innovative Mobile and Internet Services in Ubiquitous Computing","","","","10.1007/978-3-030-22263-5_54","Shian-Shyong TsengShih-Nung ChenTsung-Yu YangEdgar Chia-Han Lin","2020","http://link.springer.com/chapter/10.1007/978-3-030-22263-5_54","Chapter"
"Collaborative Design Automation Toolkit for Power Controllers in Aerospace Applications","Cooperative Design, Visualization, and Engineering","","","","10.1007/978-3-030-60816-3_4","Janis Sebastian HäsekerNiklas Aksteiner","2020","http://link.springer.com/chapter/10.1007/978-3-030-60816-3_4","Chapter"
"Children’s Reflection-in-Action During Collaborative Design-Based Learning","The Challenges of the Digital Transformation in Education","","","","10.1007/978-3-030-11932-4_73","Zhongya ZhangTilde BekkerPanos MarkopoulosPerry den Brok","2020","http://link.springer.com/chapter/10.1007/978-3-030-11932-4_73","Chapter"
"Collaborative Design of Material Handling Systems Using Distributed Virtual Reality Environments","Virtual, Augmented and Mixed Reality","","","","10.1007/978-3-319-39907-2_58","Orthodoxos KipouridisMoritz RoidlMarcus RöschingerMichael ten HompelWillibald A. Günthner","2016","http://link.springer.com/chapter/10.1007/978-3-319-39907-2_58","Chapter"
"Collaborative Design of Urban Spaces Uses: From the Citizen Idea to the Educational Virtual Development","Human-Computer Interaction. Design Practice in Contemporary Societies","","","","10.1007/978-3-030-22636-7_18","Monica V. Sanchez-SepulvedaDavid FonsecaJordi FranquesaErnesto RedondoFernando MoreiraSergi VillagrasaEnric PeñaNuria MartíXavier CanaletaJosé Antonio Montero","2019","http://link.springer.com/chapter/10.1007/978-3-030-22636-7_18","Chapter"
"Collaborative Design of Mobile Interfaces for Vocational Building and Construction Education","Research into Design for a Connected World","","","","10.1007/978-981-13-5974-3_56","Gavin MellesTomi WinfreePeter Graham","2019","http://link.springer.com/chapter/10.1007/978-981-13-5974-3_56","Chapter"
"Study on Interest and Perception of Value in Multinational Collaborative Design Projects Among Engineering Students","Engineering Education for a Smart Society","","","","10.1007/978-3-319-60937-9_2","Ivan Enrique EsparragozaJared OcampoJorge RodriguezRoberto ViganoCarlos SacchelliJorge DuqueSheila LascanoUladzislau Ivashyn","2018","http://link.springer.com/chapter/10.1007/978-3-319-60937-9_2","Chapter"
"Participatory Design of Vaccination Services with Less-Literate Users","HCI International 2017 – Posters' Extended Abstracts","","","","10.1007/978-3-319-58753-0_45","Shyama V.S.Ulemba HiromSylvan LoboSujit DevkarPankaj DokeNikita Pandey","2017","http://link.springer.com/chapter/10.1007/978-3-319-58753-0_45","Chapter"
"Development and Implementation of Dashboards for Operational Monitoring Using Participatory Design in a Lean Context","Computer Supported Qualitative Research","","","","10.1007/978-3-319-61121-1_21","Andreia Filipa MartinsAnabela C. AlvesCelina P. Leão","2018","http://link.springer.com/chapter/10.1007/978-3-319-61121-1_21","Chapter"
"Hearing Method for User Requirement Extract in Participatory Design -Designing for Service Involving Local Residents-","Human Interface and the Management of Information. Designing Information","","","","10.1007/978-3-030-50020-7_20","Fuko OuraTakeo AinoyaKeiko Kasamatsu","2020","http://link.springer.com/chapter/10.1007/978-3-030-50020-7_20","Chapter"
"Participatory Design of System Messages in Petroleum Fields Management Software","Human-Computer Interaction. Design Practice in Contemporary Societies","","","","10.1007/978-3-030-22636-7_35","Pedro Alan T. RamosJulio Cesar dos ReisAntonio Alberto de Souza dos SantosDenis José Schiozer","2019","http://link.springer.com/chapter/10.1007/978-3-030-22636-7_35","Chapter"
"Towards Participatory Design of Social Robots","Human-Computer Interaction – INTERACT 2019","","","","10.1007/978-3-030-29384-0_32","Aduén Darriba FrederiksJohanna Renny OctaviaCesar VandeveldeJelle Saldien","2019","http://link.springer.com/chapter/10.1007/978-3-030-29384-0_32","Chapter"
"Guidelines for Participatory Design of Digital Games in Primary School","Methodologies and Intelligent Systems for Technology Enhanced Learning","","","","10.1007/978-3-319-40165-2_5","Gabriella DoderoAlessandra Melonio","2016","http://link.springer.com/chapter/10.1007/978-3-319-40165-2_5","Chapter"
"Becoming-with in Participatory Design","This Changes Everything – ICT and Climate Change: What Can We Do?","","","","10.1007/978-3-319-99605-9_19","Sisse FinkenChristina MörtbergPirjo Elovaara","2018","http://link.springer.com/chapter/10.1007/978-3-319-99605-9_19","Chapter"
"My Train Talks to Me: Participatory Design of a Mobile App for Travellers with Visual Impairments","Computers Helping People with Special Needs","","","","10.1007/978-3-030-58796-3_2","Beat VollenwyderEsther BuchmüllerChristian TrachselKlaus OpwisFlorian Brühlmann","2020","http://link.springer.com/chapter/10.1007/978-3-030-58796-3_2","Chapter"
"Positioning Participant Engagement in Participatory Design","HCI International 2020 - Late Breaking Papers: User Experience Design and Case Studies","","","","10.1007/978-3-030-60114-0_25","Ziheng ZhangFrancesco Zurlo","2020","http://link.springer.com/chapter/10.1007/978-3-030-60114-0_25","Chapter"
"Pushing the Boundaries of Participatory Design","Human-Computer Interaction – INTERACT 2019","","","","10.1007/978-3-030-29390-1_74","Jessica KorteAurora ConstantinCristina Adriana AlexandruJerry Alan FailsEva ErikssonJudith GoodHelen PainJuan Pablo HourcadeFranca GarzottoAnnalu Waller","2019","http://link.springer.com/chapter/10.1007/978-3-030-29390-1_74","Chapter"
"Wizardry in Distributed Participatory Design","Human-Computer Interaction. Design and User Experience","","","","10.1007/978-3-030-49059-1_13","Malin WikAkhona Khumalo","2020","http://link.springer.com/chapter/10.1007/978-3-030-49059-1_13","Chapter"
"Insights on Older Adults’ Attitudes and Behavior Through the Participatory Design of an Online Storytelling Platform","Human-Computer Interaction – INTERACT 2019","","","","10.1007/978-3-030-29381-9_29","Diogenis AlexandrakisKonstantinos ChorianopoulosNikolaos Tselios","2019","http://link.springer.com/chapter/10.1007/978-3-030-29381-9_29","Chapter"
"Building Understanding Between Users and Designers Through Participatory Design: The Bonded Design Approach","Transforming Digital Worlds","","","","10.1007/978-3-319-78105-1_56","Valerie NessetJ. Brice Bible","2018","http://link.springer.com/chapter/10.1007/978-3-319-78105-1_56","Chapter"
"Data-Driven Iterative-Evolution-Participatory Design Model on Motion-Based Science Educational Application for ADHD Learners","Advances in Visual Informatics","","","","10.1007/978-3-319-70010-6_19","Ahmad Fazil ZainalHalimah Badioze Zaman","2017","http://link.springer.com/chapter/10.1007/978-3-319-70010-6_19","Chapter"
"Case Studies of Participatory Design","Advances in Production Management Systems. The Path to Intelligent, Collaborative and Sustainable Manufacturing","","","","10.1007/978-3-319-66926-7_19","Mandy TawalbehRalph RiedelSamuel HorlerEgon Müller","2017","http://link.springer.com/chapter/10.1007/978-3-319-66926-7_19","Chapter"
"Participatory Design of Tangibles for Graphs: A Small-Scale Field Study with Children","Citizen, Territory and Technologies: Smart Learning Contexts and Practices","","","","10.1007/978-3-319-61322-2_16","Andrea BonaniVincenzo Del FattoGabriella DoderoRosella GennariGuerriero Raimato","2018","http://link.springer.com/chapter/10.1007/978-3-319-61322-2_16","Chapter"
"DEMOS: A Participatory Design Approach for Democratic Empowerment of IS Users","Conceptual Modeling","","","","10.1007/978-3-030-33223-5_32","Raphaëlle BourChantal Soule-DupuyNathalie Vallès-Parlangeau","2019","http://link.springer.com/chapter/10.1007/978-3-030-33223-5_32","Chapter"
"Integrating Persuasive Technology in Participatory Design Workshops: Prototypes for Participant Support","Persuasive Technology. Designing for Future Change","","","","10.1007/978-3-030-45712-9_3","Max Jalowski","2020","http://link.springer.com/chapter/10.1007/978-3-030-45712-9_3","Chapter"
"SuperJam: Participatory Design for Accessible Games","Virtual, Augmented and Mixed Reality","","","","10.1007/978-3-319-57987-0_27","Emily K. JohnsonPeter A. SmithMatt DombrowskiRyan Buyssens","2017","http://link.springer.com/chapter/10.1007/978-3-319-57987-0_27","Chapter"
"Approaches of Participatory Design in the Design Process of a Serious Game to Assist in the Learning of Hospitalized Children","Human-Computer Interaction. Novel User Experiences","","","","10.1007/978-3-319-39513-5_38","Eunice P. S. NunesAlessandro R. LuzEduardo M. LemosClodoaldo Nunes","2016","http://link.springer.com/chapter/10.1007/978-3-319-39513-5_38","Chapter"
"Participatory Design of Technology for Inclusive Education: A Case Study","Universal Access in Human–Computer Interaction. Human and Technological Environments","","","","10.1007/978-3-319-58700-4_15","Leonara de Medeiros BrazEliane de Souza RamosMaria Luisa Pozzebom BenedettiHeiko Hornung","2017","http://link.springer.com/chapter/10.1007/978-3-319-58700-4_15","Chapter"
"The ExerCube: Participatory Design of an Immersive Fitness Game Environment","Serious Games","","","","10.1007/978-3-030-02762-9_28","Anna Lisa Martin-NiedeckenElisa D. Mekler","2018","http://link.springer.com/chapter/10.1007/978-3-030-02762-9_28","Chapter"
"Participatory Governance in Smart Cities: Future Scenarios and Opportunities","Distributed, Ambient and Pervasive Interactions","","","","10.1007/978-3-030-50344-4_32","Nicole ShadowenThomas LodatoDaria Loi","2020","http://link.springer.com/chapter/10.1007/978-3-030-50344-4_32","Chapter"
"On the Use of Process Mining and Machine Learning to Support Decision Making in Systems Design","Product Lifecycle Management for Digital Transformation of Industries","","","","10.1007/978-3-319-54660-5_6","Widad Es-SoufiEsma YahiaLionel Roucoules","2016","http://link.springer.com/chapter/10.1007/978-3-319-54660-5_6","Chapter"
"Ethics and Stakeholder Engagement for Industry/Construction 4.0: A Systematic Review","The Construction Industry in the Fourth Industrial Revolution","","","","10.1007/978-3-030-26528-1_59","Kamil OkedaraObuks EjohwomuPaul Chan","2020","http://link.springer.com/chapter/10.1007/978-3-030-26528-1_59","Chapter"
"SIMS: A Stakeholder Information Management System for Successful Projects","Proceedings of the Future Technologies Conference (FTC) 2018","","","","10.1007/978-3-030-02683-7_28","Belmir PatkovicKassem SalehPaul Manuel","2019","http://link.springer.com/chapter/10.1007/978-3-030-02683-7_28","Chapter"
"Some Considerations on the Role of Universities and Research Centers in EU-Funded Sustainable Mobility Projects","Computational Science and Its Applications – ICCSA 2020","","","","10.1007/978-3-030-58802-1_15","Francesco BruzzoneSilvio Nocera","2020","http://link.springer.com/chapter/10.1007/978-3-030-58802-1_15","Chapter"
"AI Models and Their Worlds: Investigating Data-Driven, AI/ML Ecosystems Through a Work Practices Lens","Sustainable Digital Communities","","","","10.1007/978-3-030-43687-2_55","Christine T. Wolf","2020","http://link.springer.com/chapter/10.1007/978-3-030-43687-2_55","Chapter"
"Research on System Design of “Shared” Smart Kitchen in Youth Apartment in the Era of Internet","HCI International 2019 - Posters","","","","10.1007/978-3-030-23528-4_73","Zhidiankui XuYenan DongShangshang Zhu","2019","http://link.springer.com/chapter/10.1007/978-3-030-23528-4_73","Chapter"
"Ethics of Artificial Intelligence Demarcations","Nordic Artificial Intelligence Research and Development","","","","10.1007/978-3-030-35664-4_13","Anders Braarud HanssenStefano Nichele","2019","http://link.springer.com/chapter/10.1007/978-3-030-35664-4_13","Chapter"
"User Methods and Approaches to Design Cognitive Systems","Design, User Experience, and Usability: Design Thinking and Methods","","","","10.1007/978-3-319-40409-7_23","Heloisa Candello","2016","http://link.springer.com/chapter/10.1007/978-3-319-40409-7_23","Chapter"
"Using Argumentative, Semantic Grammar for Capture of Design Rationale","Design Computing and Cognition '18","","","","10.1007/978-3-030-05363-5_28","Raymond McCall","2019","http://link.springer.com/chapter/10.1007/978-3-030-05363-5_28","Chapter"
"Artificial Intelligence Design, from Research to Practice","Proceedings of the 2019 DigitalFUTURES","","","","10.1007/978-981-13-8153-9_17","Wanyu HeXiaodi Yang","2020","http://link.springer.com/chapter/10.1007/978-981-13-8153-9_17","Chapter"
"A Typological Framework of Process Improvement Project Stakeholders","Business Process Management","","","","10.1007/978-3-030-58666-9_22","Charon AbbottWasana BandaraPaul MathiesenErica FrenchMary Tate","2020","http://link.springer.com/chapter/10.1007/978-3-030-58666-9_22","Chapter"
"Redefining Supports: Extending Mass Customization with Digital Tools for Collaborative Residential Design","Design Computing and Cognition '18","","","","10.1007/978-3-030-05363-5_12","Tian Tian LoBasem MohamedMarc Aurel Schnabel","2019","http://link.springer.com/chapter/10.1007/978-3-030-05363-5_12","Chapter"
"Towards a Measurement Scale for Digital Social Innovation: A Responsibility-Sustainability Framework","Information and Communication Technologies in Tourism 2019","","","","10.1007/978-3-030-05940-8_29","Pauline A. MilwoodWesley S. Roehl","2019","http://link.springer.com/chapter/10.1007/978-3-030-05940-8_29","Chapter"
"Artificial Intelligence Augments Design Creativity: A Typeface Family Design Experiment","Design, User Experience, and Usability. User Experience in Advanced Technological Environments","","","","10.1007/978-3-030-23541-3_29","Zhen ZengXiaohua SunXiang Liao","2019","http://link.springer.com/chapter/10.1007/978-3-030-23541-3_29","Chapter"
"Manufacturing-Oriented Network Collaboration 3D Mechanical Components Rapid Design Technology","Advanced Hybrid Information Processing","","","","10.1007/978-3-030-19086-6_33","Yunsheng Chen","2019","http://link.springer.com/chapter/10.1007/978-3-030-19086-6_33","Chapter"
"Education in Product Engineering","Research in Interactive Design (Vol. 4)","","","","10.1007/978-3-319-26121-8_19","Fernando J. AguilarMaria Grazia ViolantePatrick Martin","2016","http://link.springer.com/chapter/10.1007/978-3-319-26121-8_19","Chapter"
"Picking Apart the Black Box: Sociotechnical Contours of Accessibility in AI/ML Software Engineering","Advances in the Human Side of Service Engineering","","","","10.1007/978-3-030-51057-2_28","Christine T. Wolf","2020","http://link.springer.com/chapter/10.1007/978-3-030-51057-2_28","Chapter"
"Automating the Categorization of Learning Activities, to Help Improve Learning Design","Artificial Intelligence in Education","","","","10.1007/978-3-030-23207-8_20","Wayne HolmesJuliette Culver","2019","http://link.springer.com/chapter/10.1007/978-3-030-23207-8_20","Chapter"
"Implementing and Contracting Agile and DevOps: A Survey in the Netherlands","Digital Services and Platforms. Considerations for Sourcing","","","","10.1007/978-3-030-15850-7_7","Erik Beulen","2019","http://link.springer.com/chapter/10.1007/978-3-030-15850-7_7","Chapter"
"Side-by-Side Human–Computer Design Using a Tangible User Interface","Design Computing and Cognition '18","","","","10.1007/978-3-030-05363-5_9","Matthew V. LawNikhil DhawanHyunseung BangSo-Yeon YoonDaniel SelvaGuy Hoffman","2019","http://link.springer.com/chapter/10.1007/978-3-030-05363-5_9","Chapter"
"Inside the Collective Mind: Features Extraction to Support Automated Design Space Explorations","Advances in Informatics and Computing in Civil and Construction Engineering","","","","10.1007/978-3-030-00220-6_24","Lucian-Constantin UngureanuTimo Hartmann","2019","http://link.springer.com/chapter/10.1007/978-3-030-00220-6_24","Chapter"
"Design Methods","Research in Interactive Design (Vol. 4)","","","","10.1007/978-3-319-26121-8_11","Xavier EspinachAntonio MancusoBenoit Eynard","2016","http://link.springer.com/chapter/10.1007/978-3-319-26121-8_11","Chapter"
"An Ontology-Based Recommendation System for ADAS Design","Genetic and Evolutionary Computing","","","","10.1007/978-981-13-5841-8_71","Hsun-Hui HuangHorng-Chang YangYongjia Yu","2019","http://link.springer.com/chapter/10.1007/978-981-13-5841-8_71","Chapter"
"Smarter Education: Leveraging Stakeholder Inputs to Develop Work Ready Curricula","Smart Education and e-Learning 2019","","","","10.1007/978-981-13-8260-4_5","Jessica BorgChristina M. Scott-YoungMichelle Turner","2019","http://link.springer.com/chapter/10.1007/978-981-13-8260-4_5","Chapter"
"Main Enabling Technologies in Industry 4.0 and Cybersecurity Threats","Cyberspace Safety and Security","","","","10.1007/978-3-030-37352-8_53","Lei ShiXiao ChenSheng WenYang Xiang","2019","http://link.springer.com/chapter/10.1007/978-3-030-37352-8_53","Chapter"
"Knowledge Governance Helps Minimizing the Risks of External Knowledge Transfer","Knowledge Management in Organizations","","","","10.1007/978-3-030-21451-7_33","Reinhard BernsteinerJohannes StrasserChristian PloderStephan SchlöglThomas Dilger","2019","http://link.springer.com/chapter/10.1007/978-3-030-21451-7_33","Chapter"
"Cultivating Environmental Awareness: Modeling Air Quality Data via Augmented Reality Miniature Trees","Augmented Cognition: Intelligent Technologies","","","","10.1007/978-3-319-91470-1_33","Jane ProphetYong Ming KowMark Hurry","2018","http://link.springer.com/chapter/10.1007/978-3-319-91470-1_33","Chapter"
"Collaborative Product Design for Product Customization: An Industrial Case of Fashion Product","Cooperative Design, Visualization, and Engineering","","","","10.1007/978-3-030-60816-3_5","Somlak Wannarumon KielarovaPrapasson Pradujphongphet","2020","http://link.springer.com/chapter/10.1007/978-3-030-60816-3_5","Chapter"
"Generating Consensus: A Framework for Fictional Inquiry in Participatory City Gaming","Serious Games","","","","10.1007/978-3-319-70111-0_12","Hamish BeattieDaniel K. BrownMorten Gjerde","2017","http://link.springer.com/chapter/10.1007/978-3-319-70111-0_12","Chapter"
"SparQs: Visual Analytics for Sparking Creativity in Social Media Exploration","Social Computing and Social Media. Applications and Analytics","","","","10.1007/978-3-319-58562-8_30","Nan-Chen ChenMichael BrooksRafal KocielnikSungsoo (Ray) HongJeff SmithSanny LinZening QuCecilia Aragon","2017","http://link.springer.com/chapter/10.1007/978-3-319-58562-8_30","Chapter"
"Reflecting on Expertise, a Key Factor When Designing for Professional Development in Informal Science Institutions","HCI International 2016 – Posters' Extended Abstracts","","","","10.1007/978-3-319-40548-3_7","Priscilla F. Jimenez PazminoLeilah LyonsBrian SlatteryBenjamin Hunt","2016","http://link.springer.com/chapter/10.1007/978-3-319-40548-3_7","Chapter"
"The Application of Student Participation in the Design of Virtual Reality Educational Products","Design, User Experience, and Usability. Application Domains","","","","10.1007/978-3-030-23538-3_34","Ziyang LiXiandong ChengLimin WangHao HeBin Liang","2019","http://link.springer.com/chapter/10.1007/978-3-030-23538-3_34","Chapter"
"Towards a Human Rights-Based Approach to AI: Case Study of Apprise","Evolving Perspectives on ICTs in Global Souths","","","","10.1007/978-3-030-52014-4_3","Hannah ThinyaneFrancisca Sassetti","2020","http://link.springer.com/chapter/10.1007/978-3-030-52014-4_3","Chapter"
"Participatory Development of an Open Source Broadband Measurement Platform for Public Libraries","Information in Contemporary Society","","","","10.1007/978-3-030-15742-5_27","Colin RhinesmithChris RitzoGeorgia BullenJames WerleAlyson Gamble","2019","http://link.springer.com/chapter/10.1007/978-3-030-15742-5_27","Chapter"
"Stakeholder Relations and Ownership of a Community Wireless Network: The Case of iNethi","Innovations and Interdisciplinary Solutions for Underserved Areas","","","","10.1007/978-3-030-51051-0_13","Jaydon FaraoMonet BurseHafeni MthokoMelissa Densmore","2020","http://link.springer.com/chapter/10.1007/978-3-030-51051-0_13","Chapter"
"Bringing Assistive Technology Innovation and Material Science Together Through Design","Innovation in Medicine and Healthcare Systems, and Multimedia","","","","10.1007/978-981-13-8566-7_30","Louise MoodyNicola YorkGulay OzkanAndrew Cobley","2019","http://link.springer.com/chapter/10.1007/978-981-13-8566-7_30","Chapter"
"A User-Centered Approach to Digital Household Risk Management","HCI International 2020 - Posters","","","","10.1007/978-3-030-50732-9_12","Cristina PaupiniG. Anthony GiannoumisTerje Gjøsæter","2020","http://link.springer.com/chapter/10.1007/978-3-030-50732-9_12","Chapter"
"A Paradigm Shift in Design Driven by AI","Artificial Intelligence in HCI","","","","10.1007/978-3-030-50334-5_11","Qiong WuCun Jun Zhang","2020","http://link.springer.com/chapter/10.1007/978-3-030-50334-5_11","Chapter"
"Design of Feed Mechanism Based on Computer Cooperative Human–Computer Interaction Design Concept","Man-Machine-Environment System Engineering","","","","10.1007/978-981-15-6978-4_57","Zijing Wang","2020","http://link.springer.com/chapter/10.1007/978-981-15-6978-4_57","Chapter"
"Analyzing User Experiences in Incorporated Fictionality","Progress in Artificial Intelligence","","","","10.1007/978-3-030-30244-3_2","Tatsuo NakajimaRisa KimuraFumiko IshizawaMizuki Sakamoto","2019","http://link.springer.com/chapter/10.1007/978-3-030-30244-3_2","Chapter"
"Cultures of Participation in the Healthcare Field: Could a VideoGame-Based Perspective Be Useful?","eHealth 360°","","","","10.1007/978-3-319-49655-9_10","Ines Di Loreto","2017","http://link.springer.com/chapter/10.1007/978-3-319-49655-9_10","Chapter"
"Gamified Participatory Museum Experience for Future Museums","Design, User Experience, and Usability. Application Domains","","","","10.1007/978-3-030-23538-3_15","Hao HeZiyang LiXiandong ChengJianjun Wu","2019","http://link.springer.com/chapter/10.1007/978-3-030-23538-3_15","Chapter"
