Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"THE “NUTS AND BOLTS” OF BEHAVIORAL INTERVENTION DEVELOPMENT: STUDY DESIGNS, METHODS AND FUNDING OPPORTUNITIES","Annals of Behavioral Medicine","","51","1","10.1007/s12160-017-9903-3","","2017","http://link.springer.com/article/10.1007/s12160-017-9903-3","Article"
"Collaborative design model review in the AEC industry","International Journal on Interactive Design and Manufacturing (IJIDeM)","","11","4","10.1007/s12008-016-0301-z","Juan Gonzalo CárcamoHelmuth TrefftzDiego Andrés AcostaLuis Fernando Botero","2017","http://link.springer.com/article/10.1007/s12008-016-0301-z","Article"
"Collaborative design and its evaluation through Kansei engineering approach","Artificial Life and Robotics","","18","3 - 4","10.1007/s10015-013-0123-z","Masatoshi ImaiYoshiro ImaiTetsuo Hattori","2013","http://link.springer.com/article/10.1007/s10015-013-0123-z","Article"
"Dual-process modeling and control method for new product collaborative design based on petri net","Journal of Ambient Intelligence and Humanized Computing","","10","3","10.1007/s12652-018-0904-2","Liang GuoChao Zhang","2019","http://link.springer.com/article/10.1007/s12652-018-0904-2","Article"
"The WALL: participatory design workspace in support of creativity, collaboration, and socialization","AI & SOCIETY","","26","3","10.1007/s00146-010-0307-1","Renate FruchterPetra Bosch-Sijtsema","2011","http://link.springer.com/article/10.1007/s00146-010-0307-1","Article"
"Customer-driven product design and evaluation method for collaborative design environments","Journal of Intelligent Manufacturing","","22","5","10.1007/s10845-009-0334-2","Chen LiuAlejandro Ramirez-SerranoGuofu Yin","2011","http://link.springer.com/article/10.1007/s10845-009-0334-2","Article"
"A reference framework and overall planning of industrial artificial intelligence (I-AI) for new application scenarios","The International Journal of Advanced Manufacturing Technology","","101","9 - 12","10.1007/s00170-018-3106-3","Xianyu ZhangXinguo MingZhiwen LiuDao YinZhihua ChenYuan Chang","2019","http://link.springer.com/article/10.1007/s00170-018-3106-3","Article"
"A qualitative research framework for the design of user-centered displays of explanations for machine learning model predictions in healthcare","BMC Medical Informatics and Decision Making","","20","1","10.1186/s12911-020-01276-x","Amie J. BardaChristopher M. HorvatHarry Hochheiser","2020","http://link.springer.com/article/10.1186/s12911-020-01276-x","Article"
"Abstracts from the 2020 Annual Meeting of the Society of General Internal Medicine","Journal of General Internal Medicine","","35","1","10.1007/s11606-020-05890-3","","2020","http://link.springer.com/article/10.1007/s11606-020-05890-3","Article"
"Proceedings from the 10th Annual Conference on the Science of Dissemination and Implementation","Implementation Science","","13","4","10.1186/s13012-018-0728-7","","2018","http://link.springer.com/article/10.1186/s13012-018-0728-7","Article"
"Aligning AI Optimization to Community Well-Being","International Journal of Community Well-Being","","3","4","10.1007/s42413-020-00086-3","Jonathan Stray","2020","http://link.springer.com/article/10.1007/s42413-020-00086-3","Article"
"Reporting guidelines for clinical trials evaluating artificial intelligence interventions are needed","Nature Medicine","","25","10","10.1038/s41591-019-0603-3","","2019","http://link.springer.com/article/10.1038/s41591-019-0603-3","Article"
"GIS-based groundwater potential mapping using boosted regression tree, classification and regression tree, and random forest machine learning models in Iran","Environmental Monitoring and Assessment","","188","1","10.1007/s10661-015-5049-6","Seyed Amir NaghibiHamid Reza PourghasemiBarnali Dixon","2015","http://link.springer.com/article/10.1007/s10661-015-5049-6","Article"
"Abstracts from the 2019 Annual Meeting of the Society of General Internal Medicine","Journal of General Internal Medicine","","34","2","10.1007/s11606-019-05007-5","","2019","http://link.springer.com/article/10.1007/s11606-019-05007-5","Article"
"The Challenges of Algorithm-Based HR Decision-Making for Personal Integrity","Journal of Business Ethics","","160","2","10.1007/s10551-019-04204-w","Ulrich Leicht-DeobaldThorsten BuschChristoph SchankAntoinette WeibelSimon SchafheitleIsabelle WildhaberGabriel Kasper","2019","http://link.springer.com/article/10.1007/s10551-019-04204-w","Article"
"Effects of personality traits on user trust in human–machine collaborations","Journal on Multimodal User Interfaces","","14","4","10.1007/s12193-020-00329-9","Jianlong ZhouSimon LuoFang Chen","2020","http://link.springer.com/article/10.1007/s12193-020-00329-9","Article"
"Do virtual worlds create better real worlds?","Virtual Reality","","12","3","10.1007/s10055-008-0081-2","Mark P. Mobach","2008","http://link.springer.com/article/10.1007/s10055-008-0081-2","Article"
"Theorizing change in artificial intelligence: inductivising philosophy from economic cognition processes","AI & SOCIETY","","30","2","10.1007/s00146-013-0524-5","Debasis Patnaik","2015","http://link.springer.com/article/10.1007/s00146-013-0524-5","Article"
"Mutual Shaping in the Design of Socially Assistive Robots: A Case Study on Social Robots for Therapy","International Journal of Social Robotics","","12","4","10.1007/s12369-019-00536-9","Katie WinklePraminda Caleb-SollyAilie TurtonPaul Bremner","2020","http://link.springer.com/article/10.1007/s12369-019-00536-9","Article"
"Health—exploring complexity: an interdisciplinary systems approach HEC2016","European Journal of Epidemiology","","31","1","10.1007/s10654-016-0183-1","Eva GrillMartin MüllerUlrich Mansmann","2016","http://link.springer.com/article/10.1007/s10654-016-0183-1","Article"
"Rationale and design of the REgistry of Fast Myocardial Perfusion Imaging with NExt generation SPECT (REFINE SPECT)","Journal of Nuclear Cardiology","","27","3","10.1007/s12350-018-1326-4","Piotr J. Slomka PhDJulian Betancur PhDJoanna X. Liang BAYuka Otaki MDLien-Hsin Hu MDTali Sharir MDSharmila Dorbala MD, MPHMarcelo Di Carli MDMathews B. Fish MDTerrence D. Ruddy MDTimothy M. Bateman MDAndrew J. Einstein MD, PhDPhilipp A. Kaufmann MDEdward J. Miller MD, PhDAlbert J. Sinusas MDPeyman N. Azadani MD","2020","http://link.springer.com/article/10.1007/s12350-018-1326-4","Article"
"Infrastructuring as an Occasion for Resistance: Organized Resistance to Policy-Driven Information Infrastructure Development in the U.S. Healthcare Industry","Computer Supported Cooperative Work (CSCW)","","29","4","10.1007/s10606-020-09375-z","Dan Sholler","2020","http://link.springer.com/article/10.1007/s10606-020-09375-z","Article"
"A review of design intelligence: progress, problems, and challenges","Frontiers of Information Technology & Electronic Engineering","","20","12","10.1631/FITEE.1900398","Yong-chuan TangJiang-jie HuangMeng-ting YaoJia WeiWei LiYong-xing HeZe-jian Li","2019","http://link.springer.com/article/10.1631/FITEE.1900398","Article"
"SMOOTH Robot: Design for a Novel Modular Welfare Robot","Journal of Intelligent & Robotic Systems","","98","1","10.1007/s10846-019-01104-z","William K. JuelFrederik HaarslevEduardo R. RamírezEmanuela MarchettiKerstin FischerDanish ShaikhPoramate ManoonpongChristian HauchLeon BodenhagenNorbert Krüger","2020","http://link.springer.com/article/10.1007/s10846-019-01104-z","Article"
"Scientometric analysis of scientific publications in CSCW","Scientometrics","","114","1","10.1007/s11192-017-2562-0","António CorreiaHugo ParedesBenjamim Fonseca","2018","http://link.springer.com/article/10.1007/s11192-017-2562-0","Article"
"Towards Responsible and Sustainable Supply Chains – Innovation, Multi-stakeholder Approach and Governance","Philosophy of Management","","19","3","10.1007/s40926-019-00114-z","Agata Gurzawska","2020","http://link.springer.com/article/10.1007/s40926-019-00114-z","Article"
"Reference architecture of common service platform for Industrial Big Data (I-BD) based on multi-party co-construction","The International Journal of Advanced Manufacturing Technology","","105","5 - 6","10.1007/s00170-019-04374-x","Xianyu ZhangXinguo MingDao Yin","2019","http://link.springer.com/article/10.1007/s00170-019-04374-x","Article"
"25th Annual Conference of the International Society for Quality of Life Research","Quality of Life Research","","27","1","10.1007/s11136-018-1946-9","","2018","http://link.springer.com/article/10.1007/s11136-018-1946-9","Article"
"18th ISoP Annual Meeting “Pharmacovigilance without borders” Geneva, Switzerland, 11–14 November, 2018","Drug Safety","","41","11","10.1007/s40264-018-0719-2","","2018","http://link.springer.com/article/10.1007/s40264-018-0719-2","Article"
"COVID-Net: a tailored deep convolutional neural network design for detection of COVID-19 cases from chest X-ray images","Scientific Reports","","10","1","10.1038/s41598-020-76550-z","Linda WangZhong Qiu LinAlexander Wong","2020","http://link.springer.com/article/10.1038/s41598-020-76550-z","Article"
"A “learning paradox” in maritime spatial planning","Maritime Studies","","19","3","10.1007/s40152-020-00169-z","Xander KeijserHilde ToonenJan van Tatenhove","2020","http://link.springer.com/article/10.1007/s40152-020-00169-z","Article"
"A conceptual framework for multi-regional climate change assessments for international market systems with long-term investments","Climatic Change","","103","3 - 4","10.1007/s10584-009-9781-1","Julie A. WinklerSuzanne ThornsburyMarco ArtaviaFrank-M. ChmielewskiDieter KirschkeSangjun LeeMalgorzata LiszewskaScott LoveridgePang-Ning TanSharon ZhongJeffrey A. AndresenJ. Roy BlackRobert KurlusDenys NizalovNicole OlynkZbigniew Ustrnul","2010","http://link.springer.com/article/10.1007/s10584-009-9781-1","Article"
"Business and the Ethical Implications of Technology: Introduction to the Symposium","Journal of Business Ethics","","160","2","10.1007/s10551-019-04213-9","Kirsten MartinKatie ShiltonJeffery Smith","2019","http://link.springer.com/article/10.1007/s10551-019-04213-9","Article"
"Engineering sustainable mHealth: the role of Action Research","AI & SOCIETY","","32","3","10.1007/s00146-015-0640-5","Ulf GerhardtRüdiger BreitschwerdtOliver Thomas","2017","http://link.springer.com/article/10.1007/s00146-015-0640-5","Article"
"An intelligent framework for modelling and simulation of artificial neural networks (ANNs) based on augmented reality","The International Journal of Advanced Manufacturing Technology","","111","5 - 6","10.1007/s00170-020-06192-y","D. MourtzisJ. Angelopoulos","2020","http://link.springer.com/article/10.1007/s00170-020-06192-y","Article"
"SCIENTIFIC ABSTRACTS","Journal of General Internal Medicine","","33","2","10.1007/s11606-018-4413-y","","2018","http://link.springer.com/article/10.1007/s11606-018-4413-y","Article"
"Data mining in manufacturing: a review based on the kind of knowledge","Journal of Intelligent Manufacturing","","20","5","10.1007/s10845-008-0145-x","A. K. ChoudharyJ. A. HardingM. K. Tiwari","2009","http://link.springer.com/article/10.1007/s10845-008-0145-x","Article"
"Emergency design framework: a satellite preliminary scheme design","Frontiers of Mechanical Engineering in China","","2","2","10.1007/s11465-007-0031-9","Hongfei TengYishou WangBao Zhang","2007","http://link.springer.com/article/10.1007/s11465-007-0031-9","Article"
"Collaborative robust optimization under uncertainty based on generalized dynamic constraints network","Structural and Multidisciplinary Optimization","","38","2","10.1007/s00158-008-0271-2","W. M. WangY. H. PengJ. HuZ. M. Cao","2009","http://link.springer.com/article/10.1007/s00158-008-0271-2","Article"
"Abstracts","Annals of Behavioral Medicine","","49","1","10.1007/s12160-015-9688-1","","2015","http://link.springer.com/article/10.1007/s12160-015-9688-1","Article"
"Pathways to Corporate Accountability: Corporate Reputation and Its Alternatives","Journal of Business Ethics","","163","2","10.1007/s10551-019-04228-2","Craig E. CarrollRowena Olegario","2020","http://link.springer.com/article/10.1007/s10551-019-04228-2","Article"
"The Ugly Truth About Ourselves and Our Robot Creations: The Problem of Bias and Social Inequity","Science and Engineering Ethics","","24","5","10.1007/s11948-017-9975-2","Ayanna HowardJason Borenstein","2018","http://link.springer.com/article/10.1007/s11948-017-9975-2","Article"
"Big Data Analytics: A Review on Theoretical Contributions and Tools Used in Literature","Global Journal of Flexible Systems Management","","18","3","10.1007/s40171-017-0159-3","Purva GroverArpan Kumar Kar","2017","http://link.springer.com/article/10.1007/s40171-017-0159-3","Article"
"Use of Digital Mental Health for Marginalized and Underserved Populations","Current Treatment Options in Psychiatry","","6","3","10.1007/s40501-019-00181-z","Stephen M. Schueller PhDJohn F. Hunter PhDCaroline Figueroa MD, PhDAdrian Aguilera PhD","2019","http://link.springer.com/article/10.1007/s40501-019-00181-z","Article"
"CAVE for collaborative patient room design: analysis with end-user opinion contrasting method","Virtual Reality","","14","3","10.1007/s10055-009-0138-x","Mikael WahlströmMiika AittalaHelinä KotilainenTiina Yli-KarhuJanne PorkkaEsa Nykänen","2010","http://link.springer.com/article/10.1007/s10055-009-0138-x","Article"
"From What to How: An Initial Review of Publicly Available AI Ethics Tools, Methods and Research to Translate Principles into Practices","Science and Engineering Ethics","","26","4","10.1007/s11948-019-00165-5","Jessica MorleyLuciano FloridiLibby KinseyAnat Elhalal","2020","http://link.springer.com/article/10.1007/s11948-019-00165-5","Article"
"Knowledge-based platform for collaborative innovation development of products","Journal of Shanghai University (English Edition)","","9","1","10.1007/s11741-005-0107-x","Li-min LiWen-xian TangMing-lun FangYan-qi Yang","2005","http://link.springer.com/article/10.1007/s11741-005-0107-x","Article"
"Beyond ‘smart-only’ cities: redefining the ‘smart-everything’ paradigm","Journal of Ambient Intelligence and Humanized Computing","","10","2","10.1007/s12652-018-0824-1","Norbert Streitz","2019","http://link.springer.com/article/10.1007/s12652-018-0824-1","Article"
"Older adults and hackathons: a qualitative study","Empirical Software Engineering","","23","4","10.1007/s10664-017-9565-6","Wiesław KopećBartłomiej BalcerzakRadosław NielekGrzegorz KowalikAdam WierzbickiFabio Casati","2018","http://link.springer.com/article/10.1007/s10664-017-9565-6","Article"
"Six Transformations to achieve the Sustainable Development Goals","Nature Sustainability","","2","9","10.1038/s41893-019-0352-9","Jeffrey D. SachsGuido Schmidt-TraubMariana MazzucatoDirk MessnerNebojsa NakicenovicJohan Rockström","2019","http://link.springer.com/article/10.1038/s41893-019-0352-9","Article"
"Success factors for serious games to enhance learning: a systematic review","Virtual Reality","","21","1","10.1007/s10055-016-0298-4","Werner Siegfried RavyseA. Seugnet BlignautVerona LeendertzAlex Woolner","2017","http://link.springer.com/article/10.1007/s10055-016-0298-4","Article"
"Abstracts","Annals of Behavioral Medicine","","50","1","10.1007/s12160-015-9766-4","","2016","http://link.springer.com/article/10.1007/s12160-015-9766-4","Article"
"Development of control mechanisms to support coherency of product model during cooperative design process","Journal of Intelligent Manufacturing","","21","4","10.1007/s10845-009-0237-2","Mohsen SadeghiFrédéric NoelKhaled Hadj-Hamou","2010","http://link.springer.com/article/10.1007/s10845-009-0237-2","Article"
"Barriers and Recommendations for Developing a Data Commons for the Implementation and Application of Cardiovascular Disease and Diabetes Risk Scoring in the Philippines","Current Epidemiology Reports","","7","2","10.1007/s40471-020-00232-7","Gerard G. DumancasRomulo de CastroJonel P. SaludesBridith S. PeñarandaGhalib A. BelloFelix Ray P. VillaBea Nestie Angeli L. VillarealWebster F. PadernalTeila Matilda A. PosecionMa. Luz Vicenta V. GuanzonJulius M. DrilonJaime C. Montoya","2020","http://link.springer.com/article/10.1007/s40471-020-00232-7","Article"
"An empirical study of architecting for continuous delivery and deployment","Empirical Software Engineering","","24","3","10.1007/s10664-018-9651-4","Mojtaba ShahinMansooreh ZahediMuhammad Ali BabarLiming Zhu","2019","http://link.springer.com/article/10.1007/s10664-018-9651-4","Article"
"Intelligent construction technology of railway engineering in China","Frontiers of Engineering Management","","6","4","10.1007/s42524-019-0073-9","Chunfang LuJunfei LiuYanhong LiuYuming Liu","2019","http://link.springer.com/article/10.1007/s42524-019-0073-9","Article"
"Don’t go in there! using the APEX framework in the design of ambient assisted living systems","Journal of Ambient Intelligence and Humanized Computing","","8","4","10.1007/s12652-016-0444-6","José C. CamposTiago AbadeJosé Luís SilvaMichael D. Harrison","2017","http://link.springer.com/article/10.1007/s12652-016-0444-6","Article"
"Commentary: Establishing Scientific Rigor and Excellence in Implementation Science Training to Improve the Deployment of Evidence-Based Mental Health Services","Administration and Policy in Mental Health and Mental Health Services Research","","47","2","10.1007/s10488-020-01014-5","Denise Pintello","2020","http://link.springer.com/article/10.1007/s10488-020-01014-5","Article"
"A study on the optimal route design considering time of mobile robot using recurrent neural network and reinforcement learning","Journal of Mechanical Science and Technology","","32","10","10.1007/s12206-018-0941-y","Min Hyuk WooSoo-Hong LeeHye Min Cha","2018","http://link.springer.com/article/10.1007/s12206-018-0941-y","Article"
"Exploring Semantic Web technologies for ontology-based modeling in collaborative engineering design","The International Journal of Advanced Manufacturing Technology","","36","9 - 10","10.1007/s00170-006-0896-5","W. Y. ZhangJ. W. Yin","2008","http://link.springer.com/article/10.1007/s00170-006-0896-5","Article"
"Known and unknown requirements in healthcare","Requirements Engineering","","25","1","10.1007/s00766-018-0301-6","Alistair SutcliffePete SawyerGemma StringerSamuel CouthLaura J. E. BrownAnn GledsonChristopher BullPaul RaysonJohn KeaneXiao-jun ZengIracema Leroi","2020","http://link.springer.com/article/10.1007/s00766-018-0301-6","Article"
"Citizen Science: An Information Quality Research Frontier","Information Systems Frontiers","","22","4","10.1007/s10796-019-09915-z","Roman LukyanenkoAndrea WigginsHolly K. Rosser","2020","http://link.springer.com/article/10.1007/s10796-019-09915-z","Article"
"Designing interfaces for explicit preference elicitation: a user-centered investigation of preference representation and elicitation process","User Modeling and User-Adapted Interaction","","22","4 - 5","10.1007/s11257-011-9116-6","Alina PommeranzJoost BroekensPascal WiggersWillem-Paul BrinkmanCatholijn M. Jonker","2012","http://link.springer.com/article/10.1007/s11257-011-9116-6","Article"
"Reviving community networks: hyperlocality and suprathresholding in Web 2.0 designs","Personal and Ubiquitous Computing","","19","2","10.1007/s00779-014-0831-y","John M. CarrollBlaine HoffmanKyungsik HanMary Beth Rosson","2015","http://link.springer.com/article/10.1007/s00779-014-0831-y","Article"
"ESICM LIVES 2017","Intensive Care Medicine Experimental","","5","2","10.1186/s40635-017-0151-4","","2017","http://link.springer.com/article/10.1186/s40635-017-0151-4","Article"
"Abstracts from the 7th International Jerusalem Conference on Health Policy","Israel Journal of Health Policy Research","","8","1","10.1186/s13584-019-0336-2","","2019","http://link.springer.com/article/10.1186/s13584-019-0336-2","Article"
"Aligning Innovation and Ethics: an Approach to Responsible Innovation Based on Preference Learning","Philosophy of Management","","19","3","10.1007/s40926-019-00120-1","Johann Jakob HäußermannFabian Schroth","2020","http://link.springer.com/article/10.1007/s40926-019-00120-1","Article"
"Collaborative manufacturing of aircraft structural parts based on machining features and software agents","The International Journal of Advanced Manufacturing Technology","","87","5 - 8","10.1007/s00170-013-4976-z","Wangwei ChuYingguang LiChangqing LiuWenping MouLimin Tang","2016","http://link.springer.com/article/10.1007/s00170-013-4976-z","Article"
"Editorial for EAIT issue 5, 2020","Education and Information Technologies","","25","5","10.1007/s10639-020-10301-5","Arthur Tatnall","2020","http://link.springer.com/article/10.1007/s10639-020-10301-5","Article"
"Exploring University Students’ Preferences for Educational Robot Design by Means of a User-Centered Design Approach","International Journal of Social Robotics","","12","1","10.1007/s12369-019-00554-7","Natalia Reich-StiebertFriederike EysselCharlotte Hohnemann","2020","http://link.springer.com/article/10.1007/s12369-019-00554-7","Article"
"Gathering Expert Opinions for Social Robots’ Ethical, Legal, and Societal Concerns: Findings from Four International Workshops","International Journal of Social Robotics","","12","2","10.1007/s12369-019-00605-z","Eduard Fosch-VillarongaChristoph LutzAurelia Tamò-Larrieux","2020","http://link.springer.com/article/10.1007/s12369-019-00605-z","Article"
"A literature review of the history and evolution of corporate social responsibility","International Journal of Corporate Social Responsibility","","4","1","10.1186/s40991-018-0039-y","Mauricio Andrés Latapí AgudeloLára JóhannsdóttirBrynhildur Davídsdóttir","2019","http://link.springer.com/article/10.1186/s40991-018-0039-y","Article"
"Ethics parallel research: an approach for (early) ethical guidance of biomedical innovation","BMC Medical Ethics","","21","1","10.1186/s12910-020-00524-z","Karin R. JongsmaAnnelien L. Bredenoord","2020","http://link.springer.com/article/10.1186/s12910-020-00524-z","Article"
"Synchronous communication in PLM environments using annotated CAD models","Journal of Systems Science and Systems Engineering","","25","2","10.1007/s11518-016-5305-5","Jorge D. CambaManuel ConteroGustavo Salvador-HerranzRaquel Plumed","2016","http://link.springer.com/article/10.1007/s11518-016-5305-5","Article"
"Non-speech voice for sonic interaction: a catalogue","Journal on Multimodal User Interfaces","","11","1","10.1007/s12193-016-0227-6","Alan Del PiccoloDavide Rocchesso","2017","http://link.springer.com/article/10.1007/s12193-016-0227-6","Article"
"Toward clinical digital phenotyping: a timely opportunity to consider purpose, quality, and safety","npj Digital Medicine","","2","1","10.1038/s41746-019-0166-1","Kit HuckvaleSvetha VenkateshHelen Christensen","2019","http://link.springer.com/article/10.1038/s41746-019-0166-1","Article"
"Smart technology applications in the woody biomass supply chain: interview insights and potential in Japan","Sustainability Science","","15","5","10.1007/s11625-019-00728-2","Amanda AhlMika GotoMasaru Yarime","2020","http://link.springer.com/article/10.1007/s11625-019-00728-2","Article"
"Layered evaluation of interactive adaptive systems: framework and formative methods","User Modeling and User-Adapted Interaction","","20","5","10.1007/s11257-010-9082-4","Alexandros ParamythisStephan WeibelzahlJudith Masthoff","2010","http://link.springer.com/article/10.1007/s11257-010-9082-4","Article"
"Abstracts from the 2016 Society of General Internal Medicine Annual Meeting","Journal of General Internal Medicine","","31","2","10.1007/s11606-016-3657-7","","2016","http://link.springer.com/article/10.1007/s11606-016-3657-7","Article"
"Abstracts 2014","Annals of Behavioral Medicine","","47","1","10.1007/s12160-014-9596-9","","2014","http://link.springer.com/article/10.1007/s12160-014-9596-9","Article"
"Facebook: a new tool for collecting health data?","Multimedia Tools and Applications","","76","8","10.1007/s11042-015-3190-4","Maria Claudia BuzziMarina BuzziDaniele FranchiDavide GazzèGiorgio IervasiAndrea MarchettiAlessandro PingitoreMaurizio Tesconi","2017","http://link.springer.com/article/10.1007/s11042-015-3190-4","Article"
"Key Crowdsourcing Technologies for Product Design and Development","International Journal of Automation and Computing","","16","1","10.1007/s11633-018-1138-7","Xiao-Jing NiuSheng-Feng QinJohn VinesRose WongHui Lu","2019","http://link.springer.com/article/10.1007/s11633-018-1138-7","Article"
"CCDSF: A Computational Creative Design Systems Framework","New Generation Computing","","38","4","10.1007/s00354-020-00109-9","Jesús Pérez-RomeroWendy Aguilar","2020","http://link.springer.com/article/10.1007/s00354-020-00109-9","Article"
"Can Merging a Capability Approach with Effectual Processes Help Us Define a Permissible Action Range for AI Robotics Entrepreneurship?","Philosophy of Management","","17","1","10.1007/s40926-017-0059-9","Yuko KamishimaBart GremmenHikari Akizawa","2018","http://link.springer.com/article/10.1007/s40926-017-0059-9","Article"
"EA-Analyzer: automating conflict detection in a large set of textual aspect-oriented requirements","Automated Software Engineering","","20","1","10.1007/s10515-012-0106-7","Alberto SardinhaRuzanna ChitchyanNathan WestonPhil GreenwoodAwais Rashid","2013","http://link.springer.com/article/10.1007/s10515-012-0106-7","Article"
"Poster Session I","Neuropsychopharmacology","","38","2","10.1038/npp.2013.279","","2013","http://link.springer.com/article/10.1038/npp.2013.279","Article"
"Management der Interaktionsqualität in industriellen Dienstleistungsnetzwerken — Ein Service-Analytics-Ansatz für die Störungsbearbeitung","Schmalenbachs Zeitschrift für betriebswirtschaftliche Forschung","","67","69","10.1007/BF03372939","Prof. Dr. Gerhard SatzgerDipl.-Inform. Wirt. Peter Hottum","2015","http://link.springer.com/article/10.1007/BF03372939","Article"
"An agent-based approach to knowledge management in distributed design","Journal of Intelligent Manufacturing","","17","6","10.1007/s10845-006-0042-0","O. ChiraC. ChiraT. RocheD. TormeyA. Brennan","2006","http://link.springer.com/article/10.1007/s10845-006-0042-0","Article"
"User-centered gesture development in TV viewing environment","Multimedia Tools and Applications","","75","2","10.1007/s11042-014-2323-5","Huiyue WuJianmin WangXiaolong (Luke) Zhang","2016","http://link.springer.com/article/10.1007/s11042-014-2323-5","Article"
"Data science in educational assessment","Education and Information Technologies","","20","4","10.1007/s10639-015-9411-7","David C. GibsonMary E. Webb","2015","http://link.springer.com/article/10.1007/s10639-015-9411-7","Article"
