Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Digital Human Modeling and Applications in Health, Safety, Ergonomics and Risk Management","Lecture Notes in Computer Science","","","","10.1007/978-3-031-35748-0","Vincent G. Duffy","2023","http://link.springer.com/book/10.1007/978-3-031-35748-0","Book"
"Design Computing and Cognition’22","","","","","10.1007/978-3-031-20418-0","John S Gero","2023","http://link.springer.com/book/10.1007/978-3-031-20418-0","Book"
"Learning in the Age of Digital and Green Transition","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-26876-2","Michael E. AuerWolfgang PachatzTiia Rüütmann","2023","http://link.springer.com/book/10.1007/978-3-031-26876-2","Book"
"ICT Infrastructure and Computing","Lecture Notes in Networks and Systems","","","","10.1007/978-981-19-5331-6","Milan TubaShyam AkasheAmit Joshi","2023","http://link.springer.com/book/10.1007/978-981-19-5331-6","Book"
"Design, User Experience, and Usability","Lecture Notes in Computer Science","","","","10.1007/978-3-031-35705-3","Aaron MarcusElizabeth RosenzweigMarcelo M. Soares","2023","http://link.springer.com/book/10.1007/978-3-031-35705-3","Book"
"Human-Computer Interaction – INTERACT 2023","Lecture Notes in Computer Science","","","","10.1007/978-3-031-42286-7","José Abdelnour NoceraMarta Kristín LárusdóttirHelen PetrieAntonio PiccinnoMarco Winckler","2023","http://link.springer.com/book/10.1007/978-3-031-42286-7","Book"
"Technological Imagination in the Green and Digital Transition","The Urban Book Series","","","","10.1007/978-3-031-29515-7","Eugenio ArbizzaniEliana CangelliCarola ClementeFabrizio CumoFrancesca GiofrèAnna Maria GiovenaleMassimo PalmeSpartaco Paris","2023","http://link.springer.com/book/10.1007/978-3-031-29515-7","Book"
"Creative Approaches to Technology-Enhanced Learning for the Workplace and Higher Education","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-41637-8","David GuralnickMichael E. AuerAntonella Poce","2023","http://link.springer.com/book/10.1007/978-3-031-41637-8","Book"
"Systems, Software and Services Process Improvement","Communications in Computer and Information Science","","","","10.1007/978-3-031-42307-9","Murat YilmazPaul ClarkeAndreas RielRichard Messnarz","2023","http://link.springer.com/book/10.1007/978-3-031-42307-9","Book"
"Intelligent Sustainable Systems","Lecture Notes in Networks and Systems","","","","10.1007/978-981-19-7663-6","Atulya K. NagarDharm Singh JatDurgesh Kumar MishraAmit Joshi","2023","http://link.springer.com/book/10.1007/978-981-19-7663-6","Book"
"Proceedings of the International Conference on Ubiquitous Computing & Ambient Intelligence (UCAmI 2022)","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-21333-5","José BravoSergio OchoaJesús Favela","2023","http://link.springer.com/book/10.1007/978-3-031-21333-5","Book"
"Proceedings of the 27th International Symposium on Advancement of Construction Management and Real Estate","Lecture Notes in Operations Research","","","","10.1007/978-981-99-3626-7","Jing LiWeisheng LuYi PengHongping YuanDaikun Wang","2023","http://link.springer.com/book/10.1007/978-981-99-3626-7","Book"
"Advances in Information and Communication","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-28073-3","Kohei Arai","2023","http://link.springer.com/book/10.1007/978-3-031-28073-3","Book"
"Augmented Intelligence and Intelligent Tutoring Systems","Lecture Notes in Computer Science","","","","10.1007/978-3-031-32883-1","Claude FrassonPhivos MylonasChristos Troussas","2023","http://link.springer.com/book/10.1007/978-3-031-32883-1","Book"
"Intelligent Systems Design and Applications","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-35510-3","Ajith AbrahamSabri PllanaGabriella CasalinoKun MaAnu Bajaj","2023","http://link.springer.com/book/10.1007/978-3-031-35510-3","Book"
"Proceedings of the Future Technologies Conference (FTC) 2023, Volume 2","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-47451-4","Kohei Arai","2023","http://link.springer.com/book/10.1007/978-3-031-47451-4","Book"
"Explore Business, Technology Opportunities and Challenges ‎After the Covid-19 Pandemic","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-08954-1","Assist. Prof. Bahaaeddin AlareeniProf. Dr. Allam Hamdan","2023","http://link.springer.com/book/10.1007/978-3-031-08954-1","Book"
"New Trends in Database and Information Systems","Communications in Computer and Information Science","","","","10.1007/978-3-031-42941-5","Alberto AbellóPanos VassiliadisOscar RomeroRobert WrembelFrancesca BugiottiJohann GamperGenoveva Vargas SolarEster Zumpano","2023","http://link.springer.com/book/10.1007/978-3-031-42941-5","Book"
"Advances in Production Management Systems. Production Management Systems for Responsible Manufacturing, Service, and Logistics Futures","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-031-43666-6","Erlend AlfnesAnita RomsdalJan Ola StrandhagenGregor von CieminskiDavid Romero","2023","http://link.springer.com/book/10.1007/978-3-031-43666-6","Book"
"Cooperative Design, Visualization, and Engineering","Lecture Notes in Computer Science","","","","10.1007/978-3-031-43815-8","Yuhua Luo","2023","http://link.springer.com/book/10.1007/978-3-031-43815-8","Book"
"Hybrid Intelligence","Computational Design and Robotic Fabrication","","","","10.1007/978-981-19-8637-6","Philip F. YuanHua ChaiChao YanKeke LiTongyue Sun","2023","http://link.springer.com/book/10.1007/978-981-19-8637-6","Book"
"Design, User Experience, and Usability","Lecture Notes in Computer Science","","","","10.1007/978-3-031-35699-5","Aaron MarcusElizabeth RosenzweigMarcelo M. Soares","2023","http://link.springer.com/book/10.1007/978-3-031-35699-5","Book"
"Distributed, Ambient and Pervasive Interactions","Lecture Notes in Computer Science","","","","10.1007/978-3-031-34668-2","Norbert A. StreitzShin'ichi Konomi","2023","http://link.springer.com/book/10.1007/978-3-031-34668-2","Book"
"Computational Science and Its Applications – ICCSA 2023 Workshops","Lecture Notes in Computer Science","","","","10.1007/978-3-031-37114-1","Osvaldo GervasiBeniamino MurganteAna Maria A. C. RochaChiara GarauFrancesco ScorzaYeliz KaracaCarmelo M. Torre","2023","http://link.springer.com/book/10.1007/978-3-031-37114-1","Book"
"Towards Radical Regeneration","","","","","10.1007/978-3-031-13249-0","Christoph GengnagelOlivier BaverelGiovanni BettiMariana PopescuMette Ramsgaard ThomsenJan Wurm","2023","http://link.springer.com/book/10.1007/978-3-031-13249-0","Book"
"Methodologies and Intelligent Systems for Technology Enhanced Learning, Workshops - 13th International Conference","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-42134-1","Zuzana KubincováFederica CarusoTae-eun KimMalinka IvanovaLoreto LanciaMaria Angela Pellegrino","2023","http://link.springer.com/book/10.1007/978-3-031-42134-1","Book"
"HCI in Games","Lecture Notes in Computer Science","","","","10.1007/978-3-031-35930-9","Xiaowen Fang","2023","http://link.springer.com/book/10.1007/978-3-031-35930-9","Book"
"Proceedings of the 8th International Conference on Advanced Intelligent Systems and Informatics 2022","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-3-031-20601-6","Aboul Ella HassanienVáclav SnášelMincong TangTien-Wen SungKuo-Chi Chang","2023","http://link.springer.com/book/10.1007/978-3-031-20601-6","Book"
"Digital Transformation in Industry","Lecture Notes in Information Systems and Organisation","","","","10.1007/978-3-031-30351-7","Vikas KumarGrigorios L. KyriakopoulosVictoria AkberdinaEvgeny Kuzmin","2023","http://link.springer.com/book/10.1007/978-3-031-30351-7","Book"
"Proceedings of the 2023 International Conference on Advances in Computing Research (ACR’23)","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-33743-7","Kevin DaimiAbeer Al Sadoon","2023","http://link.springer.com/book/10.1007/978-3-031-33743-7","Book"
"Cutting-Edge Business Technologies in the Big Data Era","Studies in Big Data","","","","10.1007/978-3-031-42455-7","Saad G. Yaseen","2023","http://link.springer.com/book/10.1007/978-3-031-42455-7","Book"
"Information and Communication Technologies for Ageing Well and e-Health","Communications in Computer and Information Science","","","","10.1007/978-3-031-37496-8","Leszek A. MaciaszekMaurice D. MulvennaMartina Ziefle","2023","http://link.springer.com/book/10.1007/978-3-031-37496-8","Book"
"Hybrid Intelligent Systems","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-27409-1","Ajith AbrahamTzung-Pei HongKetan KotechaKun MaPooja Manghirmalani MishraNiketa Gandhi","2023","http://link.springer.com/book/10.1007/978-3-031-27409-1","Book"
"Intelligent Computing","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-37963-5","Kohei Arai","2023","http://link.springer.com/book/10.1007/978-3-031-37963-5","Book"
"Intelligent Sustainable Systems","Lecture Notes in Networks and Systems","","","","10.1007/978-981-19-7660-5","Atulya K. NagarDharm Singh JatDurgesh Kumar MishraAmit Joshi","2023","http://link.springer.com/book/10.1007/978-981-19-7660-5","Book"
"Human-Computer Interaction – INTERACT 2023","Lecture Notes in Computer Science","","","","10.1007/978-3-031-42280-5","José Abdelnour NoceraMarta Kristín LárusdóttirHelen PetrieAntonio PiccinnoMarco Winckler","2023","http://link.springer.com/book/10.1007/978-3-031-42280-5","Book"
"Product Lifecycle Management. PLM in Transition Times: The Place of Humans and Transformative Technologies","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-031-25182-5","Frédéric NoëlFelix NyffeneggerLouis RivestAbdelaziz Bouras","2023","http://link.springer.com/book/10.1007/978-3-031-25182-5","Book"
"Computational Science and Its Applications – ICCSA 2023 Workshops","Lecture Notes in Computer Science","","","","10.1007/978-3-031-37117-2","Osvaldo GervasiBeniamino MurganteAna Maria A. C. RochaChiara GarauFrancesco ScorzaYeliz KaracaCarmelo M. Torre","2023","http://link.springer.com/book/10.1007/978-3-031-37117-2","Book"
"ICT Systems and Sustainability","Lecture Notes in Networks and Systems","","","","10.1007/978-981-19-5221-0","Milan TubaShyam AkasheAmit Joshi","2023","http://link.springer.com/book/10.1007/978-981-19-5221-0","Book"
"Advances in Production Management Systems. Production Management Systems for Responsible Manufacturing, Service, and Logistics Futures","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-031-43688-8","Erlend AlfnesAnita RomsdalJan Ola StrandhagenGregor von CieminskiDavid Romero","2023","http://link.springer.com/book/10.1007/978-3-031-43688-8","Book"
"Design for Resilient Communities","Sustainable Development Goals Series","","","","10.1007/978-3-031-36640-6","Anna RubboJuan DuMette Ramsgaard ThomsenMartin Tamke","2023","http://link.springer.com/book/10.1007/978-3-031-36640-6","Book"
"Trends on Construction in the Digital Era","Lecture Notes in Civil Engineering","","","","10.1007/978-3-031-20241-4","António Gomes CorreiaMiguel AzenhaPaulo J. S. CruzPaulo NovaisPaulo Pereira","2023","http://link.springer.com/book/10.1007/978-3-031-20241-4","Book"
"Towards a Collaborative Society Through Creative Learning","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-031-43393-1","Therese KeaneCathy LewinTorsten BrindaRosa Bottino","2023","http://link.springer.com/book/10.1007/978-3-031-43393-1","Book"
"Human Aspects of IT for the Aged Population","Lecture Notes in Computer Science","","","","10.1007/978-3-031-34917-1","Qin GaoJia Zhou","2023","http://link.springer.com/book/10.1007/978-3-031-34917-1","Book"
"Process Mining Workshops","Lecture Notes in Business Information Processing","","","","10.1007/978-3-031-27815-0","Marco MontaliArik SenderovichMatthias Weidlich","2023","http://link.springer.com/book/10.1007/978-3-031-27815-0","Book"
"Proceedings of the International Field Exploration and Development Conference 2022","Springer Series in Geomechanics and Geoengineering","","","","10.1007/978-981-99-1964-2","Jia’en Lin","2023","http://link.springer.com/book/10.1007/978-981-99-1964-2","Book"
"End-User Development","Lecture Notes in Computer Science","","","","10.1007/978-3-031-34433-6","Lucio Davide SpanoAlbrecht SchmidtCarmen SantoroSimone Stumpf","2023","http://link.springer.com/book/10.1007/978-3-031-34433-6","Book"
"Applied Artificial Intelligence: Medicine, Biology, Chemistry, Financial, Games, Engineering","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-29717-5","Nenad Filipovic","2023","http://link.springer.com/book/10.1007/978-3-031-29717-5","Book"
"Research and Innovation Forum 2022","Springer Proceedings in Complexity","","","","10.1007/978-3-031-19560-0","Anna VisviziOrlando TroisiMara Grimaldi","2023","http://link.springer.com/book/10.1007/978-3-031-19560-0","Book"
"Advanced Communication and Intelligent Systems","Communications in Computer and Information Science","","","","10.1007/978-3-031-45124-9","Rabindra Nath ShawMarcin PaprzyckiAnkush Ghosh","2023","http://link.springer.com/book/10.1007/978-3-031-45124-9","Book"
"Proceedings of International Conference on Information Technology and Applications","Lecture Notes in Networks and Systems","","","","10.1007/978-981-19-9331-2","Sajid AnwarAbrar UllahÁlvaro RochaMaria José Sousa","2023","http://link.springer.com/book/10.1007/978-981-19-9331-2","Book"
"International Conference on Innovative Computing and Communications","Lecture Notes in Networks and Systems","","","","10.1007/978-981-99-4071-4","Aboul Ella HassanienOscar CastilloSameer AnandAjay Jaiswal","2024","http://link.springer.com/book/10.1007/978-981-99-4071-4","Book"
"Project Management in the Digital Transformation Era","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-34629-3","Sergey BushuyevRonggui DingMladen Radujkovic","2023","http://link.springer.com/book/10.1007/978-3-031-34629-3","Book"
"International Conference on Advanced Intelligent Systems for Sustainable Development","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-26384-2","Janusz KacprzykMostafa EzziyyaniValentina Emilia Balas","2023","http://link.springer.com/book/10.1007/978-3-031-26384-2","Book"
"Frontier Computing","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-99-1428-9","Jason C. HungNeil Y. YenJia-Wei Chang","2023","http://link.springer.com/book/10.1007/978-981-99-1428-9","Book"
"Towards new e-Infrastructure and e-Services for Developing Countries","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-031-34896-9","Rashid A. SaeedAbubakar D. BakariYahya Hamad Sheikh","2023","http://link.springer.com/book/10.1007/978-3-031-34896-9","Book"
"Advances in Information Technology in Civil and Building Engineering","Lecture Notes in Civil Engineering","","","","10.1007/978-3-031-35399-4","Sebastian SkatullaHans Beushausen","2024","http://link.springer.com/book/10.1007/978-3-031-35399-4","Book"
"Proceedings of the Future Technologies Conference (FTC) 2022, Volume 3","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-18344-7","Kohei Arai","2023","http://link.springer.com/book/10.1007/978-3-031-18344-7","Book"
"Advances in Intelligent Manufacturing and Service System Informatics","Lecture Notes in Mechanical Engineering","","","","10.1007/978-981-99-6062-0","Zekâi ŞenÖzer UygunCaner Erden","2024","http://link.springer.com/book/10.1007/978-981-99-6062-0","Book"
"Flexible Automation and Intelligent Manufacturing: Establishing Bridges for More Sustainable Manufacturing Systems","Lecture Notes in Mechanical Engineering","","","","10.1007/978-3-031-38241-3","Francisco J. G. SilvaAntónio B. PereiraRaul D. S. G. Campilho","2024","http://link.springer.com/book/10.1007/978-3-031-38241-3","Book"
"Requirements Engineering: Foundation for Software Quality","Lecture Notes in Computer Science","","","","10.1007/978-3-031-29786-1","Alessio FerrariBirgit Penzenstadler","2023","http://link.springer.com/book/10.1007/978-3-031-29786-1","Book"
"Proceedings of the Future Technologies Conference (FTC) 2023, Volume 1","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-47454-5","Kohei Arai","2023","http://link.springer.com/book/10.1007/978-3-031-47454-5","Book"
"Recent Developments in Geotechnics and Structural Engineering","Lecture Notes in Civil Engineering","","","","10.1007/978-981-99-1886-7","Sanjay Kumar ShuklaSudharshan N. RamanB. BhattacharjeePriyanka Singh","2023","http://link.springer.com/book/10.1007/978-981-99-1886-7","Book"
"Systems Collaboration and Integration","Automation, Collaboration, & E-Services","","","","10.1007/978-3-031-44373-2","Chin-Yin HuangSang Won Yoon","2023","http://link.springer.com/book/10.1007/978-3-031-44373-2","Book"
"Data Management, Analytics and Innovation","Lecture Notes in Networks and Systems","","","","10.1007/978-981-99-1414-2","Neha SharmaAmol GojeAmlan ChakrabartiAlfred M. Bruckstein","2023","http://link.springer.com/book/10.1007/978-981-99-1414-2","Book"
"Digital-for-Development: Enabling Transformation, Inclusion and Sustainability Through ICTs","Communications in Computer and Information Science","","","","10.1007/978-3-031-28472-4","Patrick NdayizigamiyeHossana TwinomurinziBilly KalemaKelvin BwalyaMncedisi Bembe","2023","http://link.springer.com/book/10.1007/978-3-031-28472-4","Book"
"Trends in Sustainable Smart Cities and Territories","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-36957-5","Luis Fernando Castillo OssaGustavo IsazaÓscar CardonaOmar Danilo CastrillónJuan Manuel Corchado RodriguezFernando De la Prieta Pintado","2023","http://link.springer.com/book/10.1007/978-3-031-36957-5","Book"
"Advances in Production Management Systems. Production Management Systems for Responsible Manufacturing, Service, and Logistics Futures","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-031-43670-3","Erlend AlfnesAnita RomsdalJan Ola StrandhagenGregor von CieminskiDavid Romero","2023","http://link.springer.com/book/10.1007/978-3-031-43670-3","Book"
"Culture and Computing","Lecture Notes in Computer Science","","","","10.1007/978-3-031-34732-0","Matthias Rauterberg","2023","http://link.springer.com/book/10.1007/978-3-031-34732-0","Book"
"Innovative Computing Vol 1 - Emerging Topics in Artificial Intelligence","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-99-2092-1","Jason C. HungJia-Wei ChangYan Pei","2023","http://link.springer.com/book/10.1007/978-981-99-2092-1","Book"
"Congress on Smart Computing Technologies","Smart Innovation, Systems and Technologies","","","","10.1007/978-981-99-2468-4","Jagdish Chand BansalHarish SharmaAntorweep Chakravorty","2023","http://link.springer.com/book/10.1007/978-981-99-2468-4","Book"
"Machine Intelligence and Emerging Technologies","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-031-34622-4","Md. Shahriare SatuMohammad Ali MoniM. Shamim KaiserMohammad Shamsul Arefin","2023","http://link.springer.com/book/10.1007/978-3-031-34622-4","Book"
"Advances in Production Management Systems. Production Management Systems for Responsible Manufacturing, Service, and Logistics Futures","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-031-43662-8","Erlend AlfnesAnita RomsdalJan Ola StrandhagenGregor von CieminskiDavid Romero","2023","http://link.springer.com/book/10.1007/978-3-031-43662-8","Book"
"Towards a Smart, Resilient and Sustainable Industry","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-38274-1","Yuri BorgianniDominik T. MattMargherita MolinaroGuido Orzes","2023","http://link.springer.com/book/10.1007/978-3-031-38274-1","Book"
"Construction in 5D: Deconstruction, Digitalization, Disruption, Disaster, Development","Lecture Notes in Civil Engineering","","","","10.1007/978-3-030-97748-1","Prof. Theo C. HauptDr. Mariam AkinloluDr. Fredrick SimpehDr. Christopher AmoahDr. Zakheeya Armoed","2023","http://link.springer.com/book/10.1007/978-3-030-97748-1","Book"
"Proceedings of 3rd International Conference on Recent Trends in Machine Learning, IoT, Smart Cities and Applications","Lecture Notes in Networks and Systems","","","","10.1007/978-981-19-6088-8","Vinit Kumar GunjanJacek M. Zurada","2023","http://link.springer.com/book/10.1007/978-981-19-6088-8","Book"
"Telematics and Computing","Communications in Computer and Information Science","","","","10.1007/978-3-031-45316-8","Miguel Félix Mata-RiveraRoberto Zagal-FloresCristian Barria-Huidobro","2023","http://link.springer.com/book/10.1007/978-3-031-45316-8","Book"
"Computer-Aided Architectural Design. INTERCONNECTIONS: Co-computing Beyond Boundaries","Communications in Computer and Information Science","","","","10.1007/978-3-031-37189-9","Michela TurrinCharalampos AndriotisAzarakhsh Rafiee","2023","http://link.springer.com/book/10.1007/978-3-031-37189-9","Book"
"Intelligent and Transformative Production in Pandemic Times","Lecture Notes in Production Engineering","","","","10.1007/978-3-031-18641-7","Chin-Yin HuangRob DekkersShun Fung ChiuDaniela PopescuLuis Quezada","2023","http://link.springer.com/book/10.1007/978-3-031-18641-7","Book"
"Design in the Era of Industry 4.0, Volume 1","Smart Innovation, Systems and Technologies","","","","10.1007/978-981-99-0293-4","Amaresh ChakrabartiVishal Singh","2023","http://link.springer.com/book/10.1007/978-981-99-0293-4","Book"
"Proceedings of the Future Technologies Conference (FTC) 2022, Volume 2","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-18458-1","Kohei Arai","2023","http://link.springer.com/book/10.1007/978-3-031-18458-1","Book"
"Towards AI-Aided Invention and Innovation","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-031-42532-5","Denis CavallucciPavel LivotovStelian Brad","2023","http://link.springer.com/book/10.1007/978-3-031-42532-5","Book"
"Distributed, Ambient and Pervasive Interactions","Lecture Notes in Computer Science","","","","10.1007/978-3-031-34609-5","Norbert A. StreitzShin'ichi Konomi","2023","http://link.springer.com/book/10.1007/978-3-031-34609-5","Book"
"Operational Research in the Era of Digital Transformation and Business Analytics","Springer Proceedings in Business and Economics","","","","10.1007/978-3-031-24294-6","Nikolaos F. MatsatsinisFotis C. KitsiosMichael A. MadasMaria I. Kamariotou","2023","http://link.springer.com/book/10.1007/978-3-031-24294-6","Book"
