Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Handbook of Engineering Systems Design","","","","","10.1007/978-3-030-81159-4","Anja MaierJosef OehmenPieter E. Vermaas","2022","http://link.springer.com/referencework/10.1007/978-3-030-81159-4","ReferenceWork"
"[   ] With Design: Reinventing Design Modes","","","","","10.1007/978-981-19-4472-7","Gerhard BruynsHuaxin Wei","2022","http://link.springer.com/book/10.1007/978-981-19-4472-7","Book"
"Design Science Research for a New Society: Society 5.0","Lecture Notes in Computer Science","","","","10.1007/978-3-031-32808-4","Aurona GerberRichard Baskerville","2023","http://link.springer.com/book/10.1007/978-3-031-32808-4","Book"
"Global Encyclopedia of Public Administration, Public Policy, and Governance","","","","","10.1007/978-3-030-66252-3","Ali Farazmand","2022","http://link.springer.com/referencework/10.1007/978-3-030-66252-3","ReferenceWork"
"Handbook of Smart Cities","","","","","10.1007/978-3-030-69698-6","Juan Carlos Augusto","2021","http://link.springer.com/referencework/10.1007/978-3-030-69698-6","ReferenceWork"
"The Palgrave Encyclopedia of Interest Groups, Lobbying and Public Affairs","","","","","10.1007/978-3-030-44556-0","Phil HarrisAlberto BitontiCraig S. FleisherAnne Skorkjær Binderkrantz","2022","http://link.springer.com/referencework/10.1007/978-3-030-44556-0","ReferenceWork"
"Responsible AI and Analytics for an Ethical and Inclusive Digitized Society","Lecture Notes in Computer Science","","","","10.1007/978-3-030-85447-8","Dr. Denis DennehyAnastasia GrivaDr. Nancy PouloudiProf. Yogesh K. DwivediDr. Ilias PappasMatti Mäntymäki","2021","http://link.springer.com/book/10.1007/978-3-030-85447-8","Book"
"Learning, Design, and Technology","","","","","10.1007/978-3-319-17461-7","J. Michael SpectorBarbara B. LockeeMarcus D. Childress","2023","http://link.springer.com/referencework/10.1007/978-3-319-17461-7","ReferenceWork"
"Information Systems","Lecture Notes in Business Information Processing","","","","10.1007/978-3-030-95947-0","Prof. Marinos ThemistocleousDr. Maria Papadaki","2022","http://link.springer.com/book/10.1007/978-3-030-95947-0","Book"
"Springer Handbook of Automation","Springer Handbooks","","","","10.1007/978-3-030-96729-1","Shimon Y. Nof","2023","http://link.springer.com/book/10.1007/978-3-030-96729-1","Book"
"Artificial Intelligence in Medicine","","","","","10.1007/978-3-030-64573-1","Niklas LidströmerDr. Hutan Ashrafian","2022","http://link.springer.com/referencework/10.1007/978-3-030-64573-1","ReferenceWork"
"Human-Computer Interaction – INTERACT 2021","Lecture Notes in Computer Science","","","","10.1007/978-3-030-85616-8","Carmelo ArditoRosa LanzilottiAlessio MaliziaHelen PetrieAntonio PiccinnoDr. Giuseppe DesoldaKori Inkpen","2021","http://link.springer.com/book/10.1007/978-3-030-85616-8","Book"
"Grow Your Business with AI","","","","","10.1007/978-1-4842-9669-1","Francisco Javier Campos Zabala","2023","http://link.springer.com/book/10.1007/978-1-4842-9669-1","Book"
"Handbook of Artificial  Intelligence in Healthcare","Intelligent Systems Reference Library","","","","10.1007/978-3-030-83620-7","Prof. Dr. Chee-Peng LimProf. Dr. Yen-Wei ChenDr. Ashlesha VaidyaDr. Charu MahorkarProf. Dr. Lakhmi C. Jain","2022","http://link.springer.com/book/10.1007/978-3-030-83620-7","Book"
"The Cloud Leader’s Handbook","","","","","10.1007/978-1-4842-9526-7","Ron C. L'Esteve","2023","http://link.springer.com/book/10.1007/978-1-4842-9526-7","Book"
"Systems  Engineering and Artificial Intelligence","","","","","10.1007/978-3-030-77283-3","William F. LawlessRanjeev MittuDonald A. SofgeThomas ShortellThomas A. McDermott","2021","http://link.springer.com/book/10.1007/978-3-030-77283-3","Book"
"Handbook of e-Tourism","","","","","10.1007/978-3-030-48652-5","Zheng XiangMatthias FuchsUlrike GretzelWolfram Höpken","2022","http://link.springer.com/referencework/10.1007/978-3-030-48652-5","ReferenceWork"
"Pervasive Computing Technologies for Healthcare","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-031-34586-9","Athanasios TsanasAndreas Triantafyllidis","2023","http://link.springer.com/book/10.1007/978-3-031-34586-9","Book"
"The Palgrave Encyclopedia of Urban and Regional Futures","","","","","10.1007/978-3-030-87745-3","Robert C. Brears","2022","http://link.springer.com/referencework/10.1007/978-3-030-87745-3","ReferenceWork"
"Proceedings of the 24th International Symposium on Advancement of Construction Management and Real Estate","","","","","10.1007/978-981-15-8892-1","Prof. Gui YeProf. Hongping YuanProf. Jian Zuo","2021","http://link.springer.com/book/10.1007/978-981-15-8892-1","Book"
"HCI International 2021 - Late Breaking Papers: Multimodality, eXtended Reality, and Artificial Intelligence","Lecture Notes in Computer Science","","","","10.1007/978-3-030-90963-5","Prof. Constantine StephanidisMasaaki KurosuJessie Y. C. ChenGino FragomeniDr. Norbert StreitzDr. Shin'ichi KonomiHelmut DegenDr. Stavroula Ntoa","2021","http://link.springer.com/book/10.1007/978-3-030-90963-5","Book"
"Human-Computer Interaction","Lecture Notes in Computer Science","","","","10.1007/978-3-031-35596-7","Masaaki KurosuAyako Hashizume","2023","http://link.springer.com/book/10.1007/978-3-031-35596-7","Book"
"Cloud Native Architecture and Design","","","","","10.1007/978-1-4842-7226-8","Shivakumar R Goniwada","2022","http://link.springer.com/book/10.1007/978-1-4842-7226-8","Book"
"Humanity Driven AI","","","","","10.1007/978-3-030-72188-6","Fang ChenJianlong Zhou","2022","http://link.springer.com/book/10.1007/978-3-030-72188-6","Book"
"HCI International 2023 Posters","Communications in Computer and Information Science","","","","10.1007/978-3-031-35989-7","Constantine StephanidisMargherita AntonaStavroula NtoaGavriel Salvendy","2023","http://link.springer.com/book/10.1007/978-3-031-35989-7","Book"
"Flexible Automation and Intelligent Manufacturing: Establishing Bridges for More Sustainable Manufacturing Systems","Lecture Notes in Mechanical Engineering","","","","10.1007/978-3-031-38165-2","Francisco J. G. SilvaLuís Pinto FerreiraJosé Carlos SáMaria Teresa PereiraCarla M. A. Pinto","2024","http://link.springer.com/book/10.1007/978-3-031-38165-2","Book"
"Personal Health Informatics","Cognitive Informatics in Biomedicine and Healthcare","","","","10.1007/978-3-031-07696-1","Pei-Yun Sabrina HsuehThomas WetterXinxin Zhu","2022","http://link.springer.com/book/10.1007/978-3-031-07696-1","Book"
"Artificial Intelligence in HCI","Lecture Notes in Computer Science","","","","10.1007/978-3-030-77772-2","Helmut DegenDr. Stavroula Ntoa","2021","http://link.springer.com/book/10.1007/978-3-030-77772-2","Book"
"Proceedings of Eighth International Congress on Information and Communication Technology","Lecture Notes in Networks and Systems","","","","10.1007/978-981-99-3091-3","Xin-She YangR. Simon SherrattNilanjan DeyAmit Joshi","2023","http://link.springer.com/book/10.1007/978-981-99-3091-3","Book"
"16th WCEAM Proceedings","Lecture Notes in Mechanical Engineering","","","","10.1007/978-3-031-25448-2","Adolfo Crespo MárquezJuan Francisco Gómez FernándezVicente González-Prida DíazJoe Amadi-Echendu","2023","http://link.springer.com/book/10.1007/978-3-031-25448-2","Book"
"Research Challenges in Information Science","Lecture Notes in Business Information Processing","","","","10.1007/978-3-031-05760-1","Renata GuizzardiDr. Jolita RalytéProf. Dr. Xavier Franch","2022","http://link.springer.com/book/10.1007/978-3-031-05760-1","Book"
"Artificial Intelligence in HCI","Lecture Notes in Computer Science","","","","10.1007/978-3-030-50334-5","Helmut DegenLauren Reinerman-Jones","2020","http://link.springer.com/book/10.1007/978-3-030-50334-5","Book"
"Handbook of Sustainability Science in the Future","","","","","10.1007/978-3-031-04560-8","Walter Leal FilhoAnabela Marisa AzulFederica DoniAmanda Lange Salvia","2023","http://link.springer.com/referencework/10.1007/978-3-031-04560-8","ReferenceWork"
"The Digital Playbook","","","","","10.1007/978-3-030-88221-1","Dirk SlamaTanja RückertSebastian ThrunUlrich HomannHeiner Lasi","2023","http://link.springer.com/book/10.1007/978-3-030-88221-1","Book"
"The Effect of Information Technology on Business and Marketing Intelligence Systems","Studies in Computational Intelligence","","","","10.1007/978-3-031-12382-5","Muhammad AlshuridehBarween Hikmat Al KurdiRa’ed Masa’dehHaitham M. AlzoubiSaid Salloum","2023","http://link.springer.com/book/10.1007/978-3-031-12382-5","Book"
"Smart Energy for Smart Transport","Lecture Notes in Intelligent Transportation and Infrastructure","","","","10.1007/978-3-031-23721-8","Eftihia G. NathanailNikolaos GavanasGiannis Adamos","2023","http://link.springer.com/book/10.1007/978-3-031-23721-8","Book"
"Advances in Information and Communication","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-98015-3","Prof. Dr. Kohei Arai","2022","http://link.springer.com/book/10.1007/978-3-030-98015-3","Book"
"Handbook of Climate Change Management","","","","","10.1007/978-3-030-57281-5","Dr. Johannes M. LuetzDr. Desalegn Ayal","2021","http://link.springer.com/referencework/10.1007/978-3-030-57281-5","ReferenceWork"
"The Science of Citizen Science","","","","","10.1007/978-3-030-58278-4","Katrin VohlandAnne Land-ZandstraLuigi CeccaroniRob LemmensJosep PerellóMarisa PontiRoeland SamsonKatherin Wagenknecht","2021","http://link.springer.com/book/10.1007/978-3-030-58278-4","Book"
"Design in the Era of Industry 4.0, Volume 3","Smart Innovation, Systems and Technologies","","","","10.1007/978-981-99-0428-0","Amaresh ChakrabartiVishal Singh","2023","http://link.springer.com/book/10.1007/978-981-99-0428-0","Book"
"Intelligent Systems in Medicine and Health","Cognitive Informatics in Biomedicine and Healthcare","","","","10.1007/978-3-031-09108-7","Trevor A. CohenVimla L. PatelEdward H. Shortliffe","2022","http://link.springer.com/book/10.1007/978-3-031-09108-7","Book"
"Research Challenges in Information Science: Information Science and the Connected World","Lecture Notes in Business Information Processing","","","","10.1007/978-3-031-33080-3","Selmin NurcanAndreas L. OpdahlHaralambos MouratidisAggeliki Tsohou","2023","http://link.springer.com/book/10.1007/978-3-031-33080-3","Book"
"Advances in Visual Informatics","Lecture Notes in Computer Science","","","","10.1007/978-981-99-7339-2","Halimah Badioze ZamanPeter RobinsonAlan F. SmeatonRenato Lima De OliveiraBo Nørregaard JørgensenTimothy K. ShihRabiah Abdul KadirUmmul Hanan MohamadMohammad Nazir Ahmad","2024","http://link.springer.com/book/10.1007/978-981-99-7339-2","Book"
"Human-Computer Interaction – INTERACT 2023","Lecture Notes in Computer Science","","","","10.1007/978-3-031-42293-5","José Abdelnour NoceraMarta Kristín LárusdóttirHelen PetrieAntonio PiccinnoMarco Winckler","2023","http://link.springer.com/book/10.1007/978-3-031-42293-5","Book"
"Machine Learning and Principles and Practice of Knowledge Discovery in Databases","Communications in Computer and Information Science","","","","10.1007/978-3-030-93736-2","Michael KampDr. Irena KoprinskaAdrien BibalTassadit BouadiBenoît FrénayLuis GalárragaJosé OramasLinara AdilovaYamuna KrishnamurthyBo KangChristine LargeronDr. Jefrey LijffijtTiphaine ViardPascal WelkeMassimiliano RuoccoErlend AuneDr. Claudio GallicchioGregor SchieleFranz PernkopfMichaela BlottHolger FröningGünther SchindlerDr. Riccardo GuidottiAnna MonrealeSalvatore RinzivilloPrzemyslaw BiecekEirini NtoutsiMykola PechenizkiyBodo RosenhahnChristopher BuckleyDaniela CialfiPablo LanillosMaxwell RamsteadTim VerbelenPedro M. FerreiraDr. Giuseppina AndresiniProf. Donato MalerbaIbéria MedeirosPhilippe Fournier-VigerM. Saqib NawazSebastian VenturaProf. Meng SunMin ZhouValerio BitettaIlaria BordinoAndrea FerrettiFrancesco GulloDr. Giovanni PontiLorenzo SeveriniRita RibeiroJoão GamaRicard GavaldàLee CooperNaghmeh GhazalehJonas RichiardiDamian RoqueiroDiego Saldana MirandaKonstantinos SechidisGuilherme Graça","2021","http://link.springer.com/book/10.1007/978-3-030-93736-2","Book"
"Human-Computer Interaction","Lecture Notes in Computer Science","","","","10.1007/978-3-031-35572-1","Masaaki KurosuAyako Hashizume","2023","http://link.springer.com/book/10.1007/978-3-031-35572-1","Book"
"Encyclopedia of Corporate Social Responsibility","","","","","10.1007/978-3-642-28036-8","Samuel O. IdowuNicholas CapaldiLiangrong ZuAnanda Das Gupta","2013","http://link.springer.com/referencework/10.1007/978-3-642-28036-8","ReferenceWork"
"Intelligent Systems and Applications","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-16075-2","Kohei Arai","2023","http://link.springer.com/book/10.1007/978-3-031-16075-2","Book"
"Product-Focused Software Process Improvement","Lecture Notes in Computer Science","","","","10.1007/978-3-030-64148-1","Dr. Maurizio MorisioProf. Marco TorchianoAndreas Jedlitschka","2020","http://link.springer.com/book/10.1007/978-3-030-64148-1","Book"
"The Ethics of Artificial Intelligence for the Sustainable Development Goals","Philosophical Studies Series","","","","10.1007/978-3-031-21147-8","Francesca MazziLuciano Floridi","2023","http://link.springer.com/book/10.1007/978-3-031-21147-8","Book"
"EU Policy and Legal Framework for Artificial Intelligence, Robotics and Related Technologies - The AI Act","Law, Governance and Technology Series","","","","10.1007/978-3-031-27953-9","Nikos Th. Nikolinakos","2023","http://link.springer.com/book/10.1007/978-3-031-27953-9","Book"
"HCI International 2023 Posters","Communications in Computer and Information Science","","","","10.1007/978-3-031-36004-6","Constantine StephanidisMargherita AntonaStavroula NtoaGavriel Salvendy","2023","http://link.springer.com/book/10.1007/978-3-031-36004-6","Book"
"Encyclopedia of Business and Professional Ethics","","","","","10.1007/978-3-030-22767-8","Deborah C. PoffAlex C. Michalos","2023","http://link.springer.com/referencework/10.1007/978-3-030-22767-8","ReferenceWork"
"Proceedings of the 21st Congress of the International Ergonomics Association (IEA 2021)","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-74614-8","Dr. Nancy L. BlackDr. W. Patrick NeumannDr. Ian Noy","2022","http://link.springer.com/book/10.1007/978-3-030-74614-8","Book"
"Artificial Intelligence and Machine Learning for Healthcare","Intelligent Systems Reference Library","","","","10.1007/978-3-031-11154-9","Chee-Peng LimAshlesha VaidyaYen-Wei ChenTejasvi JainLakhmi C. Jain","2023","http://link.springer.com/book/10.1007/978-3-031-11154-9","Book"
"Artificial Intelligence  in Education. Posters and Late Breaking Results, Workshops and Tutorials, Industry and Innovation Tracks, Practitioners’ and Doctoral Consortium","Lecture Notes in Computer Science","","","","10.1007/978-3-031-11647-6","Dr. Maria Mercedes RodrigoProf. Noburu MatsudaProf. Alexandra I. CristeaDr. Vania Dimitrova","2022","http://link.springer.com/book/10.1007/978-3-031-11647-6","Book"
"Advanced Information Networking and Applications","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-99619-2","Prof. Dr. Leonard BarolliProf. Farookh HussainProf. Tomoya Enokido","2022","http://link.springer.com/book/10.1007/978-3-030-99619-2","Book"
"Business Process Management","Lecture Notes in Computer Science","","","","10.1007/978-3-030-85469-0","Dr. Artem PolyvyanyyDr. Moe Thandar WynnAmy Van LooyProf. Dr. Manfred Reichert","2021","http://link.springer.com/book/10.1007/978-3-030-85469-0","Book"
"Advances in Information and Communication","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-030-73100-7","Kohei Arai","2021","http://link.springer.com/book/10.1007/978-3-030-73100-7","Book"
"Proceedings of Fourth International Conference on Computing, Communications, and Cyber-Security","Lecture Notes in Networks and Systems","","","","10.1007/978-981-99-1479-1","Sudeep TanwarSlawomir T. WierzchonPradeep Kumar SinghMaria GanzhaGregory Epiphaniou","2023","http://link.springer.com/book/10.1007/978-981-99-1479-1","Book"
"Ethics, Governance, and Policies in Artificial Intelligence","Philosophical Studies Series","","","","10.1007/978-3-030-81907-1","Luciano Floridi","2021","http://link.springer.com/book/10.1007/978-3-030-81907-1","Book"
"ICT Analysis and Applications","Lecture Notes in Networks and Systems","","","","10.1007/978-981-19-5224-1","Simon FongNilanjan DeyAmit Joshi","2023","http://link.springer.com/book/10.1007/978-981-19-5224-1","Book"
"Freedom and Social Inclusion in a Connected World","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-031-19429-0","Yingqin ZhengPamela AbbottJose Antonio Robles-Flores","2022","http://link.springer.com/book/10.1007/978-3-031-19429-0","Book"
"Business Process Management","Lecture Notes in Computer Science","","","","10.1007/978-3-030-58666-9","Dirk FahlandChiara GhidiniProf. Dr. Jörg BeckerProf. Marlon Dumas","2020","http://link.springer.com/book/10.1007/978-3-030-58666-9","Book"
"The Palgrave Handbook of Service Management","","","","","10.1007/978-3-030-91828-6","Bo EdvardssonBård Tronvoll","2022","http://link.springer.com/book/10.1007/978-3-030-91828-6","Book"
"Productionizing AI","","","","","10.1007/978-1-4842-8817-7","Barry Walsh","2023","http://link.springer.com/book/10.1007/978-1-4842-8817-7","Book"
"Proceedings of 5th International Conference on Civil Engineering and Architecture","Lecture Notes in Civil Engineering","","","","10.1007/978-981-99-4049-3","Thomas Kang","2024","http://link.springer.com/book/10.1007/978-981-99-4049-3","Book"
"Design in the Era of Industry 4.0, Volume 2","Smart Innovation, Systems and Technologies","","","","10.1007/978-981-99-0264-4","Amaresh ChakrabartiVishal Singh","2023","http://link.springer.com/book/10.1007/978-981-99-0264-4","Book"
"Social Computing and Social Media: Design, User Experience and Impact","Lecture Notes in Computer Science","","","","10.1007/978-3-031-05061-9","Gabriele Meiselwitz","2022","http://link.springer.com/book/10.1007/978-3-031-05061-9","Book"
"Design, User Experience, and Usability. Design for Contemporary Interactive Environments","Lecture Notes in Computer Science","","","","10.1007/978-3-030-49760-6","Dr. Aaron MarcusElizabeth Rosenzweig","2020","http://link.springer.com/book/10.1007/978-3-030-49760-6","Book"
"HCI International 2022 - Late Breaking Papers. Design, User Experience and Interaction","Lecture Notes in Computer Science","","","","10.1007/978-3-031-17615-9","Masaaki KurosuSakae YamamotoHirohiko MoriMarcelo M. SoaresElizabeth RosenzweigAaron MarcusPei-Luen Patrick RauDon HarrisWen-Chin Li","2022","http://link.springer.com/book/10.1007/978-3-031-17615-9","Book"
"Encyclopedia of Sustainability in Higher Education","","","","","10.1007/978-3-030-11352-0","Walter Leal Filho","2019","http://link.springer.com/referencework/10.1007/978-3-030-11352-0","ReferenceWork"
"Responsive and Sustainable Educational Futures","Lecture Notes in Computer Science","","","","10.1007/978-3-031-42682-7","Olga VibergIoana JivetPedro J. Muñoz-MerinoMaria PerifanouTina Papathoma","2023","http://link.springer.com/book/10.1007/978-3-031-42682-7","Book"
"Smart and Sustainable Collaborative Networks 4.0","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-030-85969-5","Prof. Dr. Luis M. Camarinha-MatosProf. Dr. Xavier BoucherProf. Dr. Hamideh Afsarmanesh","2021","http://link.springer.com/book/10.1007/978-3-030-85969-5","Book"
"Machine Learning for Brain Disorders","Neuromethods","","","","10.1007/978-1-0716-3195-9","Olivier Colliot","2023","http://link.springer.com/book/10.1007/978-1-0716-3195-9","Book"
"Proceedings of the 18th International Conference on Computing in Civil and Building Engineering","Lecture Notes in Civil Engineering","","","","10.1007/978-3-030-51295-8","Prof. Eduardo Toledo SantosProf. Sergio Scheer","2021","http://link.springer.com/book/10.1007/978-3-030-51295-8","Book"
"Universal Access in Human-Computer Interaction","Lecture Notes in Computer Science","","","","10.1007/978-3-031-35681-0","Margherita AntonaConstantine Stephanidis","2023","http://link.springer.com/book/10.1007/978-3-031-35681-0","Book"
"Computational Science and Its Applications – ICCSA 2021","Lecture Notes in Computer Science","","","","10.1007/978-3-030-87013-3","Prof. Dr. Osvaldo GervasiBeniamino MurganteDr. Sanjay MisraDr. Chiara GarauIvan BlečićDavid TaniarBernady O. ApduhanAna Maria A. C. RochaEufemia TarantinoProf. Dr. Carmelo Maria Torre","2021","http://link.springer.com/book/10.1007/978-3-030-87013-3","Book"
"Human-Centered Artificial Intelligence","Lecture Notes in Computer Science","","","","10.1007/978-3-031-24349-3","Mohamed ChetouaniVirginia DignumPaul LukowiczCarles Sierra","2023","http://link.springer.com/book/10.1007/978-3-031-24349-3","Book"
"The Palgrave Handbook of Climate Resilient Societies","","","","","10.1007/978-3-030-42462-6","Robert C. Brears","2021","http://link.springer.com/referencework/10.1007/978-3-030-42462-6","ReferenceWork"
"Innovations in Industrial Engineering","Lecture Notes in Mechanical Engineering","","","","10.1007/978-3-030-78170-5","José MachadoDr. Filomena SoaresDr. Justyna TrojanowskaProf. Vitalii Ivanov","2022","http://link.springer.com/book/10.1007/978-3-030-78170-5","Book"
"Intelligent Systems","Lecture Notes in Computer Science","","","","10.1007/978-3-031-21686-2","João Carlos Xavier-JuniorRicardo Araújo Rios","2022","http://link.springer.com/book/10.1007/978-3-031-21686-2","Book"
"HCI International 2021 - Posters","Communications in Computer and Information Science","","","","10.1007/978-3-030-78642-7","Prof. Constantine StephanidisDr. Margherita AntonaDr. Stavroula Ntoa","2021","http://link.springer.com/book/10.1007/978-3-030-78642-7","Book"
"Enterprise Information Systems","Lecture Notes in Business Information Processing","","","","10.1007/978-3-030-75418-1","Prof. Dr. Joaquim FilipeMichał ŚmiałekAlexander BrodskySlimane Hammoudi","2021","http://link.springer.com/book/10.1007/978-3-030-75418-1","Book"
"Mobility for Smart Cities and Regional Development - Challenges for Higher Education","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-93907-6","Michael E. AuerHanno HortschOliver MichlerThomas Köhler","2022","http://link.springer.com/book/10.1007/978-3-030-93907-6","Book"
"Artificial Intelligence in Brain and Mental Health: Philosophical, Ethical & Policy Issues","Advances in Neuroethics","","","","10.1007/978-3-030-74188-4","Prof. Fabrice JotterandDr. Marcello Ienca","2021","http://link.springer.com/book/10.1007/978-3-030-74188-4","Book"
"IoT, Big Data and AI for Improving Quality of Everyday Life: Present and Future Challenges","Studies in Computational Intelligence","","","","10.1007/978-3-031-35783-1","Pradeep Kumar SinghSławomir T. WierzchońWiesław PawłowskiArpan Kumar KarYugal Kumar","2023","http://link.springer.com/book/10.1007/978-3-031-35783-1","Book"
"Technology Assessment of Dual-Use ICTs","","","","","10.1007/978-3-658-41667-6","Thea Riebe","2023","http://link.springer.com/book/10.1007/978-3-658-41667-6","Book"
"New Digital Work","","","","","10.1007/978-3-031-26490-0","Alexandra ShajekErnst Andreas Hartmann","2023","http://link.springer.com/book/10.1007/978-3-031-26490-0","Book"
"Perspectives in Business Informatics Research","Lecture Notes in Business Information Processing","","","","10.1007/978-3-031-43126-5","Knut HinkelmannFrancisco J. López-PellicerAndrea Polini","2023","http://link.springer.com/book/10.1007/978-3-031-43126-5","Book"
"Collaborative Networks in Digitalization and Society 5.0","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-031-42622-3","Luis M. Camarinha-MatosXavier BoucherAngel Ortiz","2023","http://link.springer.com/book/10.1007/978-3-031-42622-3","Book"
"Artificial Intelligence Application in Networks and Systems","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-35314-7","Radek SilhavyPetr Silhavy","2023","http://link.springer.com/book/10.1007/978-3-031-35314-7","Book"
"Human Interaction, Emerging Technologies and Future Systems V","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-85540-6","Dr. Tareq AhramRedha Taiar","2022","http://link.springer.com/book/10.1007/978-3-030-85540-6","Book"
"Intelligent Human Systems Integration 2020","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-030-39512-4","Prof. Tareq AhramProf. Waldemar KarwowskiDr. Alberto VergnanoProf. Francesco LealiProf. Redha Taiar","2020","http://link.springer.com/book/10.1007/978-3-030-39512-4","Book"
"Industry, Innovation and Infrastructure","Encyclopedia of the UN Sustainable Development Goals","","","","10.1007/978-3-319-95873-6","Walter Leal FilhoAnabela Marisa AzulLuciana BrandliAmanda Lange SalviaTony Wall","2021","http://link.springer.com/referencework/10.1007/978-3-319-95873-6","ReferenceWork"
"Technology-Enhanced Learning for a Free, Safe, and Sustainable World","Lecture Notes in Computer Science","","","","10.1007/978-3-030-86436-1","Prof. Dr. Tinne De LaetProf. Roland KlemkeCarlos Alario-HoyosIsabel HilligerAlejandro Ortega-Arranz","2021","http://link.springer.com/book/10.1007/978-3-030-86436-1","Book"
"The 2021 Yearbook of the Digital Ethics Lab","Digital Ethics Lab Yearbook","","","","10.1007/978-3-031-09846-8","Jakob MökanderMarta Ziosi","2022","http://link.springer.com/book/10.1007/978-3-031-09846-8","Book"
"ArtsIT, Interactivity and Game Creation","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-031-28993-4","Anthony L. Brooks","2023","http://link.springer.com/book/10.1007/978-3-031-28993-4","Book"
"Machine Learning for Smart Environments/Cities","Intelligent Systems Reference Library","","","","10.1007/978-3-030-97516-6","Gonçalo MarquesDr. Alfonso González-BrionesJosé Manuel Molina López","2022","http://link.springer.com/book/10.1007/978-3-030-97516-6","Book"
"The Palgrave Handbook of Corporate Social Responsibility","","","","","10.1007/978-3-030-42465-7","David CrowtherShahla Seifi","2021","http://link.springer.com/referencework/10.1007/978-3-030-42465-7","ReferenceWork"
"Digital Eye Care and Teleophthalmology","","","","","10.1007/978-3-031-24052-2","Kanagasingam YogesanLeonard GoldschmidtJorge CuadrosGiselle Ricur","2023","http://link.springer.com/book/10.1007/978-3-031-24052-2","Book"
"Artificial Intelligence and Transforming Digital Marketing","Studies in Systems, Decision and Control","","","","10.1007/978-3-031-35828-9","Allam HamdanEsra Saleh Aldhaen","2024","http://link.springer.com/book/10.1007/978-3-031-35828-9","Book"
"Encyclopedia of Evidence in Pharmaceutical Public Health and Health Services Research in Pharmacy","","","","","10.1007/978-3-030-64477-2","Zaheer-Ud-Din Babar","2023","http://link.springer.com/referencework/10.1007/978-3-030-64477-2","ReferenceWork"
"The Elements of Big Data Value","","","","","10.1007/978-3-030-68176-0","Edward CurryDr. Andreas MetzgerProf. Sonja ZillnerDr. Jean-Christophe PazzagliaAna García Robles","2021","http://link.springer.com/book/10.1007/978-3-030-68176-0","Book"
"The Digital Twin","","","","","10.1007/978-3-031-21343-4","Noel CrespiAdam T. DrobotRoberto Minerva","2023","http://link.springer.com/book/10.1007/978-3-031-21343-4","Book"
"Handbook of Systems Sciences","","","","","10.1007/978-981-15-0720-5","Dr. Gary S. MetcalfDr. Kyoichi KijimaDr. Hiroshi Deguchi","2021","http://link.springer.com/referencework/10.1007/978-981-15-0720-5","ReferenceWork"
"The Palgrave Handbook of Global Sustainability","","","","","10.1007/978-3-031-01949-4","Robert Brinkmann","2023","http://link.springer.com/referencework/10.1007/978-3-031-01949-4","ReferenceWork"
"Architecture and Design for Industry 4.0","Lecture Notes in Mechanical Engineering","","","","10.1007/978-3-031-36922-3","Maurizio BarberioMicaela ColellaAngelo FigliolaAlessandra Battisti","2024","http://link.springer.com/book/10.1007/978-3-031-36922-3","Book"
"Work and AI 2030","","","","","10.1007/978-3-658-40232-7","Inka KnappertsbuschKai Gondlach","2023","http://link.springer.com/book/10.1007/978-3-658-40232-7","Book"
"Learning and Collaboration Technologies","Lecture Notes in Computer Science","","","","10.1007/978-3-031-34411-4","Panayiotis ZaphirisAndri Ioannou","2023","http://link.springer.com/book/10.1007/978-3-031-34411-4","Book"
"Artificial Intelligence for Sustainable Finance and Sustainable Technology","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-93464-4","Dr. Abdalmuttaleb M. A. Musleh Al-Sartawi","2022","http://link.springer.com/book/10.1007/978-3-030-93464-4","Book"
"Complexity and Sustainability in Megaprojects","Lecture Notes in Civil Engineering","","","","10.1007/978-3-031-30879-6","Edoardo FavariFranca Cantoni","2023","http://link.springer.com/book/10.1007/978-3-031-30879-6","Book"
"Human-Computer Interaction – INTERACT 2021","Lecture Notes in Computer Science","","","","10.1007/978-3-030-85607-6","Carmelo ArditoRosa LanzilottiAlessio MaliziaHelen PetrieAntonio PiccinnoDr. Giuseppe DesoldaKori Inkpen","2021","http://link.springer.com/book/10.1007/978-3-030-85607-6","Book"
