Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"The path from big data analytics capabilities to value in hospitals: a scoping review","BMC Health Services Research","","22","1","10.1186/s12913-021-07332-0","Pierre-Yves BrossardEtienne MinvielleClaude Sicotte","2022","http://link.springer.com/article/10.1186/s12913-021-07332-0","Article"
"Ethics and Values in Design: A Structured Review and Theoretical Critique","Science and Engineering Ethics","","27","5","10.1007/s11948-021-00329-2","Joseph DoniaJames. A. Shaw","2021","http://link.springer.com/article/10.1007/s11948-021-00329-2","Article"
"PotteryVR: virtual reality pottery","The Visual Computer","","38","12","10.1007/s00371-022-02521-2","Sarah DashtiEdmond PrakashAndres Adolfo Navarro-NewballFiaz HussainFiona Carroll","2022","http://link.springer.com/article/10.1007/s00371-022-02521-2","Article"
"Paradigms to assess the human health risks of nano- and microplastics","Microplastics and Nanoplastics","","1","1","10.1186/s43591-021-00011-1","Seta NoventaMatthew S. P. BoylesAndreas SeifertSimone BellucoAracaeli Sánchez JiménezHelinor J. JohnstonLang TranTeresa F. FernandesLapo Mughini-GrasMassimiliano OrsiniFabiana CoramiKepa CastroFranco MutinelliMassimo BoldrinVictor PuntesMahshid Sotoudeh","2021","http://link.springer.com/article/10.1186/s43591-021-00011-1","Article"
"Robots for Elderly Care in the Home: A Landscape Analysis and Co-Design Toolkit","International Journal of Social Robotics","","14","3","10.1007/s12369-021-00816-3","Gianluca BardaroAlessio AntoniniEnrico Motta","2022","http://link.springer.com/article/10.1007/s12369-021-00816-3","Article"
"Maintenance of Enterprise Architecture Models","Business & Information Systems Engineering","","63","2","10.1007/s12599-020-00636-1","Nuno SilvaPedro SousaMiguel Mira da Silva","2021","http://link.springer.com/article/10.1007/s12599-020-00636-1","Article"
"Augmented reality situated visualization in decision-making","Multimedia Tools and Applications","","81","11","10.1007/s11042-021-10971-4","Nuno Cid MartinsBernardo MarquesJoão AlvesTiago AraújoPaulo DiasBeatriz Sousa Santos","2022","http://link.springer.com/article/10.1007/s11042-021-10971-4","Article"
"Standardised data on initiatives—STARDIT: Beta version","Research Involvement and Engagement","","8","1","10.1186/s40900-022-00363-9","Jack S. NunnThomas ShafeeSteven ChangRichard StephensJim ElliottSandy OliverDenny JohnMaureen SmithNeil OrrJennifer PrestonJosephine BorthwickThijs van VlijmenJames AnsellFrancois HouyezMaria Sharmila Alina de SousaRoan D. Plotz","2022","http://link.springer.com/article/10.1186/s40900-022-00363-9","Article"
"CAD systems for COVID-19 diagnosis and disease stage classification by segmentation of infected regions from CT images","BMC Bioinformatics","","23","1","10.1186/s12859-022-04818-4","Mohammad H. AlshayejiSilpa ChandraBhasi SindhuSa’ed Abed","2022","http://link.springer.com/article/10.1186/s12859-022-04818-4","Article"
"Supporting adjuvant endocrine therapy adherence in women with breast cancer: the development of a complex behavioural intervention using Intervention Mapping guided by the Multiphase Optimisation Strategy","BMC Health Services Research","","22","1","10.1186/s12913-022-08243-4","Sophie M. C. GreenDavid P. FrenchChristopher D. GrahamLouise H. HallNikki RousseauRobbie FoyJane ClarkCatherine ParbuttErin RaineBenjamin GardnerGalina VelikovaSally J. L. MooreJacqueline BuxtonSamuel G. Smith","2022","http://link.springer.com/article/10.1186/s12913-022-08243-4","Article"
"Abstracts of the 24th annual meeting of ESPACOMP, the International Society for Medication Adherence, 10–20 November 2020","International Journal of Clinical Pharmacy","","43","1","10.1007/s11096-020-01213-y","","2021","http://link.springer.com/article/10.1007/s11096-020-01213-y","Article"
"Towards a model-driven approach for multiexperience AI-based user interfaces","Software and Systems Modeling","","20","4","10.1007/s10270-021-00904-y","Elena PlanasGwendal DanielMarco BrambillaJordi Cabot","2021","http://link.springer.com/article/10.1007/s10270-021-00904-y","Article"
"Business Versus Ethics? Thoughts on the Future of Business Ethics","Journal of Business Ethics","","180","3","10.1007/s10551-022-05241-8","M. Tina DacinJeffrey S. HarrisonDavid HessSheila KillianJulia Roloff","2022","http://link.springer.com/article/10.1007/s10551-022-05241-8","Article"
"Physical Human-Robot Interaction Influence in ASD Therapy Through an Affordable Soft Social Robot","Journal of Intelligent & Robotic Systems","","105","3","10.1007/s10846-022-01617-0","Maria Jose Pinto-BernalNathalia CespedesPaola CastroMarcela MuneraCarlos A. Cifuentes","2022","http://link.springer.com/article/10.1007/s10846-022-01617-0","Article"
"Eight grand challenges for value sensitive design from the 2016 Lorentz workshop","Ethics and Information Technology","","23","1","10.1007/s10676-021-09586-y","Batya FriedmanMaaike HarbersDavid G. HendryJeroen van den HovenCatholijn JonkerNick Logler","2021","http://link.springer.com/article/10.1007/s10676-021-09586-y","Article"
"Insights into the role of gender in aesthetic design: a participatory study on the design of digital health wearables","International Journal on Interactive Design and Manufacturing (IJIDeM)","","15","2 - 3","10.1007/s12008-021-00751-7","Bahar Khayamian EsfahaniPooya Sareh","2021","http://link.springer.com/article/10.1007/s12008-021-00751-7","Article"
"Deploying and scaling distributed parallel deep neural networks on the Tianhe-3 prototype system","Scientific Reports","","11","1","10.1038/s41598-021-98794-z","Jia WeiXingjun ZhangZeyu JiJingbo LiZheng Wei","2021","http://link.springer.com/article/10.1038/s41598-021-98794-z","Article"
"Learners and learning contexts: international perspectives on new alignments for the digital age","Educational Technology Research and Development","","69","4","10.1007/s11423-021-09985-4","Joke VoogtGerald Knezek","2021","http://link.springer.com/article/10.1007/s11423-021-09985-4","Article"
"From Legal Contracts to Formal Specifications: A Systematic Literature Review","SN Computer Science","","3","5","10.1007/s42979-022-01228-4","Michele SoaviNicola ZeniJohn MylopoulosLuisa Mich","2022","http://link.springer.com/article/10.1007/s42979-022-01228-4","Article"
"FPGA sharing in the cloud: a comprehensive analysis","Frontiers of Computer Science","","17","5","10.1007/s11704-022-2127-0","Jinyang GuoLu ZhangJosé Romero HungChao LiJieru ZhaoMinyi Guo","2022","http://link.springer.com/article/10.1007/s11704-022-2127-0","Article"
"“It’s Important to Think of Pepper as a Teaching Aid or Resource External to the Classroom”: A Social Robot in a School for Autistic Children","International Journal of Social Robotics","","","","10.1007/s12369-022-00928-4","Séverin LemaignanNigel NewbuttLouis RiceJoe Daly","2022","http://link.springer.com/article/10.1007/s12369-022-00928-4","Article"
"The values of web archives","International Journal of Digital Humanities","","2","1 - 3","10.1007/s42803-021-00037-0","Valérie SchaferJane Winters","2021","http://link.springer.com/article/10.1007/s42803-021-00037-0","Article"
"Appraisal of the diagnostic procedures of acute pancreatitis in the guidelines","Systematic Reviews","","10","1","10.1186/s13643-020-01559-4","Ke-Qian YiTing YangYan-Min YangGuo-Li LanLi-Ya AnYu-Xing QiHong-Bo FanYong-Qing DuanDa-Li Sun","2021","http://link.springer.com/article/10.1186/s13643-020-01559-4","Article"
"Symposium Mammographicum Conference 2021","Breast Cancer Research","","23","1","10.1186/s13058-021-01443-6","","2021","http://link.springer.com/article/10.1186/s13058-021-01443-6","Article"
"Research with a Solidarity Clinic: Design Implications for CSCW Healthcare Service Design","Computer Supported Cooperative Work (CSCW)","","30","5 - 6","10.1007/s10606-021-09404-5","Vasilis VlachokyriakosClara CrivellaroHara KoukiChristos GiovanopoulosPatrick Olivier","2021","http://link.springer.com/article/10.1007/s10606-021-09404-5","Article"
"Identifying key challenges and needs in digital mental health moderation practices supporting users exhibiting risk behaviours to develop responsible AI tools: the case study of Kooth","SN Social Sciences","","2","10","10.1007/s43545-022-00532-3","Elena NicheleAnita LavorgnaStuart E. Middleton","2022","http://link.springer.com/article/10.1007/s43545-022-00532-3","Article"
"Governance in health workforce: how do we improve on the concept? A network-based, stakeholder-driven approach","Human Resources for Health","","19","1","10.1186/s12960-020-00545-0","Max Ying Hao LimVivian Lin","2021","http://link.springer.com/article/10.1186/s12960-020-00545-0","Article"
"Operationalizing Integrated Water Resource Management in Latin America: Insights from Application of the Freshwater Health Index","Environmental Management","","69","4","10.1007/s00267-021-01446-1","Maíra Ometto BezerraDerek VollmerNatalia AceroMaria Clara MarquesDiego RestrepoEddy MendozaBruno CoutinhoIvo EncomenderosLina ZuluagaOctavio RodríguezKashif ShaadSarah HauckRamon GonzálezFrancisco HernandézRodolfo MontelongoEliana Torres","2022","http://link.springer.com/article/10.1007/s00267-021-01446-1","Article"
"Service robots for affective labor: a sociology of labor perspective","AI & SOCIETY","","37","2","10.1007/s00146-021-01208-x","Anna DobrosovestnovaGlenda HannibalTim Reinboth","2022","http://link.springer.com/article/10.1007/s00146-021-01208-x","Article"
"Stakeholder identification for a structured release planning approach in the automotive domain","Requirements Engineering","","27","2","10.1007/s00766-021-00369-x","Kristina MarnerStefan WagnerGuenther Ruhe","2022","http://link.springer.com/article/10.1007/s00766-021-00369-x","Article"
"Systematic review on ensuring the global food security and covid-19 pandemic resilient food systems: towards accomplishing sustainable development goals targets","Discover Sustainability","","3","1","10.1007/s43621-022-00096-5","Keerththana KumareswaranGuttila Yugantha Jayasinghe","2022","http://link.springer.com/article/10.1007/s43621-022-00096-5","Article"
"Adapting evidence-informed population health interventions for new contexts: a scoping review of current practice","Health Research Policy and Systems","","19","1","10.1186/s12961-020-00668-9","A. MovsisyanL. ArnoldL. CopelandR. EvansH. LittlecottG. MooreA. O’CathainL. PfadenhauerJ. SegrottE. Rehfuess","2021","http://link.springer.com/article/10.1186/s12961-020-00668-9","Article"
"How to improve the assessment of BPM maturity in the era of digital transformation","Information Systems and e-Business Management","","20","1","10.1007/s10257-021-00549-w","Marek SzelągowskiJustyna Berniak-Woźny","2022","http://link.springer.com/article/10.1007/s10257-021-00549-w","Article"
"Learning From the Past to Improve the Future","Business & Information Systems Engineering","","64","5","10.1007/s12599-022-00742-2","Dana NaousManus BonnerMathias HumbertChristine Legner","2022","http://link.springer.com/article/10.1007/s12599-022-00742-2","Article"
"InSiGHT 2022 Abstract Publishing and Best Abstract Awards","Familial Cancer","","21","4","10.1007/s10689-022-00312-1","","2022","http://link.springer.com/article/10.1007/s10689-022-00312-1","Article"
"Social media and sensemaking patterns in new product development: demystifying the customer sentiment","Annals of Operations Research","","308","1 - 2","10.1007/s10479-020-03775-6","Mihalis GiannakisRameshwar DubeyShishi YanKonstantina SpanakiThanos Papadopoulos","2022","http://link.springer.com/article/10.1007/s10479-020-03775-6","Article"
"What evidence exists on the effects of public policy interventions for achieving environmentally sustainable food consumption? A systematic map protocol","Environmental Evidence","","11","1","10.1186/s13750-022-00271-1","Biljana MacuraYlva RanU. Martin PerssonAssem Abu HatabMalin JonellTherese LindahlElin Röös","2022","http://link.springer.com/article/10.1186/s13750-022-00271-1","Article"
"Product design lifecycle information model (PDLIM)","The International Journal of Advanced Manufacturing Technology","","118","7 - 8","10.1007/s00170-021-07945-z","Xiaojing NiuMeili WangShengfeng Qin","2022","http://link.springer.com/article/10.1007/s00170-021-07945-z","Article"
"CCBlock: an effective use of deep learning for automatic diagnosis of COVID-19 using X-ray images","Research on Biomedical Engineering","","38","1","10.1007/s42600-020-00110-7","Ali Al-BawiKarrar Al-KaabiMohammed JeryoAhmad Al-Fatlawi","2022","http://link.springer.com/article/10.1007/s42600-020-00110-7","Article"
"Creative idea generation method based on deep learning technology","International Journal of Technology and Design Education","","31","2","10.1007/s10798-019-09556-y","Tianjiao ZhaoJunyu YangHechen ZhangKin Wai Michael Siu","2021","http://link.springer.com/article/10.1007/s10798-019-09556-y","Article"
"Further expansion from Smart Manufacturing System (SMS) to Smart Manufacturing Implementation System (SMIS): industrial application scenarios and evaluation","The International Journal of Advanced Manufacturing Technology","","115","11 - 12","10.1007/s00170-021-07411-w","Xianyu ZhangXinguo Ming","2021","http://link.springer.com/article/10.1007/s00170-021-07411-w","Article"
"Technology development for the early detection of plant pests: a framework for assessing Technology Readiness Levels (TRLs) in environmental science","Journal of Plant Diseases and Protection","","129","5","10.1007/s41348-022-00599-3","Rehema WhiteMariella MarzanoElena FesenkoAlan InmanGlyn JonesBarbara AgstnerRick Mumford","2022","http://link.springer.com/article/10.1007/s41348-022-00599-3","Article"
"Tangible interfaces in early years’ education: a systematic review","Personal and Ubiquitous Computing","","26","1","10.1007/s00779-021-01556-x","Lea Dujić RodićAndrina Granić","2022","http://link.springer.com/article/10.1007/s00779-021-01556-x","Article"
"Systematic literature review on smart contracts in the construction industry: Potentials, benefits, and challenges","Frontiers of Engineering Management","","9","2","10.1007/s42524-022-0188-2","Xuling YeNingshuang ZengMarkus König","2022","http://link.springer.com/article/10.1007/s42524-022-0188-2","Article"
"A Systematic Review and Quality Assessment of Breast Cancer Clinical Practice Guidelines Providing Complementary and Alternative Medicine Recommendations","Current Oncology Reports","","23","10","10.1007/s11912-021-01109-8","Jeremy Y. NgHosna SahakStephanie Ka Ching Lau","2021","http://link.springer.com/article/10.1007/s11912-021-01109-8","Article"
"The Presence of Complementary and Alternative Medicine Recommendations in Head and Neck Cancer Guidelines: Systematic Review and Quality Assessment","Current Oncology Reports","","23","3","10.1007/s11912-021-01024-y","Jeremy Y. NgEkaterina Dogadova","2021","http://link.springer.com/article/10.1007/s11912-021-01024-y","Article"
"Challenges in platforming and digitizing decentralized energy services","Energy Informatics","","5","1","10.1186/s42162-022-00193-9","Ahmed IdriesJohn KrogstieJayaprakash Rajasekharan","2022","http://link.springer.com/article/10.1186/s42162-022-00193-9","Article"
"A comprehensive review on green buildings research: bibliometric analysis during 1998–2018","Environmental Science and Pollution Research","","28","34","10.1007/s11356-021-12739-7","Ying LiYanyu RongUmme Marium AhmadXiaotong WangJian ZuoGuozhu Mao","2021","http://link.springer.com/article/10.1007/s11356-021-12739-7","Article"
"Conducting decolonizing research and practice with Australian First Nations to close the health gap","Health Research Policy and Systems","","19","1","10.1186/s12961-021-00773-3","Pamela LairdAnne B. ChangJohn JackyMary LaneAndré SchultzRoz Walker","2021","http://link.springer.com/article/10.1186/s12961-021-00773-3","Article"
"Sunway supercomputer architecture towards exascale computing: analysis and practice","Science China Information Sciences","","64","4","10.1007/s11432-020-3104-7","Jiangang GaoFang ZhengFengbin QiYajun DingHongliang LiHongsheng LuWangquan HeHongmei WeiLifeng JinXin LiuDaoyong GongFei WangYan ZhengHonghui SunZhou ZhouYong Liu","2021","http://link.springer.com/article/10.1007/s11432-020-3104-7","Article"
"User experience design for a smart-mirror-based personalized training system","Multimedia Tools and Applications","","80","20","10.1007/s11042-020-10148-5","Hye Sun ParkGun A. LeeByung-Kuk SeoMark Billinghurst","2021","http://link.springer.com/article/10.1007/s11042-020-10148-5","Article"
"Universal Design of ICT for Emergency Management from Stakeholders’ Perspective","Information Systems Frontiers","","23","5","10.1007/s10796-020-10084-7","Terje GjøsæterJaziar RadiantiWeiqin Chen","2021","http://link.springer.com/article/10.1007/s10796-020-10084-7","Article"
"Rapid prioritisation of topics for rapid evaluation: the case of innovations in adult social care and social work","Health Research Policy and Systems","","19","1","10.1186/s12961-021-00693-2","Katherine CowanNaomi J. FulopAmelia HarshfieldPei Li NgAntiopi NtouvaManbinder SidhuJon SussexSonila M. TominiHolly Walton","2021","http://link.springer.com/article/10.1186/s12961-021-00693-2","Article"
"Co-designing Healthy Living after Cancer Online: an online nutrition, physical activity, and psychosocial intervention for post-treatment cancer survivors","Journal of Cancer Survivorship","","","","10.1007/s11764-022-01284-y","Morgan LeskeBogda KoczwaraJason BluntJulia MorrisElizabeth EakinCamille E. ShortAnthony DalyJon DegnerLisa Beatty","2022","http://link.springer.com/article/10.1007/s11764-022-01284-y","Article"
"Technical Methods for Social Robots in Museum Settings: An Overview of the Literature","International Journal of Social Robotics","","14","8","10.1007/s12369-022-00904-y","Mehdi HellouJongYoon LimNorina GasteigerMinsu JangHo Seok Ahn","2022","http://link.springer.com/article/10.1007/s12369-022-00904-y","Article"
"Medical Affairs Transformation in Specialty Pharma: Next-Level Collaboration at the Core","Pharmaceutical Medicine","","36","2","10.1007/s40290-022-00419-x","Antony Fulford-SmithEmma LeahAnie AzroyanMonica De AbadalDavid LoewSteven Hildemann","2022","http://link.springer.com/article/10.1007/s40290-022-00419-x","Article"
"49th ESCP virtual symposium on clinical pharmacy 19.10.2021–21.10.2021 Clinical pharmacy, working collaboratively in mental health care","International Journal of Clinical Pharmacy","","43","6","10.1007/s11096-021-01352-w","","2021","http://link.springer.com/article/10.1007/s11096-021-01352-w","Article"
"Archival research on integrated reporting: a systematic review of main drivers and the impact of integrated reporting on firm value","Journal of Management and Governance","","26","3","10.1007/s10997-021-09582-w","Patrick Velte","2022","http://link.springer.com/article/10.1007/s10997-021-09582-w","Article"
"Collaborative and Inclusive Process with the Autism Community: A Case Study in Colombia About Social Robot Design","International Journal of Social Robotics","","13","2","10.1007/s12369-020-00627-y","Andrés A. Ramírez-DuqueLuis F. AycardiAdriana VillaMarcela MuneraTeodiano BastosTony BelpaemeAnselmo Frizera-NetoCarlos A. Cifuentes","2021","http://link.springer.com/article/10.1007/s12369-020-00627-y","Article"
"Developing an Institute for Health Care Delivery Science: successes, challenges, and solutions in the first five years","Health Care Management Science","","24","1","10.1007/s10729-020-09521-5","Madhu MazumdarJashvant V. PoeranBart S. FerketNicole ZubizarretaParul AgarwalKsenia GorbenkoCatherine K. CravenXiaobo (Tony) ZhongAlan J. MoskowitzAnnetine C. GelijnsDavid L. Reich","2021","http://link.springer.com/article/10.1007/s10729-020-09521-5","Article"
"User requirements for the design of smart homes: dimensions and goals","Journal of Ambient Intelligence and Humanized Computing","","","","10.1007/s12652-021-03651-6","Michaela R. ReisingerSebastian ProstJohann SchrammelPeter Fröhlich","2022","http://link.springer.com/article/10.1007/s12652-021-03651-6","Article"
"Unleashing the Potential of the TQM and Industry 4.0 to Achieve Sustainability Performance in the Context of a Developing Country","Global Journal of Flexible Systems Management","","23","4","10.1007/s40171-022-00316-x","Palash SahaSubrata TalapatraH. M. BelalVictoria Jackson","2022","http://link.springer.com/article/10.1007/s40171-022-00316-x","Article"
"Measuring objective and subjective well-being: dimensions and data sources","International Journal of Data Science and Analytics","","11","4","10.1007/s41060-020-00224-2","Vasiliki VoukelatouLorenzo GabrielliIoanna MiliouStefano CresciRajesh SharmaMaurizio TesconiLuca Pappalardo","2021","http://link.springer.com/article/10.1007/s41060-020-00224-2","Article"
"The Societal Readiness Thinking Tool: A Practical Resource for Maturing the Societal Readiness of Research Projects","Science and Engineering Ethics","","28","1","10.1007/s11948-021-00360-3","Michael J. BernsteinMathias Wullum NielsenEmil AlnorAndré BrasilAstrid Lykke BirkvingTung Tung ChanErich GriesslerStefan de JongWouter van de KlippeIngeborg MeijerEmad YaghmaeiPeter Busch NicolaisenMika NieminenPeter NovitzkyNiels Mejlgaard","2022","http://link.springer.com/article/10.1007/s11948-021-00360-3","Article"
"Mixed reality or LEGO game play? Fostering social interaction in children with Autism","Virtual Reality","","26","2","10.1007/s10055-021-00580-9","Batuhan SayisRafael RamirezNarcis Pares","2022","http://link.springer.com/article/10.1007/s10055-021-00580-9","Article"
"Bringing Sectors Together in Da Nang, Vietnam: Participatory Systems Mapping","Journal of Urban Health","","99","4","10.1007/s11524-022-00650-6","Thi Kinh KieuKaren GrattanBailey GoldmanTran Thi Thuy HaTran Thi Thu ThiAmanda Pomeroy–StevensDamodar Bachani","2022","http://link.springer.com/article/10.1007/s11524-022-00650-6","Article"
"A mobile augmented reality application for supporting real-time skin lesion analysis based on deep learning","Journal of Real-Time Image Processing","","18","4","10.1007/s11554-021-01109-8","Rita FranceseMaria FrascaMichele RisiGenoveffa Tortora","2021","http://link.springer.com/article/10.1007/s11554-021-01109-8","Article"
"Evaluation of hydropower project implementing coordination degree on the perspective of stakeholders","International Journal of System Assurance Engineering and Management","","13","3","10.1007/s13198-021-01413-3","Jin HuangAi HuangMin AnHui AnYe TianChang Liu","2022","http://link.springer.com/article/10.1007/s13198-021-01413-3","Article"
"Opportunities and Challenges in Developing Technology-Based Social Skills Interventions for Adolescents with Autism Spectrum Disorder: A Qualitative Analysis of Parent Perspectives","Journal of Autism and Developmental Disorders","","52","10","10.1007/s10803-021-05315-y","Roxanne N. RashediKemberlee BonnetRebecca J. SchulteDavid G. SchlundtAmy R. SwansonAmy KinsmanNicole BardettPablo JuárezZachary E. WarrenGautam BiswasMaithilee Kunda","2022","http://link.springer.com/article/10.1007/s10803-021-05315-y","Article"
"Digital biomarkers and sex impacts in Alzheimer’s disease management — potential utility for innovative 3P medicine approach","EPMA Journal","","13","2","10.1007/s13167-022-00284-3","Robbert L. HarmsAlberto FerrariIrene B. MeierJulie MartinkovaEnrico SantusNicola MarinoDavide CirilloSimona MellinoSilvina Catuara SolarzIoannis TarnanasCassandra SzoekeJakub HortAlfonso ValenciaMaria Teresa FerrettiAzizi SeixasAntonella Santuccione Chadha","2022","http://link.springer.com/article/10.1007/s13167-022-00284-3","Article"
"Ethical Considerations from Child-Robot Interactions in Under-Resourced Communities","International Journal of Social Robotics","","","","10.1007/s12369-022-00882-1","Divyanshu Kumar SinghManohar KumarEduard Fosch-VillarongaDeepa SinghJainendra Shukla","2022","http://link.springer.com/article/10.1007/s12369-022-00882-1","Article"
"Identifying Functions and Behaviours of Social Robots for In-Class Learning Activities: Teachers’ Perspective","International Journal of Social Robotics","","14","3","10.1007/s12369-021-00820-7","Jessy CehaEdith LawDana KulićPierre-Yves OudeyerDidier Roy","2022","http://link.springer.com/article/10.1007/s12369-021-00820-7","Article"
"Researching interactions between humans and machines: methodological challenges","Publizistik","","67","4","10.1007/s11616-022-00759-3","Esther GreussingFranziska GaiserStefanie Helene KleinCarolin StraßmannCarolin IschenSabrina EimlerKatharina FrehmannMiriam GieselmannCharlotte KnorrAngelica Lermann HenestrosaAndy RäderSonja Utz","2022","http://link.springer.com/article/10.1007/s11616-022-00759-3","Article"
"Expanding the scope of biogeochemical research to accelerate atmospheric carbon capture","Biogeochemistry","","161","1","10.1007/s10533-022-00957-1","Lucas C. R. Silva","2022","http://link.springer.com/article/10.1007/s10533-022-00957-1","Article"
"A new multi-period optimization model for resilient-sustainable project portfolio evaluation under interval-valued Pythagorean fuzzy sets with a case study","International Journal of Machine Learning and Cybernetics","","12","12","10.1007/s13042-021-01403-8","Vahid MohagheghiSeyed Meysam Mousavi","2021","http://link.springer.com/article/10.1007/s13042-021-01403-8","Article"
"Hospital funding reforms in Canada: a narrative review of Ontario and Quebec strategies","Health Research Policy and Systems","","20","1","10.1186/s12961-022-00879-2","Maude LabergeFrancesca Katherine BrundisiniMyriam ChampagneImtiaz Daniel","2022","http://link.springer.com/article/10.1186/s12961-022-00879-2","Article"
"Culex quinquefasciatus: status as a threat to island avifauna and options for genetic control","CABI Agriculture and Bioscience","","2","1","10.1186/s43170-021-00030-1","Tim Harvey-SamuelThomas AntJolene SuttonChris N. NiebuhrSamoa AsigauPatricia ParkerSteven SinkinsLuke Alphey","2021","http://link.springer.com/article/10.1186/s43170-021-00030-1","Article"
"Systematic Review of Telemedicine and eHealth Systems Applied to Vascular Surgery","Journal of Medical Systems","","46","12","10.1007/s10916-022-01895-z","Isabel Herrera MontanoElena Presencio LafuenteJose Breñosa MartínezArturo Ortega MansillaIsabel de la Torre DíezMaría Lourdes Del Río-Solá","2022","http://link.springer.com/article/10.1007/s10916-022-01895-z","Article"
"How Information and Communication Tools (ICT) affect the processes and decision-making in professional urban design practice?","URBAN DESIGN International","","","","10.1057/s41289-022-00196-8","Firas A. Al-Douri","2022","http://link.springer.com/article/10.1057/s41289-022-00196-8","Article"
"Civic universities and bottom-up approaches to boost local development of rural areas: the case of the University of Macerata","Agricultural and Food Economics","","9","1","10.1186/s40100-021-00185-5","Tomasi SabrinaCavicchi AlessioAleffi ChiaraPaviotti GigliolaFerrara ConcettaBaldoni FedericaPassarini Paolo","2021","http://link.springer.com/article/10.1186/s40100-021-00185-5","Article"
"Prioritization of strategies to overcome the barriers in Industry 4.0: a hybrid MCDM approach","OPSEARCH","","58","3","10.1007/s12597-020-00505-1","Veepan KumarPrem VratRavi Shankar","2021","http://link.springer.com/article/10.1007/s12597-020-00505-1","Article"
"Global challenges facing plant pathology: multidisciplinary approaches to meet the food security and environmental challenges in the mid-twenty-first century","CABI Agriculture and Bioscience","","2","1","10.1186/s43170-021-00042-x","Michael JegerRobert BeresfordClive BockNathan BrownAdrian FoxAdrian NewtonAntonio VicentXiangming XuJonathan Yuen","2021","http://link.springer.com/article/10.1186/s43170-021-00042-x","Article"
"Developing Strategic Recommendations for Implementing Smart Pumps in Advanced Healthcare Systems to Improve Intravenous Medication Safety","Drug Safety","","45","8","10.1007/s40264-022-01203-1","Adam SutherlandMatthew D. JonesMoninne HowlettSara Arenas-LopezArif PatelBryony Dean Franklin","2022","http://link.springer.com/article/10.1007/s40264-022-01203-1","Article"
"Learning from experience: what the emerging global marine assessment community can learn from the social processes of other global environmental assessments","Anthropocene Coasts","","4","1","10.1139/anc-2020-0018","Kyle FawkesSebastian FerseAnja ScheffersValerie Cummins","2021","http://link.springer.com/article/10.1139/anc-2020-0018","Article"
"Improving ethical attitudes to animals with digital technologies: the case of apes and zoos","Ethics and Information Technology","","23","4","10.1007/s10676-021-09618-7","Simon CoghlanSarah WebberMarcus Carter","2021","http://link.springer.com/article/10.1007/s10676-021-09618-7","Article"
"Anesthetic protocol for right ventricular dysfunction management in heart transplantation: systematic review, development and validation","BMC Anesthesiology","","21","1","10.1186/s12871-021-01261-5","Lucas Nepomuceno BarrosRicardo Barreira UchoaJuan Alberto Cosquillo MejiaRogean Rodrigues NunesDenise Araujo Silva Nepomuceno BarrosFiladelfo Rodrigues Filho","2021","http://link.springer.com/article/10.1186/s12871-021-01261-5","Article"
"An Exploration into Future Business Process Management Capabilities in View of Digitalization","Business & Information Systems Engineering","","63","2","10.1007/s12599-020-00637-0","Georgi Dimov KerpedzhievUlrich Matthias KönigMaximilian RöglingerMichael Rosemann","2021","http://link.springer.com/article/10.1007/s12599-020-00637-0","Article"
"Evaluation of computerized school selection and placement system in Ghana using fit and viability theory","Education and Information Technologies","","27","8","10.1007/s10639-022-11109-1","Acheampong OwusuJoshua Nii Akai Nettey","2022","http://link.springer.com/article/10.1007/s10639-022-11109-1","Article"
"Teaching Mathematics Integrating Intelligent Tutoring Systems: Investigating Prospective Teachers’ Concerns and TPACK","International Journal of Science and Mathematics Education","","20","8","10.1007/s10763-021-10221-x","Dongjo Shin","2022","http://link.springer.com/article/10.1007/s10763-021-10221-x","Article"
"Citizen science in environmental and ecological sciences","Nature Reviews Methods Primers","","2","1","10.1038/s43586-022-00144-4","Dilek FraislGerid HagerBaptiste BedessemMargaret GoldPen-Yuan HsingFinn DanielsenColleen B. HitchcockJoseph M. HulbertJaume PieraHelen SpiersMartin ThielMordechai Haklay","2022","http://link.springer.com/article/10.1038/s43586-022-00144-4","Article"
"Comparative Analysis of ROS-Unity3D and ROS-Gazebo for Mobile Ground Robot Simulation","Journal of Intelligent & Robotic Systems","","106","4","10.1007/s10846-022-01766-2","Jonathan PlattKenneth Ricks","2022","http://link.springer.com/article/10.1007/s10846-022-01766-2","Article"
"Social and Active Inclusion of the Elderly in the City Through Affective Walkability","The Review of Socionetwork Strategies","","15","2","10.1007/s12626-021-00091-8","Stefania BandiniFrancesca Gasparini","2021","http://link.springer.com/article/10.1007/s12626-021-00091-8","Article"
"Smart home modification design strategies for ageing in place: a systematic review","Journal of Housing and the Built Environment","","37","2","10.1007/s10901-021-09888-z","Chuan MaOlivia Guerra-SantinMasi Mohammadi","2022","http://link.springer.com/article/10.1007/s10901-021-09888-z","Article"
"Strategies to self-manage side-effects of adjuvant endocrine therapy among breast cancer survivors: an umbrella review of empirical evidence and clinical guidelines","Journal of Cancer Survivorship","","16","6","10.1007/s11764-021-01114-7","Louise H. HallNatalie V. KingChristopher D. GrahamSophie M. C. GreenAlice BarberRichard D. NealRobbie FoyJane ClarkKelly E. LloydSamuel G. Smith","2022","http://link.springer.com/article/10.1007/s11764-021-01114-7","Article"
