Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Serious Games in STEM: Online Collaborative Design of a Lunar Simulator","Social Computing and Social Media: Applications in Marketing, Learning, and Health","","","","10.1007/978-3-030-77685-5_18","Chantil Hunt EstevezJoshua JonesSujan ShresthaGiovanni Vincenti","2021","http://link.springer.com/chapter/10.1007/978-3-030-77685-5_18","Chapter"
"Participatory Design to Create Digital Technologies for Batik Intangible Cultural Heritage","Design, User Experience, and Usability:  Design for Diversity, Well-being, and Social Development","","","","10.1007/978-3-030-78224-5_7","Puspita Ayu PermatasariLorenzo Cantoni","2021","http://link.springer.com/chapter/10.1007/978-3-030-78224-5_7","Chapter"
"The Application Status and Development Trend of Artificial Intelligence in Ship Fields of China","2023 International Conference on Marine Equipment & Technology and Sustainable Development","","","","10.1007/978-981-99-4291-6_80","Meicheng YangSiwen ZhangYuxin PanXiaoqin ChangGang Xu","2023","http://link.springer.com/chapter/10.1007/978-981-99-4291-6_80","Chapter"
"DemSelf, A Mobile App for Self-administered Touch-Based Cognitive Screening: Participatory Design with Stakeholders","Human Aspects of IT for the Aged Population. Supporting Everyday Life Activities","","","","10.1007/978-3-030-78111-8_13","Martin BurghartJulie L. O’SullivanRobert SpangJan-Niklas Voigt-Antons","2021","http://link.springer.com/chapter/10.1007/978-3-030-78111-8_13","Chapter"
"Localizing Climate-Smart Applications Through Participatory Design: A Case Study of the Beekeeper’s Companion","HCI International 2022 Posters","","","","10.1007/978-3-031-06388-6_45","Sarah-Beth HoptonMax RünzelLaura Becker","2022","http://link.springer.com/chapter/10.1007/978-3-031-06388-6_45","Chapter"
"Clinical Decision Making and Outcome Prediction for COVID-19 Patients Using Machine Learning","Pervasive Computing Technologies for Healthcare","","","","10.1007/978-3-030-99194-4_1","Adamopoulou MariaVelissaris DimitriosMichou IoannaMatzaroglou CharalamposMessaris GerasimosKoutsojannis Constantinos","2022","http://link.springer.com/chapter/10.1007/978-3-030-99194-4_1","Chapter"
"Collaborative Design in Concurrent Engineering of Industry 4.0 Through Virtual Reality Simulation in Achieving Accelerated Time-To-Market During COVID-19 (Coronavirus) Pandemic Outbreak","International Conference on Artificial Intelligence for Smart Community","","","","10.1007/978-981-16-2183-3_14","A. F. FudzinM. AminA. Mokhtar","2022","http://link.springer.com/chapter/10.1007/978-981-16-2183-3_14","Chapter"
"Prediction in Industry 4.0 with Lean Six Sigma","Proceedings of 3rd International Conference on Recent Trends in Machine Learning, IoT, Smart Cities and Applications","","","","10.1007/978-981-19-6088-8_51","Somya GoyalHarshit JhaAyush Gupta","2023","http://link.springer.com/chapter/10.1007/978-981-19-6088-8_51","Chapter"
"Designing a Worker Companion - Design Implications from On-Site and Remote Participatory Design in the Context of Industry 4.0","HCI in Business, Government and Organizations","","","","10.1007/978-3-031-05544-7_31","Jorge RibeiroCristina SantosElsa OliveiraRicardo Melo","2022","http://link.springer.com/chapter/10.1007/978-3-031-05544-7_31","Chapter"
"Evaluating Team Fluency in Human-Industrial Robot Collaborative Design Tasks","Computer-Aided Architectural Design. Design Imperatives: The Future is Now","","","","10.1007/978-981-19-1280-1_24","Alicia Nahmad Vazquez","2022","http://link.springer.com/chapter/10.1007/978-981-19-1280-1_24","Chapter"
"AI Urban Voids: A Data-Driven Approach to Urban Activation","Hybrid Intelligence","","","","10.1007/978-981-19-8637-6_26","Amal AlgamdeyAleksander MastalskiAngelos ChronisAmar GurungFelipe Romero VargasGerman BodenbenderLea Khairallah","2023","http://link.springer.com/chapter/10.1007/978-981-19-8637-6_26","Chapter"
"Analysis of User Participatory Design and Gamification in Modern Media","Design, User Experience, and Usability","","","","10.1007/978-3-031-35699-5_7","Xiandong ChengHao HeYushan Jiang","2023","http://link.springer.com/chapter/10.1007/978-3-031-35699-5_7","Chapter"
"Machine Learning Assisted Intelligent Reflecting Surface MIMO Communication-Gateway for 6G—A Review","Proceedings of Fourth International Conference on Computing, Communications, and Cyber-Security","","","","10.1007/978-981-99-1479-1_40","Praveen SrivastavaShelej Khera","2023","http://link.springer.com/chapter/10.1007/978-981-99-1479-1_40","Chapter"
"Collaborative Design Method for Product Quality Based on Neural Network","Proceedings of 2021 Chinese Intelligent Systems Conference","","","","10.1007/978-981-16-6320-8_3","Guodong YiLifan YiJin Li","2022","http://link.springer.com/chapter/10.1007/978-981-16-6320-8_3","Chapter"
"Collaborative Design Approach for the Development of an Ontology-Based Decision Support System in Health Tourism","Smart and Sustainable Collaborative Networks 4.0","","","","10.1007/978-3-030-85969-5_59","Daniele SpoladoreElena PessotMichael BischofArnulf HartlMarco Sacco","2021","http://link.springer.com/chapter/10.1007/978-3-030-85969-5_59","Chapter"
"Explainable Artificial Intelligence (XAI) User Interface Design for Solving a Rubik’s Cube","HCI International 2022 – Late Breaking Posters","","","","10.1007/978-3-031-19682-9_76","Cassidy BradleyDezhi WuHengtao TangIshu SinghKatelyn WydantBrittany CappsKaren WongForest AgostinelliMatthew IrvinBiplav Srivastava","2022","http://link.springer.com/chapter/10.1007/978-3-031-19682-9_76","Chapter"
"Towards Human-AI Collaborative Architectural Concept Design via Semantic AI","Computer-Aided Architectural Design. INTERCONNECTIONS: Co-computing Beyond Boundaries","","","","10.1007/978-3-031-37189-9_5","Shuyao DaiYang LiKazjon GraceAnastasia Globa","2023","http://link.springer.com/chapter/10.1007/978-3-031-37189-9_5","Chapter"
"Setting AI in Context: A Case Study on Defining the Context and Operational Design Domain for Automated Driving","Requirements Engineering: Foundation for Software Quality","","","","10.1007/978-3-030-98464-9_16","Hans-Martin HeynPadmini SubbiahJennifer LinderEric KnaussOlof Eriksson","2022","http://link.springer.com/chapter/10.1007/978-3-030-98464-9_16","Chapter"
"Envisioning Educational Product User eXperience Through Participatory Design Practice","Design, User Experience, and Usability:  UX Research and Design","","","","10.1007/978-3-030-78221-4_11","Di ZhuSihao CaiChenhong YangRuilin WangLiuyi ZhaoSiqi FengWei Liu","2021","http://link.springer.com/chapter/10.1007/978-3-030-78221-4_11","Chapter"
"Advanced Computer-Aided Design Using Federated Machine Learning for Creative Design Processes","Methods and Applications for Modeling and Simulation of Complex Systems","","","","10.1007/978-981-99-7243-2_26","Gunasekar ThangarasuKesava Rao Alla","2024","http://link.springer.com/chapter/10.1007/978-981-99-7243-2_26","Chapter"
"Configuring Participatory Design of ICT for Aging Well as Matters of Care","Information and Communication Technologies for Ageing Well and e-Health","","","","10.1007/978-3-031-37496-8_9","Alina HuldtgrenHolger KlapperichCordula Endter","2023","http://link.springer.com/chapter/10.1007/978-3-031-37496-8_9","Chapter"
"Participatory Design as an Audiovisual Strategy in Brand Manuals","Proceedings of Eighth International Congress on Information and Communication Technology","","","","10.1007/978-981-99-3091-3_66","Carlos Borja-GaleasHugo Arias-Flores","2023","http://link.springer.com/chapter/10.1007/978-981-99-3091-3_66","Chapter"
"Sustainable AI - Standards, Current Practices and Recommendations","Proceedings of the Future Technologies Conference (FTC) 2023, Volume 1","","","","10.1007/978-3-031-47454-5_21","Indervir Singh BanipalShubhi AsthanaSourav Mazumder","2023","http://link.springer.com/chapter/10.1007/978-3-031-47454-5_21","Chapter"
"Unraveling the Algorithms for Humanized Digital Work Oriented Artificial Intelligence","Progress in Artificial Intelligence","","","","10.1007/978-3-031-16474-3_9","Monique de Souza Arruda","2022","http://link.springer.com/chapter/10.1007/978-3-031-16474-3_9","Chapter"
"Participatory Design for Worker Training in an Industrial Context","Cooperative Design, Visualization, and Engineering","","","","10.1007/978-3-031-16538-2_19","Rene BennysonEsben Skov Laursen","2022","http://link.springer.com/chapter/10.1007/978-3-031-16538-2_19","Chapter"
"Collaborative Design and Manufacture: Information Structures for Team Formation and Coordination","Graph Structures for Knowledge Representation and Reasoning","","","","10.1007/978-3-030-72308-8_7","Iain Duncan StalkerNikolai Kazantsev","2021","http://link.springer.com/chapter/10.1007/978-3-030-72308-8_7","Chapter"
"Enhancing Quality of Sustainability Reporting by Using Big Data Analytics: A Conceptual Framework Based on Stakeholder Engagement","Artificial Intelligence for Sustainable Finance and Sustainable Technology","","","","10.1007/978-3-030-93464-4_40","Mohamed Abdelmounem Serag","2022","http://link.springer.com/chapter/10.1007/978-3-030-93464-4_40","Chapter"
"The Introduction of Digital Technologies to Participatory Design in the Public Spaces Formation","Innovations in Digital Economy","","","","10.1007/978-3-031-14985-6_23","Svetlana PupentsovaAlexandr DeminAlina KirilyukVictoria Pupentsova","2022","http://link.springer.com/chapter/10.1007/978-3-031-14985-6_23","Chapter"
"A Participatory Design Approach to Develop a VR-Based Electrocardiogram Training Simulator","Virtual, Augmented and Mixed Reality","","","","10.1007/978-3-031-35634-6_34","Harris NisarArnav ShahAvinash GuptaAbraham Kocheril","2023","http://link.springer.com/chapter/10.1007/978-3-031-35634-6_34","Chapter"
"Participatory Design and Early Deployment of DarumaTO-3 Social Robot","Social Robotics","","","","10.1007/978-3-031-24670-8_49","Zhihao ShenNanaka UranoChih-Pu ChenShi FengScean MitchellMasao KatagiriYegang DuFranco Pariasca TrevejoTito P. TomoAlexander SchmitzRyan BrowneToshimi OgawaYasuyuki TakiGabriele Trovato","2022","http://link.springer.com/chapter/10.1007/978-3-031-24670-8_49","Chapter"
"Human-Centered HCI Practices Leading the Path to Industry 5.0: A Systematic Literature Review","HCI International 2023 Posters","","","","10.1007/978-3-031-35989-7_1","Anja BrücknerPhilipp HeinFranziska Hein-PenselJasmin MayanMandy Wölke","2023","http://link.springer.com/chapter/10.1007/978-3-031-35989-7_1","Chapter"
"Prototyping Process Analyzed from Dialogue and Behavior in Collaborative Design","Human Interface and the Management of Information","","","","10.1007/978-3-031-35129-7_40","Fuko OuraTakeo AinoyaAhmad EiboKeiko Kasamatsu","2023","http://link.springer.com/chapter/10.1007/978-3-031-35129-7_40","Chapter"
"Research on the Influence of Team Members with Different Creativity Levels and Academic Background on the Collaborative Design Process","Design, User Experience, and Usability:  UX Research and Design","","","","10.1007/978-3-030-78221-4_42","Zhengyu WangMeiyu ZhouZhengyu Shi","2021","http://link.springer.com/chapter/10.1007/978-3-030-78221-4_42","Chapter"
"Design Education in Post-pandemic Age: Examining the Roles Digital Platforms Play in Collaborative Design Activities","Cross-Cultural Design. Applications in Business, Communication, Health, Well-being, and Inclusiveness","","","","10.1007/978-3-031-06050-2_21","Yuhan Zhang","2022","http://link.springer.com/chapter/10.1007/978-3-031-06050-2_21","Chapter"
"Collaborative Design of a Synchrotron Ontology","Cooperative Design, Visualization, and Engineering","","","","10.1007/978-3-030-88207-5_20","Julia Szota-Pachowicz","2021","http://link.springer.com/chapter/10.1007/978-3-030-88207-5_20","Chapter"
"Exploring the Collaborative Design Process at Conventional Design Studio","Innovative Technologies and Learning","","","","10.1007/978-3-031-15273-3_25","Upeksha HettithanthriPreben HansenHarsha Munasinghe","2022","http://link.springer.com/chapter/10.1007/978-3-031-15273-3_25","Chapter"
"Collaborative Design: Evolution of Project’s Information and Role of the Graphic Interactions","Design Computing and Cognition’22","","","","10.1007/978-3-031-20418-0_25","Gaëlle BaudouxPierre Leclercq","2023","http://link.springer.com/chapter/10.1007/978-3-031-20418-0_25","Chapter"
"A Conceptual Framework to Support a New Collaborative Design Process for Immersive Technology Integration in Museum Exhibitions","Extended Reality","","","","10.1007/978-3-031-43404-4_11","Elena SpadoniMarina CarulliMonica Bordegoni","2023","http://link.springer.com/chapter/10.1007/978-3-031-43404-4_11","Chapter"
"Auxiliary Role of Artificial Intelligence Technology in Landscape Architecture Design","2021 International Conference on Applications and Techniques in Cyber Intelligence","","","","10.1007/978-3-030-79200-8_87","Yinglin Xiao","2021","http://link.springer.com/chapter/10.1007/978-3-030-79200-8_87","Chapter"
"The Application of Artificial Intelligence in Organizational Innovation Management: Take the Autonomous Driving Technology of Tesla as an Example","Advances in Artificial Systems for Logistics Engineering","","","","10.1007/978-3-031-04809-8_63","Gubo HuangYan Yu","2022","http://link.springer.com/chapter/10.1007/978-3-031-04809-8_63","Chapter"
"Adapting Participatory Design Activities for Autistic Adults: A Review","Design, User Experience, and Usability:  Design for Diversity, Well-being, and Social Development","","","","10.1007/978-3-030-78224-5_21","Rachael MaunMarc FabriPip Trevorrow","2021","http://link.springer.com/chapter/10.1007/978-3-030-78224-5_21","Chapter"
"Co-creating User Journey Map – A Systematic Approach to Exploring Users’ Day-to-Day Experience in Participatory Design Workshops","Human-Computer Interaction","","","","10.1007/978-3-031-35596-7_1","Wan-Ling ChangYing-Cih Shao","2023","http://link.springer.com/chapter/10.1007/978-3-031-35596-7_1","Chapter"
"Incorporating Design Thinking Approach to the Mutual Learning Process: A Case Study of Participatory Design with Senior Daycare Workers","Human-Computer Interaction","","","","10.1007/978-3-031-35596-7_23","Tzu-Hsuan YuWan-Ling Chang","2023","http://link.springer.com/chapter/10.1007/978-3-031-35596-7_23","Chapter"
"Research on the Design of Online Participatory Design Workshop Platform Under Metaphor Design","Human-Computer Interaction","","","","10.1007/978-3-031-35596-7_10","Renxuan LiuQi QiDuan Wu","2023","http://link.springer.com/chapter/10.1007/978-3-031-35596-7_10","Chapter"
"Participatory Design Fictions with Mixed Reality: A User Study Framework for Future Smart Cockpit","HCI International 2022 – Late Breaking Papers: HCI for Today's Community and Economy","","","","10.1007/978-3-031-18158-0_32","Cheng ChiYiwen ZhangYate GeWenjia WangJianuo LiXiaohua Sun","2022","http://link.springer.com/chapter/10.1007/978-3-031-18158-0_32","Chapter"
"A Tourist Participatory Design for Boosting the Nighttime Cultural Tourism","Cross-Cultural Design. Interaction Design Across Cultures","","","","10.1007/978-3-031-06038-0_14","Shu FangYangshuo Zheng","2022","http://link.springer.com/chapter/10.1007/978-3-031-06038-0_14","Chapter"
"The Potential of Rural Resources in Meeting Local Needs Through Participatory Design Interventions","Cross-Cultural Design. Interaction Design Across Cultures","","","","10.1007/978-3-031-06038-0_16","Bingbing JiangKunwu Xu","2022","http://link.springer.com/chapter/10.1007/978-3-031-06038-0_16","Chapter"
"Design Empowerment: Participatory Design Towards Social Sustainability","Cross-Cultural Design. Interaction Design Across Cultures","","","","10.1007/978-3-031-06038-0_20","Man Zhang","2022","http://link.springer.com/chapter/10.1007/978-3-031-06038-0_20","Chapter"
"Lesson-Planning Groupware for Teachers: Situated Participatory Design","Learning and Collaboration Technologies","","","","10.1007/978-3-031-34411-4_34","Leandro QueirosAlex Sandro GomesRosane AlencarAluísio PereiraFernando Moreira","2023","http://link.springer.com/chapter/10.1007/978-3-031-34411-4_34","Chapter"
"User Experience Requirements of Digital Moderation Systems in South Africa: Using Participatory Design Within Design Science Research","The Transdisciplinary Reach of Design Science Research","","","","10.1007/978-3-031-06516-3_35","V. RajamanyJ. A. van BiljonC. J. van Staden","2022","http://link.springer.com/chapter/10.1007/978-3-031-06516-3_35","Chapter"
"Administrative Modular Integral System Participatory. Design in Software Development","Computer Science – CACIC 2021","","","","10.1007/978-3-031-05903-2_3","Verónica K. PagnoniDiego F. CraigJuan P. MéndezEduardo E. Mendoza","2022","http://link.springer.com/chapter/10.1007/978-3-031-05903-2_3","Chapter"
"Hurdle Relay: A Participatory Design Method for Understanding the Information Gap Through Iterative Comparison","HCI International 2021 - Posters","","","","10.1007/978-3-030-78635-9_69","Keunwoo KimSeoyeon JangHyeonju ParkKyung Je JoHankyung KimYoun-kyung Lim","2021","http://link.springer.com/chapter/10.1007/978-3-030-78635-9_69","Chapter"
"Participatory Design Workshop to Create a Virtual Reality Musical Instrument Based on Tumbuk Kalang","Advances in Visual Informatics","","","","10.1007/978-981-99-7339-2_13","Hanif BaharinNoris NorowiKhatriza Ahmad SaffianYap Eng Sim","2024","http://link.springer.com/chapter/10.1007/978-981-99-7339-2_13","Chapter"
"Being There Creating Home for Migrant and Refugee Women Using Participatory Design Approaches Through Virtual Reality","Extended Reality and Metaverse","","","","10.1007/978-3-031-25390-4_29","S. Rezaei RashnoodiM. S. van Gisbergen","2023","http://link.springer.com/chapter/10.1007/978-3-031-25390-4_29","Chapter"
"A Novel Framework for Harnessing AI for Evidence-Based Policymaking in E-Governance Using Smart Contracts","Advanced Communication and Intelligent Systems","","","","10.1007/978-3-031-45124-9_18","Kamal UpretiAnkit VermaShikha MittalPrashant VatsMustafizul HaqueShakir Ali","2023","http://link.springer.com/chapter/10.1007/978-3-031-45124-9_18","Chapter"
"Human in Command in Manufacturing","Advances in Production Management Systems. Production Management Systems for Responsible Manufacturing, Service, and Logistics Futures","","","","10.1007/978-3-031-43662-8_40","Doris AschenbrennerCecilia Colloseus","2023","http://link.springer.com/chapter/10.1007/978-3-031-43662-8_40","Chapter"
"AI Integrated Blockchain Technology for Secure Health Care—Consent-Based Secured Federated Transfer Learning for Predicting COVID-19 on Wearable Devices","International Conference on Innovative Computing and Communications","","","","10.1007/978-981-19-2821-5_30","T. Ravi Shanker ReddyB. M. Beena","2023","http://link.springer.com/chapter/10.1007/978-981-19-2821-5_30","Chapter"
"Active Participatory Social Robot Design Using Mind Perception Attributes","Social Robotics","","","","10.1007/978-3-031-24670-8_50","Weston LaityBenjamin DossettRobel MamoDaniel PittmanKerstin Haring","2022","http://link.springer.com/chapter/10.1007/978-3-031-24670-8_50","Chapter"
"Artificial Intelligence for Clinical Intensive Care in the Hospital: Opportunities and Challenges","Digital Human Modeling and Applications in Health, Safety, Ergonomics and Risk Management","","","","10.1007/978-3-031-35748-0_16","Kirsten Brukamp","2023","http://link.springer.com/chapter/10.1007/978-3-031-35748-0_16","Chapter"
"Digital Storytelling by Women in Tech Communities","Interactive Storytelling","","","","10.1007/978-3-031-47655-6_6","Renata Loureiro FradeMário Vairinhos","2023","http://link.springer.com/chapter/10.1007/978-3-031-47655-6_6","Chapter"
"AllyChat: Developing a VR Conversational AI Agent Using Few-Shot Learning to Support Individuals with Intellectual Disabilities","Human-Computer Interaction – INTERACT 2023","","","","10.1007/978-3-031-42293-5_43","Brittany Garcia-PiRohan ChaudhuryMiles VersawJonathan BackDongjin KwonCaleb KicklighterPaul TaeleJinsil Hwaryoung Seo","2023","http://link.springer.com/chapter/10.1007/978-3-031-42293-5_43","Chapter"
"Interdisciplinary Approaches to Getting AI Experts and Education Stakeholders Talking","Artificial Intelligence  in Education. Posters and Late Breaking Results, Workshops and Tutorials, Industry and Innovation Tracks, Practitioners’ and Doctoral Consortium","","","","10.1007/978-3-031-11647-6_20","Rachel DicklerShiran DudyAreej MawasiJacob WhitehillAlayne BensonAmy Corbitt","2022","http://link.springer.com/chapter/10.1007/978-3-031-11647-6_20","Chapter"
"Big Data Management for Machine Learning from Big Data","Advanced Information Networking and Applications","","","","10.1007/978-3-031-29056-5_35","Anifat M. OlawoyinCarson K. LeungConnor C. J. HryhorukAlfredo Cuzzocrea","2023","http://link.springer.com/chapter/10.1007/978-3-031-29056-5_35","Chapter"
"Hybrid Spaces, Hybrid Methodologies: Finding Ways of Working with Social Sciences and Humanities in Human-Computer Interaction","Human-Computer Interaction. Theoretical Approaches and Design Methods","","","","10.1007/978-3-031-05311-5_3","Claude DraudeGoda Klumbytė","2022","http://link.springer.com/chapter/10.1007/978-3-031-05311-5_3","Chapter"
"Artificial Intelligence in the Innovation Process - Do We Pay Attention to This Participant in Innovative Projects?","Information Systems","","","","10.1007/978-3-030-95947-0_30","Zornitsa Yordanova","2022","http://link.springer.com/chapter/10.1007/978-3-030-95947-0_30","Chapter"
"Generative AI for Immersive Experiences: Integrating Text-to-Image Models in VR-Mediated Co-design Workflows","HCI International 2023 Posters","","","","10.1007/978-3-031-36004-6_52","Chris BussellAhmed EhabDaniel Hartle-RyanTimo Kapsalis","2023","http://link.springer.com/chapter/10.1007/978-3-031-36004-6_52","Chapter"
"Championing Electromobility with Co-engineered Services Based on Artificial Intelligence and Interdisciplinarity","Cooperative Design, Visualization, and Engineering","","","","10.1007/978-3-031-43815-8_24","Thomas TamisierGerman CastignaniLaurence Johannsen","2023","http://link.springer.com/chapter/10.1007/978-3-031-43815-8_24","Chapter"
"Management Information Systems Enhance Corporate Sustainability","Artificial Intelligence for Sustainable Finance and Sustainable Technology","","","","10.1007/978-3-030-93464-4_24","AbdulKareem SeyadiFatema AlZayaniEman SalemSayed Mohammed Taleb","2022","http://link.springer.com/chapter/10.1007/978-3-030-93464-4_24","Chapter"
"Multi-stakeholder Approach for Designing an AI Model to Predict Treatment Adherence","Digital Human Modeling and Applications in Health, Safety, Ergonomics and Risk Management","","","","10.1007/978-3-031-35748-0_19","Beatriz Merino-BarbanchoPeña ArroyoMiguel RujasAna CipricNicholas CicconeFrancisco Lupiáñez-VillanuevaAna Roca-Umbert WürthFrans FolkvordMaría Fernanda CabreraMaría Teresa ArredondoGiuseppe Fico","2023","http://link.springer.com/chapter/10.1007/978-3-031-35748-0_19","Chapter"
"A Systematic Approach Towards Mapping Stakeholders in Different Phases of PED Development—Extending the PED Toolbox","Sustainability in Energy and Buildings 2021","","","","10.1007/978-981-16-6269-0_38","Caroline ChengVicky Albert-SeifriedLaura AeleneiHan VandevyvereOscar SecoM. Nuria SánchezMari Hukkalainen","2022","http://link.springer.com/chapter/10.1007/978-981-16-6269-0_38","Chapter"
