Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Proceedings of the 21st Congress of the International Ergonomics Association (IEA 2021)","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-74614-8","Dr. Nancy L. BlackDr. W. Patrick NeumannDr. Ian Noy","2022","http://link.springer.com/book/10.1007/978-3-030-74614-8","Book"
"Artificial Intelligence  in Education. Posters and Late Breaking Results, Workshops and Tutorials, Industry and Innovation Tracks, Practitioners’ and Doctoral Consortium","Lecture Notes in Computer Science","","","","10.1007/978-3-031-11647-6","Dr. Maria Mercedes RodrigoProf. Noburu MatsudaProf. Alexandra I. CristeaDr. Vania Dimitrova","2022","http://link.springer.com/book/10.1007/978-3-031-11647-6","Book"
"Advanced Information Networking and Applications","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-99619-2","Prof. Dr. Leonard BarolliProf. Farookh HussainProf. Tomoya Enokido","2022","http://link.springer.com/book/10.1007/978-3-030-99619-2","Book"
"Business Process Management","Lecture Notes in Computer Science","","","","10.1007/978-3-030-85469-0","Dr. Artem PolyvyanyyDr. Moe Thandar WynnAmy Van LooyProf. Dr. Manfred Reichert","2021","http://link.springer.com/book/10.1007/978-3-030-85469-0","Book"
"Advances in Information and Communication","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-030-73100-7","Kohei Arai","2021","http://link.springer.com/book/10.1007/978-3-030-73100-7","Book"
"Freedom and Social Inclusion in a Connected World","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-031-19429-0","Yingqin ZhengPamela AbbottJose Antonio Robles-Flores","2022","http://link.springer.com/book/10.1007/978-3-031-19429-0","Book"
"Business Process Management","Lecture Notes in Computer Science","","","","10.1007/978-3-030-58666-9","Dirk FahlandChiara GhidiniProf. Dr. Jörg BeckerProf. Marlon Dumas","2020","http://link.springer.com/book/10.1007/978-3-030-58666-9","Book"
"Social Computing and Social Media: Design, User Experience and Impact","Lecture Notes in Computer Science","","","","10.1007/978-3-031-05061-9","Gabriele Meiselwitz","2022","http://link.springer.com/book/10.1007/978-3-031-05061-9","Book"
"Design, User Experience, and Usability. Design for Contemporary Interactive Environments","Lecture Notes in Computer Science","","","","10.1007/978-3-030-49760-6","Dr. Aaron MarcusElizabeth Rosenzweig","2020","http://link.springer.com/book/10.1007/978-3-030-49760-6","Book"
"HCI International 2022 - Late Breaking Papers. Design, User Experience and Interaction","Lecture Notes in Computer Science","","","","10.1007/978-3-031-17615-9","Masaaki KurosuSakae YamamotoHirohiko MoriMarcelo M. SoaresElizabeth RosenzweigAaron MarcusPei-Luen Patrick RauDon HarrisWen-Chin Li","2022","http://link.springer.com/book/10.1007/978-3-031-17615-9","Book"
"Smart and Sustainable Collaborative Networks 4.0","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-030-85969-5","Prof. Dr. Luis M. Camarinha-MatosProf. Dr. Xavier BoucherProf. Dr. Hamideh Afsarmanesh","2021","http://link.springer.com/book/10.1007/978-3-030-85969-5","Book"
"Proceedings of the 18th International Conference on Computing in Civil and Building Engineering","Lecture Notes in Civil Engineering","","","","10.1007/978-3-030-51295-8","Prof. Eduardo Toledo SantosProf. Sergio Scheer","2021","http://link.springer.com/book/10.1007/978-3-030-51295-8","Book"
"Computational Science and Its Applications – ICCSA 2021","Lecture Notes in Computer Science","","","","10.1007/978-3-030-87013-3","Prof. Dr. Osvaldo GervasiBeniamino MurganteDr. Sanjay MisraDr. Chiara GarauIvan BlečićDavid TaniarBernady O. ApduhanAna Maria A. C. RochaEufemia TarantinoProf. Dr. Carmelo Maria Torre","2021","http://link.springer.com/book/10.1007/978-3-030-87013-3","Book"
"Innovations in Industrial Engineering","Lecture Notes in Mechanical Engineering","","","","10.1007/978-3-030-78170-5","José MachadoDr. Filomena SoaresDr. Justyna TrojanowskaProf. Vitalii Ivanov","2022","http://link.springer.com/book/10.1007/978-3-030-78170-5","Book"
"Intelligent Systems","Lecture Notes in Computer Science","","","","10.1007/978-3-031-21686-2","João Carlos Xavier-JuniorRicardo Araújo Rios","2022","http://link.springer.com/book/10.1007/978-3-031-21686-2","Book"
"HCI International 2021 - Posters","Communications in Computer and Information Science","","","","10.1007/978-3-030-78642-7","Prof. Constantine StephanidisDr. Margherita AntonaDr. Stavroula Ntoa","2021","http://link.springer.com/book/10.1007/978-3-030-78642-7","Book"
"Enterprise Information Systems","Lecture Notes in Business Information Processing","","","","10.1007/978-3-030-75418-1","Prof. Dr. Joaquim FilipeMichał ŚmiałekAlexander BrodskySlimane Hammoudi","2021","http://link.springer.com/book/10.1007/978-3-030-75418-1","Book"
"Mobility for Smart Cities and Regional Development - Challenges for Higher Education","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-93907-6","Michael E. AuerHanno HortschOliver MichlerThomas Köhler","2022","http://link.springer.com/book/10.1007/978-3-030-93907-6","Book"
"Human Interaction, Emerging Technologies and Future Systems V","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-85540-6","Dr. Tareq AhramRedha Taiar","2022","http://link.springer.com/book/10.1007/978-3-030-85540-6","Book"
"Intelligent Human Systems Integration 2020","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-030-39512-4","Prof. Tareq AhramProf. Waldemar KarwowskiDr. Alberto VergnanoProf. Francesco LealiProf. Redha Taiar","2020","http://link.springer.com/book/10.1007/978-3-030-39512-4","Book"
"Technology-Enhanced Learning for a Free, Safe, and Sustainable World","Lecture Notes in Computer Science","","","","10.1007/978-3-030-86436-1","Prof. Dr. Tinne De LaetProf. Roland KlemkeCarlos Alario-HoyosIsabel HilligerAlejandro Ortega-Arranz","2021","http://link.springer.com/book/10.1007/978-3-030-86436-1","Book"
"Artificial Intelligence for Sustainable Finance and Sustainable Technology","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-93464-4","Dr. Abdalmuttaleb M. A. Musleh Al-Sartawi","2022","http://link.springer.com/book/10.1007/978-3-030-93464-4","Book"
"Human-Computer Interaction – INTERACT 2021","Lecture Notes in Computer Science","","","","10.1007/978-3-030-85607-6","Carmelo ArditoRosa LanzilottiAlessio MaliziaHelen PetrieAntonio PiccinnoDr. Giuseppe DesoldaKori Inkpen","2021","http://link.springer.com/book/10.1007/978-3-030-85607-6","Book"
"Artificial Intelligence in Medicine","Lecture Notes in Computer Science","","","","10.1007/978-3-031-09342-5","Martin MichalowskiSyed Sibte Raza AbidiSamina Abidi","2022","http://link.springer.com/book/10.1007/978-3-031-09342-5","Book"
"ArtsIT, Interactivity and Game Creation","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-030-95531-1","Prof. Dr. Matthias WölfelDr. Johannes BernhardtSonja Thiel","2022","http://link.springer.com/book/10.1007/978-3-030-95531-1","Book"
"Information Systems and Technologies","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-04829-6","Alvaro RochaDr. Hojjat AdeliDr. Gintautas DzemydaProf. Fernando Moreira","2022","http://link.springer.com/book/10.1007/978-3-031-04829-6","Book"
"Progress in Artificial Intelligence","Lecture Notes in Computer Science","","","","10.1007/978-3-031-16474-3","Goreti MarreirosBruno MartinsAna PaivaBernardete RibeiroAlberto Sardinha","2022","http://link.springer.com/book/10.1007/978-3-031-16474-3","Book"
"Towards Sustainable Customization: Bridging Smart Products and Manufacturing Systems","Lecture Notes in Mechanical Engineering","","","","10.1007/978-3-030-90700-6","Assist. Prof. Ann-Louise AndersenDr. Rasmus AndersenAssoc. Prof. Thomas Ditlev BrunoeDr. Maria Stoettrup Schioenning LarsenAssoc. Prof. Kjeld NielsenDr. Alessia NapoleoneDr. Stefan Kjeldgaard","2022","http://link.springer.com/book/10.1007/978-3-030-90700-6","Book"
"The Transdisciplinary Reach of Design Science Research","Lecture Notes in Computer Science","","","","10.1007/978-3-031-06516-3","Andreas DrechslerAurona GerberAlan Hevner","2022","http://link.springer.com/book/10.1007/978-3-031-06516-3","Book"
"Cooperative Design, Visualization, and Engineering","Lecture Notes in Computer Science","","","","10.1007/978-3-031-16538-2","Yuhua Luo","2022","http://link.springer.com/book/10.1007/978-3-031-16538-2","Book"
"Climate Emergency – Managing, Building , and Delivering the Sustainable Development Goals","","","","","10.1007/978-3-030-79450-7","Prof. Christopher GorseProf. Lloyd ScottDr. Colin BoothMohammad Dastbaz","2022","http://link.springer.com/book/10.1007/978-3-030-79450-7","Book"
"Intelligent Human Computer Interaction","Lecture Notes in Computer Science","","","","10.1007/978-3-030-98404-5","Jong-Hoon KimMadhusudan SinghJaved KhanProf. Uma Shanker TiwaryProf. Marigankar SurDhananjay Singh","2022","http://link.springer.com/book/10.1007/978-3-030-98404-5","Book"
"Intelligent Systems and Applications","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-82193-7","Prof. Dr. Kohei Arai","2022","http://link.springer.com/book/10.1007/978-3-030-82193-7","Book"
"Web, Artificial Intelligence and Network Applications","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-030-44038-1","Leonard BarolliFlora AmatoFrancesco MoscatoTomoya EnokidoMakoto Takizawa","2020","http://link.springer.com/book/10.1007/978-3-030-44038-1","Book"
"Social Robotics","Lecture Notes in Computer Science","","","","10.1007/978-3-030-90525-5","Dr. Haizhou LiProf. Dr. Shuzhi Sam GeYan WuAgnieszka WykowskaAssist. Prof. Hongsheng HeXiaorui LiuProf. Dongyu LiJairo Perez-Osorio","2021","http://link.springer.com/book/10.1007/978-3-030-90525-5","Book"
"Advances in Production Management Systems. Smart Manufacturing and Logistics Systems: Turning Ideas into Action","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-031-16407-1","Duck Young KimGregor von CieminskiDavid Romero","2022","http://link.springer.com/book/10.1007/978-3-031-16407-1","Book"
"Digital Human Modeling and Applications in Health, Safety, Ergonomics and Risk Management. Health, Operations Management, and Design","Lecture Notes in Computer Science","","","","10.1007/978-3-031-06018-2","Vincent G. Duffy","2022","http://link.springer.com/book/10.1007/978-3-031-06018-2","Book"
"Advances in Industrial Design","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-80829-7","Cliff Sungsoo ShinDr. Giuseppe Di BucchianicoProf. Shuichi FukudaYong-Gyun GhimGianni MontagnaCristina Carvalho","2021","http://link.springer.com/book/10.1007/978-3-030-80829-7","Book"
"Innovation Through Information Systems","Lecture Notes in Information Systems and Organisation","","","","10.1007/978-3-030-86790-4","Prof. Dr. Frederik AhlemannProf. Dr. Reinhard SchütteProf. Dr. Stefan Stieglitz","2021","http://link.springer.com/book/10.1007/978-3-030-86790-4","Book"
"Artificial Intelligence  in Education","Lecture Notes in Computer Science","","","","10.1007/978-3-031-11644-5","Dr. Maria Mercedes RodrigoProf. Noburu MatsudaProf. Alexandra I. CristeaDr. Vania Dimitrova","2022","http://link.springer.com/book/10.1007/978-3-031-11644-5","Book"
"Culture and Computing","Lecture Notes in Computer Science","","","","10.1007/978-3-031-05434-1","Prof. Dr. Matthias Rauterberg","2022","http://link.springer.com/book/10.1007/978-3-031-05434-1","Book"
"Advances in Production Management Systems. Towards Smart and Digital Manufacturing","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-030-57997-5","Bojan LalicVidosav MajstorovicDr. Ugljesa MarjanovicGregor von CieminskiDavid Romero","2020","http://link.springer.com/book/10.1007/978-3-030-57997-5","Book"
"New Realities, Mobile Systems and Applications","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-96296-8","Michael E. AuerProf. Dr. Thrasyvoulos Tsiatsos","2022","http://link.springer.com/book/10.1007/978-3-030-96296-8","Book"
"Artificial Intelligence in Education","Lecture Notes in Computer Science","","","","10.1007/978-3-030-78270-2","Ido RollDanielle McNamaraSergey SosnovskyRose LuckinVania Dimitrova","2021","http://link.springer.com/book/10.1007/978-3-030-78270-2","Book"
"HCI International 2021 - Late Breaking Posters","Communications in Computer and Information Science","","","","10.1007/978-3-030-90176-9","Prof. Constantine StephanidisDr. Margherita AntonaDr. Stavroula Ntoa","2021","http://link.springer.com/book/10.1007/978-3-030-90176-9","Book"
"Innovations in Digital Economy","Communications in Computer and Information Science","","","","10.1007/978-3-031-14985-6","Dmitrii RodionovTatiana KudryavtsevaAngi SkhvedianiMohammed Ali Berawi","2022","http://link.springer.com/book/10.1007/978-3-031-14985-6","Book"
"International Conference on Artificial Intelligence for Smart Community","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-16-2183-3","Rosdiazli IbrahimK. PorkumaranRamani KannanNursyarizal Mohd NorS. Prabakar","2022","http://link.springer.com/book/10.1007/978-981-16-2183-3","Book"
"Advances in Production Management Systems. Production Management for the Factory of the Future","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-030-30000-5","Farhad AmeriProf. Kathryn E. SteckeGregor von CieminskiDimitris Kiritsis","2019","http://link.springer.com/book/10.1007/978-3-030-30000-5","Book"
"Systems, Software and Services Process Improvement","Communications in Computer and Information Science","","","","10.1007/978-3-030-28005-5","Alastair WalkerProf. Rory V. O'ConnorDr. Richard Messnarz","2019","http://link.springer.com/book/10.1007/978-3-030-28005-5","Book"
"HCI International 2022 Posters","Communications in Computer and Information Science","","","","10.1007/978-3-031-06417-3","Constantine StephanidisMargherita AntonaStavroula Ntoa","2022","http://link.springer.com/book/10.1007/978-3-031-06417-3","Book"
"Design, User Experience, and Usability:  Design for Diversity, Well-being, and Social Development","Lecture Notes in Computer Science","","","","10.1007/978-3-030-78224-5","Marcelo M. SoaresDr. Elizabeth RosenzweigDr. Aaron Marcus","2021","http://link.springer.com/book/10.1007/978-3-030-78224-5","Book"
"Sense, Feel, Design","Lecture Notes in Computer Science","","","","10.1007/978-3-030-98388-8","Carmelo ArditoRosa LanzilottiAlessio MaliziaProf. Marta LarusdottirLucio Davide SpanoDr. José CamposMorten HertzumTilo MentlerJosé Abdelnour NoceraDr. Lara PiccoloStefan SauerGerrit van der Veer","2022","http://link.springer.com/book/10.1007/978-3-030-98388-8","Book"
"CIGOS 2021, Emerging Technologies and Applications for Green Infrastructure","Lecture Notes in Civil Engineering","","","","10.1007/978-981-16-7160-9","Cuong Ha-MinhAnh Minh TangTinh Quoc BuiXuan Hong VuDat Vu Khoa Huynh","2022","http://link.springer.com/book/10.1007/978-981-16-7160-9","Book"
"HCI International 2022 – Late Breaking Posters","Communications in Computer and Information Science","","","","10.1007/978-3-031-19682-9","Constantine StephanidisMargherita AntonaStavroula NtoaGavriel Salvendy","2022","http://link.springer.com/book/10.1007/978-3-031-19682-9","Book"
"Product Lifecycle Management. Green and Blue Technologies to Support Smart and Sustainable Organizations","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-030-94335-6","Prof. Osiris Canciglieri JuniorProf. Frédéric NoëlLouis RivestProf. Dr. Abdelaziz Bouras","2022","http://link.springer.com/book/10.1007/978-3-030-94335-6","Book"
"The Role of Digital Technologies in Shaping the Post-Pandemic World","Lecture Notes in Computer Science","","","","10.1007/978-3-031-15342-6","Savvas PapagiannidisEleftherios AlamanosSuraksha GuptaYogesh K. DwivediMatti MäntymäkiIlias O. Pappas","2022","http://link.springer.com/book/10.1007/978-3-031-15342-6","Book"
"Human-Computer Interaction. Theoretical Approaches and Design Methods","Lecture Notes in Computer Science","","","","10.1007/978-3-031-05311-5","Masaaki Kurosu","2022","http://link.springer.com/book/10.1007/978-3-031-05311-5","Book"
"Educating for a New Future: Making Sense of Technology-Enhanced Learning Adoption","Lecture Notes in Computer Science","","","","10.1007/978-3-031-16290-9","Isabel HilligerPedro J. Muñoz-MerinoTinne De LaetAlejandro Ortega-ArranzTracie Farrell","2022","http://link.springer.com/book/10.1007/978-3-031-16290-9","Book"
"Proceedings of the International Conference on Cognitive and Intelligent Computing","Cognitive Science and Technology","","","","10.1007/978-981-19-2350-0","Amit KumarGheorghita GhineaSuresh MeruguTakako Hashimoto","2022","http://link.springer.com/book/10.1007/978-981-19-2350-0","Book"
"Adaptive Instructional Systems. Design and Evaluation","Lecture Notes in Computer Science","","","","10.1007/978-3-030-77857-6","Robert A. SottilareJessica Schwarz","2021","http://link.springer.com/book/10.1007/978-3-030-77857-6","Book"
"The Semantic Web – ISWC 2020","Lecture Notes in Computer Science","","","","10.1007/978-3-030-62466-8","Jeff Z. PanValentina TammaClaudia d’AmatoKrzysztof JanowiczBo FuAxel PolleresOshani SeneviratneLalana Kagal","2020","http://link.springer.com/book/10.1007/978-3-030-62466-8","Book"
"Human Systems Engineering and Design II","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-030-27928-8","Prof. Tareq AhramProf. Waldemar KarwowskiProf. Dr. Stefan PicklProf. Redha Taiar","2020","http://link.springer.com/book/10.1007/978-3-030-27928-8","Book"
"Human-Computer Interaction. Theory, Methods and Tools","Lecture Notes in Computer Science","","","","10.1007/978-3-030-78462-1","Masaaki Kurosu","2021","http://link.springer.com/book/10.1007/978-3-030-78462-1","Book"
"Complex, Intelligent and Software Intensive Systems","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-79725-6","Prof. Leonard BarolliDr. Kangbin YimDr. Tomoya Enokido","2021","http://link.springer.com/book/10.1007/978-3-030-79725-6","Book"
"Collaborative Networks in Digitalization and Society 5.0","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-031-14844-6","Luis M. Camarinha-MatosAngel OrtizXavier BoucherA. Luís Osório","2022","http://link.springer.com/book/10.1007/978-3-031-14844-6","Book"
"Proceedings of the 21st Congress of the International Ergonomics Association (IEA 2021)","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-74605-6","Nancy L. BlackW. Patrick NeumannIan Noy","2021","http://link.springer.com/book/10.1007/978-3-030-74605-6","Book"
"Systems, Software and Services Process Improvement","Communications in Computer and Information Science","","","","10.1007/978-3-031-15559-8","Murat YilmazPaul ClarkeRichard MessnarzBruno Wöran","2022","http://link.springer.com/book/10.1007/978-3-031-15559-8","Book"
"Social Robotics","Lecture Notes in Computer Science","","","","10.1007/978-3-031-24670-8","Filippo CavalloJohn-John CabibihanLaura FioriniAlessandra SorrentinoHongsheng HeXiaorui LiuYoshio MatsumotoShuzhi Sam Ge","2022","http://link.springer.com/book/10.1007/978-3-031-24670-8","Book"
"Requirements Engineering: Foundation for Software Quality","Lecture Notes in Computer Science","","","","10.1007/978-3-030-98464-9","Vincenzo GervasiAndreas Vogelsang","2022","http://link.springer.com/book/10.1007/978-3-030-98464-9","Book"
"Systems, Software and Services Process Improvement","Communications in Computer and Information Science","","","","10.1007/978-3-030-56441-4","Murat YilmazProf. Dr. Jörg NiemannPaul ClarkeDr. Richard Messnarz","2020","http://link.springer.com/book/10.1007/978-3-030-56441-4","Book"
"Computer-Aided Architectural Design. Design Imperatives: The Future is Now","Communications in Computer and Information Science","","","","10.1007/978-981-19-1280-1","David GerberEvangelos PantazisBiayna BogosianAlicia NahmadConstantinos Miltiadis","2022","http://link.springer.com/book/10.1007/978-981-19-1280-1","Book"
"Universal Access in Human-Computer Interaction. User and Context Diversity","Lecture Notes in Computer Science","","","","10.1007/978-3-031-05039-8","Dr. Margherita AntonaProf. Constantine Stephanidis","2022","http://link.springer.com/book/10.1007/978-3-031-05039-8","Book"
"Electronic Government","Lecture Notes in Computer Science","","","","10.1007/978-3-031-15086-9","Marijn JanssenCsaba CsákiIda LindgrenEuripidis LoukisUlf MelinGabriela Viale PereiraManuel Pedro Rodríguez BolívarEfthimios Tambouris","2022","http://link.springer.com/book/10.1007/978-3-031-15086-9","Book"
"Computational Science and Its Applications – ICCSA 2022 Workshops","Lecture Notes in Computer Science","","","","10.1007/978-3-031-10548-7","Prof. Osvaldo GervasiBeniamino MurganteSanjay MisraAna Maria A. C. RochaDr. Chiara Garau","2022","http://link.springer.com/book/10.1007/978-3-031-10548-7","Book"
"Digital Technologies and Applications","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-73882-2","Prof. Saad MotahhirDr. Badre Bossoufi","2021","http://link.springer.com/book/10.1007/978-3-030-73882-2","Book"
"Human Work Interaction Design. Artificial Intelligence and Designing for a Positive Work Experience in a Low Desire Society","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-031-02904-2","Ganesh BhutkarBarbara R. BarricelliQin XiangangProf. Torkil ClemmensenFrederica GonçalvesProf. José Abdelnour-NoceraArminda LopesFei LyuRonggang ZhouWenjun Hou","2022","http://link.springer.com/book/10.1007/978-3-031-02904-2","Book"
"Eurasian Business and Economics Perspectives","Eurasian Studies in Business and Economics","","","","10.1007/978-3-031-15531-4","Mehmet Huseyin BilginHakan DanisEnder Demir","2022","http://link.springer.com/book/10.1007/978-3-031-15531-4","Book"
"Frontier Computing","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-16-8052-6","Prof. Jason C. HungNeil Y. YenDr. Jia-Wei Chang","2022","http://link.springer.com/book/10.1007/978-981-16-8052-6","Book"
"Trends and Applications in Information Systems and Technologies","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-030-72654-6","Prof. Álvaro RochaHojjat AdeliDr. Gintautas DzemydaProf. Fernando MoreiraProf. Ana Maria Ramalho Correia","2021","http://link.springer.com/book/10.1007/978-3-030-72654-6","Book"
"Proceedings of the Eighth Asia International Symposium on Mechatronics","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-19-1309-9","Baoyan DuanProf. Kazunori UmedaChang-wan Kim","2022","http://link.springer.com/book/10.1007/978-981-19-1309-9","Book"
"Data Science and Intelligent Systems","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-90321-3","Dr. Radek SilhavyProf. Petr SilhavyProf. Zdenka Prokopova","2021","http://link.springer.com/book/10.1007/978-3-030-90321-3","Book"
"ICT Innovations 2022. Reshaping the Future Towards a New Normal","Communications in Computer and Information Science","","","","10.1007/978-3-031-22792-9","Katerina ZdravkovaLasko Basnarkov","2022","http://link.springer.com/book/10.1007/978-3-031-22792-9","Book"
"Advances in Human Factors and Ergonomics in Healthcare and Medical Devices","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-80744-3","Prof. Jay KalraNancy J. LightnerRedha Taiar","2021","http://link.springer.com/book/10.1007/978-3-030-80744-3","Book"
"Machine Intelligence and Data Science Applications","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-981-19-2347-0","Prof. Vaclav SkalaProf. Dr. T. P. SinghDr. Tanupriya ChoudhuryDr. Ravi TomarDr. Md. Abul Bashar","2022","http://link.springer.com/book/10.1007/978-981-19-2347-0","Book"
"Cross-Cultural Design. Interaction Design Across Cultures","Lecture Notes in Computer Science","","","","10.1007/978-3-031-06038-0","Prof. Pei-Luen Patrick Rau","2022","http://link.springer.com/book/10.1007/978-3-031-06038-0","Book"
"HCI International 2022 - Late Breaking Papers. Multimodality in Advanced Interaction Environments","Lecture Notes in Computer Science","","","","10.1007/978-3-031-17618-0","Masaaki KurosuSakae YamamotoHirohiko MoriDylan D. SchmorrowCali M. FidopiastisNorbert A. StreitzShin'ichi Konomi","2022","http://link.springer.com/book/10.1007/978-3-031-17618-0","Book"
"Computational Science and Its Applications – ICCSA 2020","Lecture Notes in Computer Science","","","","10.1007/978-3-030-58820-5","Prof. Dr. Osvaldo GervasiBeniamino MurganteDr. Sanjay MisraDr. Chiara GarauIvan BlečićDavid TaniarDr. Bernady O. ApduhanAna Maria A. C. RochaProf. Eufemia TarantinoProf. Carmelo Maria TorreProf. Yeliz Karaca","2020","http://link.springer.com/book/10.1007/978-3-030-58820-5","Book"
"Advances in Systems Engineering","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-92604-5","Prof. Dr. Leszek BorzemskiProf. Dr. Henry SelvarajProf. Jerzy Świątek","2022","http://link.springer.com/book/10.1007/978-3-030-92604-5","Book"
